행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
서울특별시,종로구,2010,177108.77155586667,17.676120105987355,14.325344799995127,1181.3341314993354,872.8281121585181,1059.7099929961457,409.69478565166116,29164,146659.7123928053,서울특별시 종로구
서울특별시,중구,2010,140623.58405286254,13.807108299030682,12.390146373136439,1242.3000651312414,697.6927384030546,1096.68343028372,392.26239526186924,19628,119393.48268996045,서울특별시 중구
서울특별시,용산구,2010,249470.36319226818,19.648607522389135,15.312647414355139,2353.692676529254,1099.9650515533956,1812.2348644583885,538.1562620386792,37318,211023.07177647427,서울특별시 용산구
서울특별시,성동구,2010,311830.23551784194,31.27022847858201,20.145835020690768,2907.6494067236576,1237.3219757421546,2316.849865296774,678.3430635817964,51562,259593.70468986797,서울특별시 성동구
서울특별시,광진구,2010,377266.32861029624,41.97468978022151,22.140298435727793,3386.575479649251,1300.5469499129724,2680.4524637192744,814.2487521099775,67422,309382.5138631188,서울특별시 광진구
서울특별시,동대문구,2010,367556.1201186966,36.12142883154992,21.121321357221866,2902.2901303764893,1735.8796912401972,2313.0000106193716,905.3286414170574,60098,307073.8478140251,서울특별시 동대문구
서울특별시,중랑구,2010,426495.91874785966,33.23087852475537,22.091991676476585,3571.6752401554963,1828.8399552406215,2691.9024091031383,1141.1223467911454,75870,350659.6366151784,서울특별시 중랑구
서울특별시,성북구,2010,485571.0489822055,54.48869104898137,28.85358715752359,4379.145479534069,2002.9939481267402,3191.179477080519,982.613765989064,84496,401506.6450849625,서울특별시 성북구
서울특별시,강북구,2010,348681.74068996485,23.628847448062217,14.402605419862288,2830.7937999203086,1637.5231270265547,2159.2863787709734,882.9434334262761,58175,289847.88675639575,서울특별시 강북구
서울특별시,도봉구,2010,370126.9824299821,29.518030209822008,23.158451830828685,3179.075386772872,1556.4903621421768,2129.0917706221503,854.6039861925561,70786,298965.4988107476,서울특별시 도봉구
서울특별시,노원구,2010,604492.9183301739,70.02168925355966,41.477398942365355,5243.5123631787255,2556.7681452273673,3480.895745365873,1180.6572374941961,131935,474347.4107591901,서울특별시 노원구
서울특별시,은평구,2010,485142.3067569886,44.86107520733264,28.88757699232619,4079.8636713090473,2090.186360290579,2997.2038853098015,1095.4525162606753,88442,397155.3113667381,서울특별시 은평구
서울특별시,서대문구,2010,326604.92488180485,26.425499786564476,18.217768208709238,2740.3346621109667,1402.016654418359,2015.166146964339,666.078291046029,55987,270096.3416467172,서울특별시 서대문구
서울특별시,마포구,2010,392284.5371972159,32.31182351710449,21.16070209006848,3822.363251266872,1479.8052318512043,3102.6227972444894,775.7028848987218,63925,327963.3894692014,서울특별시 마포구
서울특별시,양천구,2010,497463.1682000545,47.87053196789218,28.934296985438788,3688.849182861156,1697.4994384038096,2564.8776086572343,979.2428914414829,113428,385092.8162058089,서울특별시 양천구
서울특별시,강서구,2010,569432.2266816362,46.955282109436936,35.742117442267926,5665.345649561789,2308.4012246910424,4203.95698523229,1250.9269510585723,105485,464671.5790480967,서울특별시 강서구
서울특별시,구로구,2010,423378.095013762,32.35624401809431,23.104670873315154,4742.768875835366,1606.0790573428178,3452.5584350374797,922.2760606349647,70612,352494.8886053927,서울특별시 구로구
서울특별시,금천구,2010,250466.1474208968,17.85505897182719,18.276505329530103,2064.022798624478,1039.0366349906133,1741.982469494875,693.8775514535045,42806,206499.27756093018,서울특별시 금천구
