행정구역(시도),행정구역(시군구),연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,실업률,거주지내 통근 취업자 (천명),거주지외 타지역 통근 취업자 (천명),GRDP(단위:백만원),지가 변동률,여성 취업자(단위:천명),출생건수,사망건수,혼인건수,이혼건수,총전입,총전출,순이동,학령인구(명),학령인구증감률
서울특별시,종로구,2000,186378,-212,-0.113618093,22,14,,,,,,,,,,,,,,,
서울특별시,중구,2000,141010,14756,-38.70356364,14,12,,,,,,,,,,,,,,,
서울특별시,용산구,2000,240087,2598,1.093945404,25,15,,,,,,,,,,,,,,,
서울특별시,성동구,2000,340790,1615,0.476155377,48,15,,,,,,,,,,,,,,,
서울특별시,광진구,2000,391309,1248,0.319949957,69,20,,,,,,,,,,,,,,,
서울특별시,동대문구,2000,380444,13419,3.656154213,54,20,,,,,,,,,,,,,,,
서울특별시,중랑구,2000,458440,-3297,-0.714042843,71,21,,,,,,,,,,,,,,,
서울특별시,성북구,2000,460862,-12067,-2.551545792,54,24,,,,,,,,,,,,,,,
서울특별시,강북구,2000,351995,-147,-0.0417445235,38,12,,,,,,,,,,,,,,,
서울특별시,도봉구,2000,370976,-4299,-1.145559923,49,21,,,,,,,,,,,,,,,
서울특별시,노원구,2000,632634,15134,2.450850202,88,40,,,,,,,,,,,,,,,
서울특별시,은평구,2000,469417,-3047,-0.644916861,50,23,,,,,,,,,,,,,,,
서울특별시,서대문구,2000,367380,1597,0.436597655,35,18,,,,,,,,,,,,,,,
서울특별시,마포구,2000,387308,2194,0.569701439,36,20,,,,,,,,,,,,,,,
서울특별시,양천구,2000,486781,6468,1.34662189,57,25,,,,,,,,,,,,,,,
서울특별시,강서구,2000,521231,1445,711.0272608,57,32,,,,,,,,,,,,,,,
서울특별시,구로구,2000,403097,7803,1.973973802,35,20,,,,,,,,,,,,,,,
서울특별시,금천구,2000,266431,-2198,-0.818228858,26,16,,,,,,,,,,,,,,,
서울특별시,영등포구,2000,406510,2204,0.545131658,49,20,,,,,,,,,,,,,,,
서울특별시,동작구,2000,415892,-3269,-0.779891259,39,18,,,,,,,,,,,,,,,
서울특별시,관악구,2000,524404,6852,1.323924939,37,19,,,,,,,,,,,,,,,
서울특별시,서초구,2000,397869,-3081,-0.768424991,31,20,,,,,,,,,,,,,,,
서울특별시,강남구,2000,550343,-1950,-0.353073459,47,30,,,,,,,,,,,,,,,
서울특별시,송파구,2000,663177,-2741,-0.411612241,76,33,,,,,,,,,,,,,,,
서울특별시,강동구,2000,496549,6029,1.229103808,53,24,,,,,,,,,,,,,,,
부산광역시,중구,2000,58193,-985,-58.73129565,4,5,,,,,,,,,,,,,,,
부산광역시,서구,2000,154753,-3753,-67.20438425,15,10,,,,,,,,,,,,,,,
부산광역시,동구,2000,127138,-3487,-32.44239925,11,9,,,,,,,,,,,,,,,
부산광역시,영도구,2000,184488,-3888,-2.063957192,18,15,,,,,,,,,,,,,,,
부산광역시,부산진구,2000,430373,-3659,-0.843025399,46,32,,,,,,,,,,,,,,,
부산광역시,동래구,2000,300081,-1226,-0.406893965,39,20,,,,,,,,,,,,,,,
부산광역시,남구,2000,299518,444,-8.14190992,24,17,,,,,,,,,,,,,,,
부산광역시,북구,2000,307238,556,158.2591519,26,18,,,,,,,,,,,,,,,
부산광역시,해운대구,2000,408842,1351,0.331541065,38,24,,,,,,,,,,,,,,,
부산광역시,사하구,2000,388020,-1550,-0.39787458,44,24,,,,,,,,,,,,,,,
부산광역시,금정구,2000,292187,-2373,-0.805608365,30,19,,,,,,,,,,,,,,,
부산광역시,강서구,2000,62137,-2131,-88.07879808,19,16,,,,,,,,,,,,,,,
부산광역시,연제구,2000,223344,-3510,-1.547250655,24,15,,,,,,,,,,,,,,,
부산광역시,수영구,2000,184743,-1737,-0.931467181,26,10,,,,,,,,,,,,,,,
부산광역시,사상구,2000,301127,4985,1.683314086,30,20,,,,,,,,,,,,,,,
부산광역시,기장군,2000,74324,199,0.26846543,19,13,,,,,,,,,,,,,,,
대구광역시,중구,2000,91880,-3618,57.88840582,14,10,,,,,,,,,,,,,,,
대구광역시,동구,2000,338052,-2597,165.8937532,33,24,,,,,,,,,,,,,,,
대구광역시,서구,2000,286197,-6815,84.93793335,21,17,,,,,,,,,,,,,,,
대구광역시,남구,2000,196286,-5147,-34.46604211,18,11,,,,,,,,,,,,,,,
대구광역시,북구,2000,409353,5300,33.23644862,48,28,,,,,,,,,,,,,,,
대구광역시,수성구,2000,459658,-827,-0.179593255,37,29,,,,,,,,,,,,,,,
대구광역시,달서구,2000,588546,20831,3.669270673,68,41,,,,,,,,,,,,,,,
대구광역시,달성군,2000,154281,11416,7.990760508,23,18,,,,,,,,,,,,,,,
인천광역시,중구,2000,71522,-846,-22.15716152,13,9,,,,,,,,,,,,,,,
인천광역시,동구,2000,76057,-3707,-77.50139032,10,8,,,,,,,,,,,,,,,
인천광역시,남구,2000,420348,2192,114.15078,40,21,,,,,,,,,,,,,,,
인천광역시,연수구,2000,262319,1117,0.427638379,32,15,,,,,,,,,,,,,,,
인천광역시,남동구,2000,407845,10383,2.612325203,48,22,,,,,,,,,,,,,,,
인천광역시,부평구,2000,546520,18181,3.44116183,65,33,,,,,,,,,,,,,,,
인천광역시,계양구,2000,337077,4841,1.457096763,41,17,,,,,,,,,,,,,,,
인천광역시,서구,2000,342973,5394,19.83808356,41,20,,,,,,,,,,,,,,,
인천광역시,미추홀구,2000,,0,0,-,-,,,,,,,,,,,,,,,
인천광역시,강화군,2000,67100,-824,-1.213120546,24,22,,,,,,,,,,,,,,,
인천광역시,옹진군,2000,14008,-48,-0.341491178,10,7,,,,,,,,,,,,,,,
광주광역시,동구,2000,123647,-4391,62.57149243,18,11,,,,,,,,,,,,,,,
광주광역시,서구,2000,287867,20751,-16.06715397,44,22,,,,,,,,,,,,,,,
광주광역시,남구,2000,231501,-5637,-44.92634674,40,18,,,,,,,,,,,,,,,
광주광역시,북구,2000,475992,-841,16.27910385,68,37,,,,,,,,,,,,,,,
광주광역시,광산구,2000,252902,5415,2.187993713,45,21,,,,,,,,,,,,,,,
대전광역시,동구,2000,252684,-2531,104.3591838,34,20,,,,,,,,,,,,,,,
대전광역시,중구,2000,267014,8266,273.3312827,30,23,,,,,,,,,,,,,,,
대전광역시,서구,2000,476893,5022,65.66435194,81,32,,,,,,,,,,,,,,,
대전광역시,유성구,2000,157638,4137,2.695096449,32,17,,,,,,,,,,,,,,,
대전광역시,대덕구,2000,231377,7166,3.196096534,36,18,,,,,,,,,,,,,,,
울산광역시,중구,2000,232038,1992,-13.09893863,35,15,,,,,,,,,,,,,,,
울산광역시,남구,2000,335409,9343,44.88447134,45,20,,,,,,,,,,,,,,,
울산광역시,동구,2000,186944,-1248,-26.01668487,23,13,,,,,,,,,,,,,,,
울산광역시,북구,2000,121073,2108,-74.5640683,30,11,,,,,,,,,,,,,,,
울산광역시,울주군,2000,164761,3694,2.293455519,50,26,,,,,,,,,,,,,,,
세종특별자치시,세종특별자치시,2000,,0,0,-,-,,,,,,,,,,,,,,,
경기도,수원시,2000,948065,38020,4.177815383,146,68,,,,,,,,,,,,,,,
경기도,성남시,2000,924390,3186,0.345851733,125,55,,,,,,,,,,,,,,,
경기도,의정부시,2000,361131,16351,4.742444457,50,22,,,,,,,,,,,,,,,
경기도,안양시,2000,581166,-1418,-0.243398377,103,33,,,,,,,,,,,,,,,
경기도,부천시,2000,775815,242,0.0312027366,116,45,,,,,,,,,,,,,,,
경기도,광명시,2000,338139,-1882,-0.553495225,45,21,,,,,,,,,,,,,,,
경기도,평택시,2000,356103,3922,1.113631911,86,41,,,,,,,,,,,,,,,
경기도,동두천시,2000,75529,864,1.157168687,16,7,,,,,,,,,,,,,,,
경기도,안산시,2000,566912,19153,3.496610736,67,37,,,,,,,,,,,,,,,
경기도,고양시,2000,797597,25207,3.263506778,143,61,,,,,,,,,,,,,,,
경기도,과천시,2000,71432,103,0.144401295,10,4,,,,,,,,,,,,,,,
경기도,구리시,2000,169417,3185,1.91599692,33,11,,,,,,,,,,,,,,,
경기도,남양주시,2000,358396,23845,7.127463376,56,28,,,,,,,,,,,,,,,
경기도,오산시,2000,105933,21090,24.8576783,20,8,,,,,,,,,,,,,,,
경기도,시흥시,2000,318083,24811,8.460064377,38,25,,,,,,,,,,,,,,,
경기도,군포시,2000,270151,90,0.0333258042,47,20,,,,,,,,,,,,,,,
경기도,의왕시,2000,121292,4992,4.292347377,19,7,,,,,,,,,,,,,,,
경기도,하남시,2000,123366,-343,-0.277263578,17,10,,,,,,,,,,,,,,,
경기도,용인시,2000,392133,35007,9.802422674,60,36,,,,,,,,,,,,,,,
경기도,파주시,2000,191726,10230,5.636487856,51,34,,,,,,,,,,,,,,,
경기도,이천시,2000,183605,3320,1.841528691,46,29,,,,,,,,,,,,,,,
경기도,안성시,2000,136590,4497,3.404419613,37,33,,,,,,,,,,,,,,,
경기도,김포시,2000,162997,14931,10.08401659,32,22,,,,,,,,,,,,,,,
경기도,화성시,2000,,0,0,57,37,,,,,,,,,,,,,,,
경기도,광주시,2000,,0,0,21,18,,,,,,,,,,,,,,,
경기도,양주시,2000,,0,0,25,19,,,,,,,,,,,,,,,
경기도,포천시,2000,,0,0,38,29,,,,,,,,,,,,,,,
경기도,여주시,2000,,0,0,-,-,,,,,,,,,,,,,,,
경기도,여주군,2000,103622,2144,2.112773212,33,23,,,,,,,,,,,,,,,
경기도,연천군,2000,52786,-980,-1.822713239,18,13,,,,,,,,,,,,,,,
경기도,가평군,2000,56111,-275,-0.487709715,17,14,,,,,,,,,,,,,,,
경기도,양평군,2000,82773,888,1.084447701,32,25,,,,,,,,,,,,,,,
강원특별자치도,강원특별자치도,2000,1554688,-2291,-0.147143924,429,367,,,,,,,,,,,,,,,
강원특별자치도,춘천시,2000,251212,2842,1.144260579,44,40,,,,,,,,,,,,,,,
강원특별자치도,원주시,2000,270009,4936,1.862128546,51,41,,,,,,,,,,,,,,,
강원특별자치도,강릉시,2000,233121,1054,0.454179181,51,35,,,,,,,,,,,,,,,
강원특별자치도,동해시,2000,103654,-50,-0.048214148,23,13,,,,,,,,,,,,,,,
강원특별자치도,태백시,2000,57023,-1565,-2.671195467,20,13,,,,,,,,,,,,,,,
강원특별자치도,속초시,2000,90032,1268,1.428507052,14,10,,,,,,,,,,,,,,,
강원특별자치도,삼척시,2000,82177,-2346,-2.775575879,24,20,,,,,,,,,,,,,,,
강원특별자치도,홍천군,2000,74461,-478,-0.63785212,27,28,,,,,,,,,,,,,,,
강원특별자치도,횡성군,2000,45961,-861,-1.838879159,19,21,,,,,,,,,,,,,,,
강원특별자치도,영월군,2000,48393,-1353,-2.719816669,20,19,,,,,,,,,,,,,,,
강원특별자치도,평창군,2000,47125,-878,-1.829052351,21,22,,,,,,,,,,,,,,,
강원특별자치도,정선군,2000,50572,-1162,-2.246105076,21,17,,,,,,,,,,,,,,,
강원특별자치도,철원군,2000,53190,-756,-1.401401401,20,20,,,,,,,,,,,,,,,
강원특별자치도,화천군,2000,25188,-356,-1.393673661,14,14,,,,,,,,,,,,,,,
강원특별자치도,양구군,2000,23420,-336,-1.414379525,12,11,,,,,,,,,,,,,,,
강원특별자치도,인제군,2000,33618,-472,-1.384570255,19,13,,,,,,,,,,,,,,,
강원특별자치도,고성군,2000,35391,-978,-45.51878079,12,15,,,,,,,,,,,,,,,
강원특별자치도,양양군,2000,30141,-800,-2.585566077,17,15,,,,,,,,,,,,,,,
충청북도,청주시,2000,580861,11789,2.071618354,98,44,,,,,,,,,,,,,,,
충청북도,충주시,2000,217305,-1458,-0.666474678,48,38,,,,,,,,,,,,,,,
충청북도,제천시,2000,147950,-205,-0.1383686,34,22,,,,,,,,,,,,,,,
충청북도,청원군,2000,123984,1062,0.863962513,35,29,,,,,,,,,,,,,,,
충청북도,보은군,2000,43245,-1317,-2.95543288,21,16,,,,,,,,,,,,,,,
충청북도,옥천군,2000,60798,-1047,-1.692942033,19,13,,,,,,,,,,,,,,,
충청북도,영동군,2000,58627,-1467,-2.441175492,19,17,,,,,,,,,,,,,,,
충청북도,진천군,2000,60121,1142,1.936282406,17,15,,,,,,,,,,,,,,,
충청북도,괴산군,2000,44380,-1088,-2.392891704,26,21,,,,,,,,,,,,,,,
충청북도,음성군,2000,87956,209,0.238184781,26,21,,,,,,,,,,,,,,,
충청북도,단양군,2000,40000,-1137,-2.763935144,17,11,,,,,,,,,,,,,,,
충청북도,증평군,2000,,0,0,-,-,,,,,,,,,,,,,,,
충청남도,천안시,2000,421418,18401,4.56581236,91,51,,,,,,,,,,,,,,,
충청남도,공주시,2000,135589,-1230,-0.898997946,48,37,,,,,,,,,,,,,,,
충청남도,보령시,2000,118504,-2217,-1.836465901,36,30,,,,,,,,,,,,,,,
충청남도,아산시,2000,184191,3573,1.978208152,43,35,,,,,,,,,,,,,,,
충청남도,서산시,2000,150028,-735,-0.487520148,44,28,,,,,,,,,,,,,,,
충청남도,논산시,2000,142390,-2098,-1.452023697,47,40,,,,,,,,,,,,,,,
충청남도,계룡시,2000,,0,0,-,-,,,,,,,,,,,,,,,
충청남도,당진시,2000,,0,0,-,-,,,,,,,,,,,,,,,
충청남도,금산군,2000,64515,-772,-1.182471242,19,17,,,,,,,,,,,,,,,
충청남도,연기군,2000,80471,-476,-0.588039087,20,19,,,,,,,,,,,,,,,
충청남도,부여군,2000,92667,-2377,-2.50094693,35,31,,,,,,,,,,,,,,,
충청남도,서천군,2000,75259,-2694,-3.455928572,24,20,,,,,,,,,,,,,,,
충청남도,청양군,2000,41025,-1084,-2.574271533,20,17,,,,,,,,,,,,,,,
충청남도,홍성군,2000,95369,-1919,-1.972494038,33,26,,,,,,,,,,,,,,,
충청남도,예산군,2000,101432,-2331,-2.246465503,34,26,,,,,,,,,,,,,,,
충청남도,태안군,2000,68746,-416,-0.601486365,29,22,,,,,,,,,,,,,,,
충청남도,당진군,2000,122495,-2089,-1.676780325,38,33,,,,,,,,,,,,,,,
전라북도,전주시,2000,620521,9955,1.630454365,97,55,,,,,,,,,,,,,,,
전라북도,군산시,2000,277491,-2153,-0.769907454,54,54,,,,,,,,,,,,,,,
전라북도,익산시,2000,334324,-953,-0.284242582,83,59,,,,,,,,,,,,,,,
전라북도,정읍시,2000,152022,888,0.587558061,52,39,,,,,,,,,,,,,,,
전라북도,남원시,2000,103571,-973,-0.930708601,36,27,,,,,,,,,,,,,,,
전라북도,김제시,2000,115865,-2698,-2.275583445,41,36,,,,,,,,,,,,,,,
전라북도,완주군,2000,84009,-1531,-1.789805939,33,31,,,,,,,,,,,,,,,
전라북도,진안군,2000,31273,-2372,-7.050081736,16,15,,,,,,,,,,,,,,,
전라북도,무주군,2000,29207,-2569,-8.084718026,14,13,,,,,,,,,,,,,,,
전라북도,장수군,2000,30051,-108,-0.358102059,12,11,,,,,,,,,,,,,,,
전라북도,임실군,2000,37514,-1751,-4.459442251,15,14,,,,,,,,,,,,,,,
전라북도,순창군,2000,34587,-1206,-3.3693739,16,15,,,,,,,,,,,,,,,
전라북도,고창군,2000,74104,-1995,-2.621585041,32,26,,,,,,,,,,,,,,,
전라북도,부안군,2000,74716,-2786,-3.594745942,29,27,,,,,,,,,,,,,,,
전라남도,목포시,2000,245492,-889,-0.360823278,52,23,,,,,,,,,,,,,,,
전라남도,여수시,2000,323913,-2753,-0.842756822,91,50,,,,,,,,,,,,,,,
전라남도,순천시,2000,270345,2462,0.919057947,62,34,,,,,,,,,,,,,,,
전라남도,나주시,2000,108459,-1689,-1.533391437,40,25,,,,,,,,,,,,,,,
전라남도,광양시,2000,137940,-143,-0.103560902,43,24,,,,,,,,,,,,,,,
전라남도,담양군,2000,55089,-1447,-2.559431159,20,15,,,,,,,,,,,,,,,
전라남도,곡성군,2000,41149,-460,-1.105530054,15,13,,,,,,,,,,,,,,,
전라남도,구례군,2000,33588,-654,-1.909935167,13,10,,,,,,,,,,,,,,,
전라남도,고흥군,2000,100989,-1553,-1.514501375,30,23,,,,,,,,,,,,,,,
전라남도,보성군,2000,61329,-1718,-2.724951227,26,20,,,,,,,,,,,,,,,
전라남도,화순군,2000,78610,568,0.727813229,24,17,,,,,,,,,,,,,,,
전라남도,장흥군,2000,53392,-2141,-3.855365278,21,17,,,,,,,,,,,,,,,
전라남도,강진군,2000,49254,-1953,-3.813931689,15,15,,,,,,,,,,,,,,,
전라남도,해남군,2000,99230,-1562,-1.549726169,40,28,,,,,,,,,,,,,,,
전라남도,영암군,2000,65268,-750,-1.136053804,23,18,,,,,,,,,,,,,,,
전라남도,무안군,2000,70212,-952,-1.337755045,28,21,,,,,,,,,,,,,,,
전라남도,함평군,2000,45232,-1598,-3.412342515,18,14,,,,,,,,,,,,,,,
전라남도,영광군,2000,72780,-1980,-2.64847512,28,19,,,,,,,,,,,,,,,
전라남도,장성군,2000,55986,-476,-0.84304488,18,13,,,,,,,,,,,,,,,
전라남도,완도군,2000,66978,-1855,-2.694928305,29,23,,,,,,,,,,,,,,,
전라남도,진도군,2000,42229,-1133,-2.612886859,22,16,,,,,,,,,,,,,,,
전라남도,신안군,2000,53150,-1803,-3.280985569,36,24,,,,,,,,,,,,,,,
경상북도,포항시,2000,515977,2587,0.503905413,94,57,,,,,,,,,,,,,,,
경상북도,경주시,2000,290149,-1465,-0.502376429,65,45,,,,,,,,,,,,,,,
경상북도,김천시,2000,149864,-1595,-1.053090275,41,35,,,,,,,,,,,,,,,
경상북도,안동시,2000,183903,-2285,-1.227254173,47,31,,,,,,,,,,,,,,,
경상북도,구미시,2000,336914,1427,0.425351802,71,36,,,,,,,,,,,,,,,
경상북도,영주시,2000,131175,-2359,-1.76659128,32,21,,,,,,,,,,,,,,,
경상북도,영천시,2000,119639,-2291,-1.878946937,33,22,,,,,,,,,,,,,,,
경상북도,상주시,2000,124674,-2453,-1.929566496,47,32,,,,,,,,,,,,,,,
경상북도,문경시,2000,89900,-244,-0.270678026,30,17,,,,,,,,,,,,,,,
경상북도,경산시,2000,213821,1332,0.626855978,48,26,,,,,,,,,,,,,,,
경상북도,군위군,2000,32637,791,2.483828424,12,12,,,,,,,,,,,,,,,
경상북도,의성군,2000,76327,-2539,-3.219384779,26,20,,,,,,,,,,,,,,,
경상북도,청송군,2000,34248,-711,-2.033811036,10,10,,,,,,,,,,,,,,,
경상북도,영양군,2000,22805,-604,-2.580204195,10,6,,,,,,,,,,,,,,,
경상북도,영덕군,2000,51131,-1599,-3.032429357,19,10,,,,,,,,,,,,,,,
경상북도,청도군,2000,52497,-3015,-5.431258106,20,17,,,,,,,,,,,,,,,
경상북도,고령군,2000,37587,-664,-1.735902329,17,12,,,,,,,,,,,,,,,
경상북도,성주군,2000,51104,-1301,-2.482587539,19,17,,,,,,,,,,,,,,,
경상북도,칠곡군,2000,103537,10255,10.99354645,32,20,,,,,,,,,,,,,,,
경상북도,예천군,2000,59885,-1943,-3.142589118,22,13,,,,,,,,,,,,,,,
경상북도,봉화군,2000,42865,-1572,-3.537592547,21,14,,,,,,,,,,,,,,,
경상북도,울진군,2000,66298,-961,-1.428805067,22,14,,,,,,,,,,,,,,,
경상북도,울릉군,2000,10241,-180,-1.727281451,7,5,,,,,,,,,,,,,,,
경상남도,창원시,2000,519798,4863,0.94439104,91,41,,,,,,,,,,,,,,,
경상남도,마산시,2000,432620,-1870,-0.430389652,67,35,,,,,,,,,,,,,,,
경상남도,진주시,2000,341822,306,0.0896004872,65,41,,,,,,,,,,,,,,,
경상남도,진해시,2000,133791,739,0.55542194,26,14,,,,,,,,,,,,,,,
경상남도,통영시,2000,136864,-2229,-1.602524929,37,19,,,,,,,,,,,,,,,
경상남도,사천시,2000,119326,-271,-0.226594313,31,19,,,,,,,,,,,,,,,
경상남도,김해시,2000,343617,17547,5.381359831,60,40,,,,,,,,,,,,,,,
경상남도,밀양시,2000,124574,-2067,-1.632172835,35,23,,,,,,,,,,,,,,,
경상남도,거제시,2000,174981,1891,1.092495234,44,29,,,,,,,,,,,,,,,
경상남도,양산시,2000,193552,9537,5.182729669,43,23,,,,,,,,,,,,,,,
경상남도,의령군,2000,34490,-894,-2.526565679,14,14,,,,,,,,,,,,,,,
경상남도,함안군,2000,64846,-1077,-1.633724193,22,19,,,,,,,,,,,,,,,
경상남도,창녕군,2000,73019,-1649,-2.208442706,24,19,,,,,,,,,,,,,,,
경상남도,고성군,2000,63423,-1537,79.20657794,22,19,,,,,,,,,,,,,,,
경상남도,남해군,2000,59762,-2058,-3.329019735,20,13,,,,,,,,,,,,,,,
경상남도,하동군,2000,59556,-1245,-2.04766369,22,19,,,,,,,,,,,,,,,
경상남도,산청군,2000,40997,-1213,-2.873726605,13,13,,,,,,,,,,,,,,,
경상남도,함양군,2000,46376,-1262,-2.64914564,14,13,,,,,,,,,,,,,,,
경상남도,거창군,2000,69744,-1245,-1.753792841,16,16,,,,,,,,,,,,,,,
경상남도,합천군,2000,61255,-2082,-3.287178111,20,20,,,,,,,,,,,,,,,
제주특별자치도,제주시,2000,278535,4605,1.681086409,-,-,,,,,,,,,,,,,,,
제주특별자치도,서귀포시,2000,85571,-286,-0.333112035,-,-,,,,,,,,,,,,,,,
서울특별시,종로구,2001,184225,-2153,-1.155179259,21,14,,,,,,,,,,,,,,,
서울특별시,중구,2001,143016,2006,-38.36526776,15,12,,,,,,,,,,,,,,,
서울특별시,용산구,2001,241033,946,0.394023833,26,15,,,,,,,,,,,,,,,
서울특별시,성동구,2001,341375,585,0.171659967,46,15,,,,,,,,,,,,,,,
서울특별시,광진구,2001,388109,-3200,-0.817768055,64,20,,,,,,,,,,,,,,,
서울특별시,동대문구,2001,381799,1355,0.356162799,52,20,,,,,,,,,,,,,,,
서울특별시,중랑구,2001,448928,-9512,-2.074862577,64,21,,,,,,,,,,,,,,,
서울특별시,성북구,2001,450602,-10260,-2.226262959,56,25,,,,,,,,,,,,,,,
서울특별시,강북구,2001,351404,-591,-0.167900112,36,12,,,,,,,,,,,,,,,
서울특별시,도봉구,2001,371259,283,0.0762852583,45,22,,,,,,,,,,,,,,,
서울특별시,노원구,2001,646905,14271,2.255806675,80,40,,,,,,,,,,,,,,,
서울특별시,은평구,2001,467719,-1698,-0.361725289,47,23,,,,,,,,,,,,,,,
서울특별시,서대문구,2001,366228,-1152,-0.313571779,37,18,,,,,,,,,,,,,,,
서울특별시,마포구,2001,379141,-8167,-2.108657709,36,20,,,,,,,,,,,,,,,
서울특별시,양천구,2001,484345,-2436,-0.500430378,51,26,,,,,,,,,,,,,,,
서울특별시,강서구,2001,521489,258,739.2568035,48,32,,,,,,,,,,,,,,,
서울특별시,구로구,2001,415330,12233,3.034753422,32,20,,,,,,,,,,,,,,,
서울특별시,금천구,2001,260476,-5955,-2.23510027,27,17,,,,,,,,,,,,,,,
서울특별시,영등포구,2001,406860,350,0.086098743,46,20,,,,,,,,,,,,,,,
서울특별시,동작구,2001,406116,-9776,-2.350610255,37,18,,,,,,,,,,,,,,,
서울특별시,관악구,2001,527764,3360,0.640727378,35,19,,,,,,,,,,,,,,,
서울특별시,서초구,2001,393849,-4020,-1.010382814,28,20,,,,,,,,,,,,,,,
서울특별시,강남구,2001,540640,-9703,-1.763082296,45,30,,,,,,,,,,,,,,,
서울특별시,송파구,2001,655483,-7694,-1.160172925,67,33,,,,,,,,,,,,,,,
서울특별시,강동구,2001,489241,-7308,-1.471758074,52,24,,,,,,,,,,,,,,,
부산광역시,중구,2001,57056,-1137,-60.10516306,3,5,,,,,,,,,,,,,,,
부산광역시,서구,2001,151874,-2879,-68.15344323,14,10,,,,,,,,,,,,,,,
부산광역시,동구,2001,124303,-2835,-33.50789541,11,9,,,,,,,,,,,,,,,
부산광역시,영도구,2001,179841,-4647,-2.518863015,18,15,,,,,,,,,,,,,,,
부산광역시,부산진구,2001,426518,-3855,-0.89573463,46,31,,,,,,,,,,,,,,,
부산광역시,동래구,2001,295361,-4720,-1.572908648,36,20,,,,,,,,,,,,,,,
부산광역시,남구,2001,302642,3124,-9.769266776,22,18,,,,,,,,,,,,,,,
부산광역시,북구,2001,311481,4243,157.2671033,28,19,,,,,,,,,,,,,,,
부산광역시,해운대구,2001,407562,-1280,-0.31307938,37,25,,,,,,,,,,,,,,,
부산광역시,사하구,2001,383864,-4156,-1.07107881,44,24,,,,,,,,,,,,,,,
부산광역시,금정구,2001,285760,-6427,-2.199618737,32,19,,,,,,,,,,,,,,,
부산광역시,강서구,2001,60457,-1680,-88.40685038,20,16,,,,,,,,,,,,,,,
부산광역시,연제구,2001,226267,2923,1.308743463,22,15,,,,,,,,,,,,,,,
부산광역시,수영구,2001,181075,-3668,-1.985460883,26,10,,,,,,,,,,,,,,,
부산광역시,사상구,2001,300309,-818,-0.271646183,30,20,,,,,,,,,,,,,,,
부산광역시,기장군,2001,76166,1842,2.478338087,19,13,,,,,,,,,,,,,,,
대구광역시,중구,2001,89577,-2303,56.99838755,14,10,,,,,,,,,,,,,,,
대구광역시,동구,2001,336272,-1780,170.5260533,32,26,,,,,,,,,,,,,,,
대구광역시,서구,2001,280075,-6122,84.41273687,19,17,,,,,,,,,,,,,,,
대구광역시,남구,2001,192629,-3657,-36.35087,18,11,,,,,,,,,,,,,,,
대구광역시,북구,2001,414305,4952,33.01132332,49,30,,,,,,,,,,,,,,,
대구광역시,수성구,2001,456487,-3171,-0.689860723,35,29,,,,,,,,,,,,,,,
대구광역시,달서구,2001,599664,11118,1.889062197,70,43,,,,,,,,,,,,,,,
대구광역시,달성군,2001,156100,1819,1.179017507,24,18,,,,,,,,,,,,,,,
인천광역시,중구,2001,73637,2115,-17.79474642,9,9,,,,,,,,,,,,,,,
인천광역시,동구,2001,75788,-269,-77.46229243,11,8,,,,,,,,,,,,,,,
인천광역시,남구,2001,425371,5023,120.8239673,40,21,,,,,,,,,,,,,,,
인천광역시,연수구,2001,261038,-1281,-0.48833672,32,16,,,,,,,,,,,,,,,
인천광역시,남동구,2001,407615,-230,-0.0563939732,49,22,,,,,,,,,,,,,,,
인천광역시,부평구,2001,552093,5573,1.019724804,60,37,,,,,,,,,,,,,,,
인천광역시,계양구,2001,339696,2619,0.776973807,46,18,,,,,,,,,,,,,,,
인천광역시,서구,2001,348450,5477,24.41310363,37,21,,,,,,,,,,,,,,,
인천광역시,미추홀구,2001,,0,0,-,-,,,,,,,,,,,,,,,
인천광역시,강화군,2001,66860,-240,-0.357675112,23,22,,,,,,,,,,,,,,,
인천광역시,옹진군,2001,14050,42,0.299828669,10,6,,,,,,,,,,,,,,,
광주광역시,동구,2001,119182,-4465,57.25708555,17,11,,,,,,,,,,,,,,,
광주광역시,서구,2001,300999,13132,-13.61773569,49,25,,,,,,,,,,,,,,,
광주광역시,남구,2001,226143,-5358,-46.83629114,38,18,,,,,,,,,,,,,,,
광주광역시,북구,2001,474409,-1583,14.50718673,73,38,,,,,,,,,,,,,,,
광주광역시,광산구,2001,263032,10130,4.005504108,46,23,,,,,,,,,,,,,,,
대전광역시,동구,2001,246824,-5860,107.0983873,33,20,,,,,,,,,,,,,,,
대전광역시,중구,2001,268306,1292,264.363024,31,24,,,,,,,,,,,,,,,
대전광역시,서구,2001,485363,8470,61.25070183,82,32,,,,,,,,,,,,,,,
대전광역시,유성구,2001,171732,14094,8.940737639,34,18,,,,,,,,,,,,,,,
대전광역시,대덕구,2001,230939,-438,-0.189301443,36,19,,,,,,,,,,,,,,,
울산광역시,중구,2001,232911,873,-13.19202701,30,14,,,,,,,,,,,,,,,
울산광역시,남구,2001,344011,8602,52.12100308,45,21,,,,,,,,,,,,,,,
울산광역시,동구,2001,185951,-993,-24.66251256,24,13,,,,,,,,,,,,,,,
울산광역시,북구,2001,122480,1407,-74.18261458,29,12,,,,,,,,,,,,,,,
울산광역시,울주군,2001,170265,5504,3.340596379,51,26,,,,,,,,,,,,,,,
