연도,행정구역,학령인구(명)
2029,경상북도 영주시,9391.0
2030,경상북도 영주시,9365.0
2021,경상북도 영천시,10682.0
2022,경상북도 영천시,10181.0
2023,경상북도 영천시,9371.0
2024,경상북도 영천시,8864.0
2025,경상북도 영천시,8121.0
2026,경상북도 영천시,8350.0
2027,경상북도 영천시,8190.0
2028,경상북도 영천시,8305.0
2029,경상북도 영천시,8219.0
2030,경상북도 영천시,8285.0
2021,경상북도 예천군,6409.0
2022,경상북도 예천군,6504.0
2023,경상북도 예천군,6343.0
2024,경상북도 예천군,6029.0
2025,경상북도 예천군,5686.0
2026,경상북도 예천군,5794.0
2027,경상북도 예천군,5695.0
2028,경상북도 예천군,5773.0
2029,경상북도 예천군,5702.0
2030,경상북도 예천군,5762.0
2021,경상북도 울릉군,498.0
2022,경상북도 울릉군,491.0
2023,경상북도 울릉군,392.0
2024,경상북도 울릉군,346.0
2025,경상북도 울릉군,274.0
2026,경상북도 울릉군,243.0
2027,경상북도 울릉군,210.0
2028,경상북도 울릉군,179.0
2029,경상북도 울릉군,147.0
2030,경상북도 울릉군,114.0
2021,경상북도 울진군,6309.0
2022,경상북도 울진군,5993.0
2023,경상북도 울진군,5513.0
2024,경상북도 울진군,5161.0
2025,경상북도 울진군,4797.0
2026,경상북도 울진군,4613.0
2027,경상북도 울진군,4400.0
2028,경상북도 울진군,4203.0
2029,경상북도 울진군,3997.0
2030,경상북도 울진군,3807.0
2021,경상북도 의성군,3635.0
2022,경상북도 의성군,3400.0
2023,경상북도 의성군,2985.0
2024,경상북도 의성군,2516.0
2025,경상북도 의성군,1993.0
2026,경상북도 의성군,2029.0
2027,경상북도 의성군,1807.0
2028,경상북도 의성군,1813.0
2029,경상북도 의성군,1623.0
2030,경상북도 의성군,1607.0
2021,경상북도 청도군,3606.0
2022,경상북도 청도군,3335.0
2023,경상북도 청도군,3033.0
2024,경상북도 청도군,2752.0
2025,경상북도 청도군,2419.0
2026,경상북도 청도군,2386.0
2027,경상북도 청도군,2196.0
2028,경상북도 청도군,2132.0
2029,경상북도 청도군,1958.0
2030,경상북도 청도군,1878.0
2021,경상북도 청송군,1927.0
2022,경상북도 청송군,1826.0
2023,경상북도 청송군,1691.0
2024,경상북도 청송군,1549.0
2025,경상북도 청송군,1442.0
2026,경상북도 청송군,1403.0
2027,경상북도 청송군,1297.0
2028,경상북도 청송군,1236.0
2029,경상북도 청송군,1142.0
2030,경상북도 청송군,1071.0
2021,경상북도 칠곡군,19652.0
2022,경상북도 칠곡군,18855.0
2023,경상북도 칠곡군,17962.0
2024,경상북도 칠곡군,17217.0
2025,경상북도 칠곡군,16569.0
2026,경상북도 칠곡군,16364.0
2027,경상북도 칠곡군,16217.0
2028,경상북도 칠곡군,16090.0
2029,경상북도 칠곡군,15985.0
2030,경상북도 칠곡군,15896.0
2021,경상북도 포항시,74524.0
2022,경상북도 포항시,71910.0
2023,경상북도 포항시,68588.0
2024,경상북도 포항시,64104.0
2025,경상북도 포항시,59795.0
2026,경상북도 포항시,58841.0
2027,경상북도 포항시,57777.0
2028,경상북도 포항시,56857.0
2029,경상북도 포항시,55831.0
2030,경상북도 포항시,54959.0
2021,광주광역시 광산구,84642.0
2022,광주광역시 광산구,82346.0
2023,광주광역시 광산구,79915.0
2024,광주광역시 광산구,76935.0
2025,광주광역시 광산구,74045.0
2026,광주광역시 광산구,72844.0
2027,광주광역시 광산구,72308.0
2028,광주광역시 광산구,71919.0
2029,광주광역시 광산구,71550.0
2030,광주광역시 광산구,71202.0
2021,광주광역시 남구,34500.0
2022,광주광역시 남구,33840.0
2023,광주광역시 남구,32663.0
2024,광주광역시 남구,31896.0
2025,광주광역시 남구,30770.0
2026,광주광역시 남구,31040.0
2027,광주광역시 남구,30834.0
2028,광주광역시 남구,30960.0
2029,광주광역시 남구,30858.0
2030,광주광역시 남구,30923.0
2021,광주광역시 동구,11224.0
2022,광주광역시 동구,11538.0
2023,광주광역시 동구,11535.0
2024,광주광역시 동구,11342.0
2025,광주광역시 동구,11168.0
2026,광주광역시 동구,11267.0
2027,광주광역시 동구,11258.0
2028,광주광역시 동구,11338.0
2029,광주광역시 동구,11317.0
2030,광주광역시 동구,11387.0
2021,광주광역시 북구,67955.0
2022,광주광역시 북구,65019.0
2023,광주광역시 북구,62236.0
2024,광주광역시 북구,59249.0
2025,광주광역시 북구,56944.0
2026,광주광역시 북구,56982.0
2027,광주광역시 북구,56659.0
2028,광주광역시 북구,56617.0
2029,광주광역시 북구,56403.0
2030,광주광역시 북구,56297.0
2021,광주광역시 서구,51474.0
2022,광주광역시 서구,48899.0
2023,광주광역시 서구,46311.0
2024,광주광역시 서구,43942.0
2025,광주광역시 서구,42120.0
2026,광주광역시 서구,42024.0
2027,광주광역시 서구,41651.0
2028,광주광역시 서구,41409.0
2029,광주광역시 서구,41128.0
2030,광주광역시 서구,40879.0
2021,대구광역시 달서구,93462.0
2022,대구광역시 달서구,88711.0
2023,대구광역시 달서구,83636.0
2024,대구광역시 달서구,79713.0
2025,대구광역시 달서구,76514.0
2026,대구광역시 달서구,77337.0
2027,대구광역시 달서구,76723.0
2028,대구광역시 달서구,77341.0
2029,대구광역시 달서구,76902.0
2030,대구광역시 달서구,77312.0
2021,대구광역시 달성군,41428.0
2022,대구광역시 달성군,41706.0
2023,대구광역시 달성군,42025.0
2024,대구광역시 달성군,41844.0
2025,대구광역시 달성군,41434.0
2026,대구광역시 달성군,41573.0
2027,대구광역시 달성군,41727.0
2028,대구광역시 달성군,41894.0
2029,대구광역시 달성군,42065.0
2030,대구광역시 달성군,42251.0
2021,대구광역시 북구,69518.0
2022,대구광역시 북구,67148.0
2023,대구광역시 북구,64460.0
2024,대구광역시 북구,60622.0
2025,대구광역시 북구,56229.0
2026,대구광역시 북구,53200.0
2027,대구광역시 북구,50836.0
2028,대구광역시 북구,48987.0
2029,대구광역시 북구,47538.0
2030,대구광역시 북구,46384.0
2021,대구광역시 서구,19742.0
2022,대구광역시 서구,17608.0
2023,대구광역시 서구,15451.0
2024,대구광역시 서구,13593.0
2025,대구광역시 서구,11165.0
2026,대구광역시 서구,12163.0
2027,대구광역시 서구,11522.0
2028,대구광역시 서구,12255.0
2029,대구광역시 서구,11761.0
2030,대구광역시 서구,12190.0
2021,대구광역시 수성구,75392.0
2022,대구광역시 수성구,72882.0
2023,대구광역시 수성구,69700.0
2024,대구광역시 수성구,66396.0
2025,대구광역시 수성구,63316.0
2026,대구광역시 수성구,63153.0
2027,대구광역시 수성구,62060.0
2028,대구광역시 수성구,61772.0
2029,대구광역시 수성구,61003.0
2030,대구광역시 수성구,60692.0
2021,대구광역시 중구,8943.0
2022,대구광역시 중구,8545.0
2023,대구광역시 중구,8485.0
2024,대구광역시 중구,8614.0
2025,대구광역시 중구,8837.0
2026,대구광역시 중구,8926.0
2027,대구광역시 중구,8912.0
2028,대구광역시 중구,8914.0
2029,대구광역시 중구,8924.0
2030,대구광역시 중구,8915.0
2021,대전광역시 대덕구,28207.0
2022,대전광역시 대덕구,26411.0
2023,대전광역시 대덕구,24923.0
2024,대전광역시 대덕구,23482.0
2025,대전광역시 대덕구,22530.0
2026,대전광역시 대덕구,22621.0
2027,대전광역시 대덕구,22726.0
2028,대전광역시 대덕구,22805.0
2029,대전광역시 대덕구,22874.0
2030,대전광역시 대덕구,22925.0
2021,대전광역시 동구,31233.0
2022,대전광역시 동구,29657.0
2023,대전광역시 동구,28095.0
2024,대전광역시 동구,26433.0
2025,대전광역시 동구,24889.0
2026,대전광역시 동구,24767.0
2027,대전광역시 동구,24744.0
2028,대전광역시 동구,24654.0
2029,대전광역시 동구,24617.0
2030,대전광역시 동구,24543.0
2021,대전광역시 서구,81173.0
2022,대전광역시 서구,78540.0
2023,대전광역시 서구,75502.0
2024,대전광역시 서구,72818.0
2025,대전광역시 서구,69731.0
2026,대전광역시 서구,68655.0
2027,대전광역시 서구,67781.0
2028,대전광역시 서구,66893.0
2029,대전광역시 서구,66042.0
2030,대전광역시 서구,65228.0
2021,대전광역시 유성구,65619.0
2022,대전광역시 유성구,64577.0
2023,대전광역시 유성구,63474.0
2024,대전광역시 유성구,62158.0
2025,대전광역시 유성구,60529.0
2026,대전광역시 유성구,60202.0
2027,대전광역시 유성구,59843.0
2028,대전광역시 유성구,59546.0
2029,대전광역시 유성구,59219.0
2030,대전광역시 유성구,58921.0
2021,대전광역시 중구,34666.0
2022,대전광역시 중구,32655.0
2023,대전광역시 중구,30560.0
2024,대전광역시 중구,28663.0
2025,대전광역시 중구,27294.0
2026,대전광역시 중구,27357.0
2027,대전광역시 중구,27266.0
2028,대전광역시 중구,27343.0
2029,대전광역시 중구,27261.0
2030,대전광역시 중구,27339.0
2021,부산광역시 강서구,21537.0
2022,부산광역시 강서구,23161.0
2023,부산광역시 강서구,24183.0
2024,부산광역시 강서구,24820.0
2025,부산광역시 강서구,25017.0
2026,부산광역시 강서구,25378.0
2027,부산광역시 강서구,25664.0
2028,부산광역시 강서구,25891.0
2029,부산광역시 강서구,26083.0
2030,부산광역시 강서구,26256.0
2021,부산광역시 금정구,28746.0
2022,부산광역시 금정구,27400.0
2023,부산광역시 금정구,25188.0
2024,부산광역시 금정구,22932.0
2025,부산광역시 금정구,21173.0
2026,부산광역시 금정구,20899.0
2027,부산광역시 금정구,20959.0
2028,부산광역시 금정구,20883.0
2029,부산광역시 금정구,20842.0
2030,부산광역시 금정구,20782.0
2021,부산광역시 기장군,27507.0
2022,부산광역시 기장군,28176.0
2023,부산광역시 기장군,28612.0
2024,부산광역시 기장군,28390.0
2025,부산광역시 기장군,27987.0
2026,부산광역시 기장군,28175.0
2027,부산광역시 기장군,28323.0
2028,부산광역시 기장군,28469.0
2029,부산광역시 기장군,28587.0
2030,부산광역시 기장군,28683.0
2021,부산광역시 남구,35864.0
2022,부산광역시 남구,34268.0
2023,부산광역시 남구,32441.0
2024,부산광역시 남구,30826.0
2025,부산광역시 남구,29696.0
2026,부산광역시 남구,29645.0
2027,부산광역시 남구,29457.0
2028,부산광역시 남구,29410.0
2029,부산광역시 남구,29216.0
2030,부산광역시 남구,29175.0
2021,부산광역시 동구,7230.0
2022,부산광역시 동구,6850.0
2023,부산광역시 동구,6303.0
2024,부산광역시 동구,5642.0
2025,부산광역시 동구,5100.0
2026,부산광역시 동구,5214.0
2027,부산광역시 동구,5185.0
2028,부산광역시 동구,5168.0
2029,부산광역시 동구,5154.0
2030,부산광역시 동구,5142.0
2021,부산광역시 동래구,37531.0
2022,부산광역시 동래구,37235.0
2023,부산광역시 동래구,36758.0
2024,부산광역시 동래구,35810.0
2025,부산광역시 동래구,34856.0
2026,부산광역시 동래구,34878.0
2027,부산광역시 동래구,34771.0
2028,부산광역시 동래구,34791.0
2029,부산광역시 동래구,34708.0
2030,부산광역시 동래구,34728.0
2021,부산광역시 부산진구,39246.0
2022,부산광역시 부산진구,37906.0
2023,부산광역시 부산진구,36025.0
2024,부산광역시 부산진구,34114.0
2025,부산광역시 부산진구,32182.0
2026,부산광역시 부산진구,32301.0
2027,부산광역시 부산진구,32009.0
2028,부산광역시 부산진구,32110.0
2029,부산광역시 부산진구,31834.0
2030,부산광역시 부산진구,31948.0
2021,부산광역시 북구,39431.0
2022,부산광역시 북구,37412.0
2023,부산광역시 북구,35004.0
2024,부산광역시 북구,32677.0
2025,부산광역시 북구,30310.0
2026,부산광역시 북구,29703.0
2027,부산광역시 북구,29614.0
2028,부산광역시 북구,29522.0
2029,부산광역시 북구,29436.0
2030,부산광역시 북구,29346.0
2021,부산광역시 사상구,25926.0
2022,부산광역시 사상구,24115.0
2023,부산광역시 사상구,21982.0
2024,부산광역시 사상구,20478.0
2025,부산광역시 사상구,19082.0
2026,부산광역시 사상구,19292.0
2027,부산광역시 사상구,18976.0
2028,부산광역시 사상구,19073.0
2029,부산광역시 사상구,18871.0
2030,부산광역시 사상구,18905.0
2021,부산광역시 사하구,39861.0
2022,부산광역시 사하구,37407.0
2023,부산광역시 사하구,34548.0
2024,부산광역시 사하구,32513.0
2025,부산광역시 사하구,30538.0
2026,부산광역시 사하구,30914.0
2027,부산광역시 사하구,30616.0
2028,부산광역시 사하구,30799.0
2029,부산광역시 사하구,30609.0
2030,부산광역시 사하구,30658.0
2021,부산광역시 서구,16434.0
2022,부산광역시 서구,16367.0
2023,부산광역시 서구,15954.0
2024,부산광역시 서구,15596.0
2025,부산광역시 서구,15310.0
2026,부산광역시 서구,15482.0
2027,부산광역시 서구,15679.0
2028,부산광역시 서구,15857.0
2029,부산광역시 서구,16025.0
2030,부산광역시 서구,16190.0
2021,부산광역시 수영구,17709.0
2022,부산광역시 수영구,16967.0
2023,부산광역시 수영구,16140.0
2024,부산광역시 수영구,15382.0
2025,부산광역시 수영구,14561.0
2026,부산광역시 수영구,14301.0
2027,부산광역시 수영구,14043.0
2028,부산광역시 수영구,13792.0
2029,부산광역시 수영구,13547.0
2030,부산광역시 수영구,13308.0
2021,부산광역시 연제구,26430.0
2022,부산광역시 연제구,25652.0
2023,부산광역시 연제구,24468.0
2024,부산광역시 연제구,23316.0
2025,부산광역시 연제구,22034.0
2026,부산광역시 연제구,22140.0
2027,부산광역시 연제구,21941.0
2028,부산광역시 연제구,22021.0
2029,부산광역시 연제구,21850.0
2030,부산광역시 연제구,21907.0
2021,부산광역시 영도구,11555.0
2022,부산광역시 영도구,10534.0
2023,부산광역시 영도구,9256.0
2024,부산광역시 영도구,8159.0
2025,부산광역시 영도구,7406.0
2026,부산광역시 영도구,6956.0
2027,부산광역시 영도구,6555.0
2028,부산광역시 영도구,6196.0
2029,부산광역시 영도구,5878.0
2030,부산광역시 영도구,5614.0
2021,부산광역시 중구,2901.0
2022,부산광역시 중구,2619.0
2023,부산광역시 중구,2360.0
2024,부산광역시 중구,2052.0
2025,부산광역시 중구,1886.0
2026,부산광역시 중구,1709.0
2027,부산광역시 중구,1582.0
2028,부산광역시 중구,1406.0
2029,부산광역시 중구,1286.0
2030,부산광역시 중구,1114.0
2021,부산광역시 해운대구,59554.0
2022,부산광역시 해운대구,57483.0
2023,부산광역시 해운대구,54713.0
2024,부산광역시 해운대구,51226.0
2025,부산광역시 해운대구,47916.0
2026,부산광역시 해운대구,47327.0
2027,부산광역시 해운대구,47215.0
2028,부산광역시 해운대구,46949.0
2029,부산광역시 해운대구,46755.0
2030,부산광역시 해운대구,46562.0
2021,서울특별시 강남구,86373.0
2022,서울특별시 강남구,85268.0
2023,서울특별시 강남구,83898.0
2024,서울특별시 강남구,82393.0
2025,서울특별시 강남구,81117.0
2026,서울특별시 강남구,80394.0
2027,서울특별시 강남구,79868.0
2028,서울특별시 강남구,79504.0
2029,서울특별시 강남구,79142.0
2030,서울특별시 강남구,78856.0
2021,서울특별시 강동구,61651.0
2022,서울특별시 강동구,62351.0
2023,서울특별시 강동구,61503.0
2024,서울특별시 강동구,58748.0
2025,서울특별시 강동구,55807.0
2026,서울특별시 강동구,53650.0
2027,서울특별시 강동구,52123.0
2028,서울특별시 강동구,51015.0
2029,서울특별시 강동구,50381.0
2030,서울특별시 강동구,49866.0
2021,서울특별시 강북구,33700.0
2022,서울특별시 강북구,31552.0
2023,서울특별시 강북구,28622.0
2024,서울특별시 강북구,26164.0
2025,서울특별시 강북구,24192.0
2026,서울특별시 강북구,23715.0
2027,서울특별시 강북구,23313.0
2028,서울특별시 강북구,22830.0
2029,서울특별시 강북구,22390.0
2030,서울특별시 강북구,21959.0
2021,서울특별시 강서구,73886.0
2022,서울특별시 강서구,70862.0
2023,서울특별시 강서구,67331.0
2024,서울특별시 강서구,63850.0
2025,서울특별시 강서구,60486.0
2026,서울특별시 강서구,59565.0
2027,서울특별시 강서구,58663.0
2028,서울특별시 강서구,57789.0
2029,서울특별시 강서구,56944.0
2030,서울특별시 강서구,56110.0
2021,서울특별시 관악구,51018.0
2022,서울특별시 관악구,48148.0
2023,서울특별시 관악구,44482.0
2024,서울특별시 관악구,41227.0
2025,서울특별시 관악구,39198.0
2026,서울특별시 관악구,38182.0
2027,서울특별시 관악구,37271.0
2028,서울특별시 관악구,36484.0
2029,서울특별시 관악구,35781.0
2030,서울특별시 관악구,35171.0
2021,서울특별시 광진구,44912.0
2022,서울특별시 광진구,43253.0
2023,서울특별시 광진구,40838.0
2024,서울특별시 광진구,38835.0
2025,서울특별시 광진구,37583.0
2026,서울특별시 광진구,37626.0
2027,서울특별시 광진구,37441.0
2028,서울특별시 광진구,37248.0
2029,서울특별시 광진구,37028.0
2030,서울특별시 광진구,36788.0
2021,서울특별시 구로구,51176.0
2022,서울특별시 구로구,49410.0
2023,서울특별시 구로구,46164.0
2024,서울특별시 구로구,42987.0
2025,서울특별시 구로구,40480.0
2026,서울특별시 구로구,39224.0
2027,서울특별시 구로구,38112.0
2028,서울특별시 구로구,37129.0
2029,서울특별시 구로구,36251.0
2030,서울특별시 구로구,35437.0
2021,서울특별시 금천구,27641.0
2022,서울특별시 금천구,25678.0
2023,서울특별시 금천구,23806.0
2024,서울특별시 금천구,22175.0
2025,서울특별시 금천구,20726.0
2026,서울특별시 금천구,19956.0
2027,서울특별시 금천구,19260.0
2028,서울특별시 금천구,18639.0
2029,서울특별시 금천구,18075.0
2030,서울특별시 금천구,17567.0
2021,서울특별시 노원구,83172.0
2022,서울특별시 노원구,79071.0
2023,서울특별시 노원구,73689.0
2024,서울특별시 노원구,69121.0
2025,서울특별시 노원구,66339.0
2026,서울특별시 노원구,65592.0
2027,서울특별시 노원구,64751.0
2028,서울특별시 노원구,64205.0
2029,서울특별시 노원구,63411.0
2030,서울특별시 노원구,62883.0
2021,서울특별시 도봉구,42028.0
2022,서울특별시 도봉구,39340.0
2023,서울특별시 도봉구,36110.0
2024,서울특별시 도봉구,33310.0
2025,서울특별시 도봉구,31317.0
2026,서울특별시 도봉구,30987.0
2027,서울특별시 도봉구,30597.0
2028,서울특별시 도봉구,30149.0
2029,서울특별시 도봉구,29716.0
2030,서울특별시 도봉구,29288.0
2021,서울특별시 동대문구,40008.0
2022,서울특별시 동대문구,38169.0
2023,서울특별시 동대문구,36103.0
2024,서울특별시 동대문구,34176.0
2025,서울특별시 동대문구,32735.0
2026,서울특별시 동대문구,32120.0
2027,서울특별시 동대문구,31586.0
2028,서울특별시 동대문구,31083.0
2029,서울특별시 동대문구,30609.0
2030,서울특별시 동대문구,30126.0
2021,서울특별시 동작구,47635.0
2022,서울특별시 동작구,45568.0
2023,서울특별시 동작구,43081.0
2024,서울특별시 동작구,41128.0
2025,서울특별시 동작구,39080.0
2026,서울특별시 동작구,37922.0
2027,서울특별시 동작구,36890.0
2028,서울특별시 동작구,35965.0
2029,서울특별시 동작구,35167.0
2030,서울특별시 동작구,34464.0
2021,서울특별시 마포구,47462.0
2022,서울특별시 마포구,46165.0
2023,서울특별시 마포구,44018.0
2024,서울특별시 마포구,42190.0
2025,서울특별시 마포구,40726.0
2026,서울특별시 마포구,40318.0
2027,서울특별시 마포구,39843.0
2028,서울특별시 마포구,39387.0
2029,서울특별시 마포구,38939.0
2030,서울특별시 마포구,38505.0
2021,서울특별시 서대문구,37966.0
2022,서울특별시 서대문구,36977.0
2023,서울특별시 서대문구,35373.0
2024,서울특별시 서대문구,33891.0
2025,서울특별시 서대문구,32831.0
2026,서울특별시 서대문구,33038.0
2027,서울특별시 서대문구,32935.0
2028,서울특별시 서대문구,33049.0
2029,서울특별시 서대문구,32959.0
2030,서울특별시 서대문구,33028.0
2021,서울특별시 서초구,68167.0
2022,서울특별시 서초구,66442.0
2023,서울특별시 서초구,64065.0
2024,서울특별시 서초구,62035.0
2025,서울특별시 서초구,60115.0
2026,서울특별시 서초구,58597.0
2027,서울특별시 서초구,57371.0
2028,서울특별시 서초구,56331.0
2029,서울특별시 서초구,55489.0
2030,서울특별시 서초구,54759.0
2021,서울특별시 성동구,36530.0
2022,서울특별시 성동구,34673.0
2023,서울특별시 성동구,32528.0
2024,서울특별시 성동구,30573.0
2025,서울특별시 성동구,28966.0
2026,서울특별시 성동구,28445.0
2027,서울특별시 성동구,28360.0
2028,서울특별시 성동구,28241.0
2029,서울특별시 성동구,28115.0
2030,서울특별시 성동구,27949.0
2021,서울특별시 성북구,59772.0
2022,서울특별시 성북구,58164.0
2023,서울특별시 성북구,55770.0
2024,서울특별시 성북구,53703.0
2025,서울특별시 성북구,52156.0
2026,서울특별시 성북구,51874.0
2027,서울특별시 성북구,51215.0
2028,서울특별시 성북구,50803.0
2029,서울특별시 성북구,50232.0
2030,서울특별시 성북구,49837.0
2021,서울특별시 송파구,96170.0
2022,서울특별시 송파구,93358.0
2023,서울특별시 송파구,90513.0
2024,서울특별시 송파구,88297.0
2025,서울특별시 송파구,85794.0
2026,서울특별시 송파구,83913.0
2027,서울특별시 송파구,82488.0
2028,서울특별시 송파구,81103.0
2029,서울특별시 송파구,80036.0
2030,서울특별시 송파구,79255.0
2021,서울특별시 양천구,75995.0
2022,서울특별시 양천구,73768.0
2023,서울특별시 양천구,71014.0
2024,서울특별시 양천구,68274.0
2025,서울특별시 양천구,65583.0
2026,서울특별시 양천구,64272.0
2027,서울특별시 양천구,63597.0
2028,서울특별시 양천구,63096.0
2029,서울특별시 양천구,62868.0
2030,서울특별시 양천구,62597.0
2021,서울특별시 영등포구,41538.0
2022,서울특별시 영등포구,40182.0
2023,서울특별시 영등포구,38866.0
2024,서울특별시 영등포구,37140.0
2025,서울특별시 영등포구,36116.0
2026,서울특별시 영등포구,36103.0
2027,서울특별시 영등포구,36076.0
2028,서울특별시 영등포구,36051.0
2029,서울특별시 영등포구,36009.0
2030,서울특별시 영등포구,35958.0
2021,서울특별시 용산구,26476.0
2022,서울특별시 용산구,25778.0
2023,서울특별시 용산구,24270.0
2024,서울특별시 용산구,22733.0
2025,서울특별시 용산구,21931.0
2026,서울특별시 용산구,21807.0
2027,서울특별시 용산구,21646.0
2028,서울특별시 용산구,21471.0
2029,서울특별시 용산구,21288.0
2030,서울특별시 용산구,21105.0
2021,서울특별시 은평구,62415.0
2022,서울특별시 은평구,59254.0
2023,서울특별시 은평구,54834.0
2024,서울특별시 은평구,51515.0
2025,서울특별시 은평구,48852.0
2026,서울특별시 은평구,48679.0
2027,서울특별시 은평구,48179.0
2028,서울특별시 은평구,48027.0
2029,서울특별시 은평구,47577.0
2030,서울특별시 은평구,47449.0
2021,서울특별시 종로구,18369.0
2022,서울특별시 종로구,17374.0
2023,서울특별시 종로구,16193.0
2024,서울특별시 종로구,15244.0
2025,서울특별시 종로구,14937.0
2026,서울특별시 종로구,15013.0
2027,서울특별시 종로구,15056.0
2028,서울특별시 종로구,15083.0
2029,서울특별시 종로구,15092.0
2030,서울특별시 종로구,15085.0
2021,서울특별시 중구,13843.0
2022,서울특별시 중구,13299.0
2023,서울특별시 중구,12278.0
2024,서울특별시 중구,11429.0
2025,서울특별시 중구,10863.0
2026,서울특별시 중구,10592.0
2027,서울특별시 중구,10423.0
2028,서울특별시 중구,10288.0
2029,서울특별시 중구,10196.0
2030,서울특별시 중구,10118.0
2021,서울특별시 중랑구,44729.0
2022,서울특별시 중랑구,42063.0
2023,서울특별시 중랑구,38861.0
2024,서울특별시 중랑구,36029.0
2025,서울특별시 중랑구,33507.0
2026,서울특별시 중랑구,33017.0
2027,서울특별시 중랑구,32478.0
2028,서울특별시 중랑구,31960.0
2029,서울특별시 중랑구,31438.0
2030,서울특별시 중랑구,30911.0
2021,울산광역시 남구,53470.0
2022,울산광역시 남구,51025.0
2023,울산광역시 남구,48287.0
2024,울산광역시 남구,46364.0
2025,울산광역시 남구,44836.0
2026,울산광역시 남구,44604.0
2027,울산광역시 남구,44313.0
2028,울산광역시 남구,44060.0
2029,울산광역시 남구,43766.0
2030,울산광역시 남구,43500.0
2021,울산광역시 동구,26394.0
2022,울산광역시 동구,25705.0
2023,울산광역시 동구,24820.0
2024,울산광역시 동구,24015.0
2025,울산광역시 동구,23578.0
2026,울산광역시 동구,23488.0
2027,울산광역시 동구,23470.0
2028,울산광역시 동구,23365.0
2029,울산광역시 동구,23359.0
2030,울산광역시 동구,23277.0
2021,울산광역시 북구,39966.0
2022,울산광역시 북구,39796.0
2023,울산광역시 북구,39456.0
2024,울산광역시 북구,38773.0
2025,울산광역시 북구,38042.0
2026,울산광역시 북구,38017.0
2027,울산광역시 북구,38140.0
2028,울산광역시 북구,38182.0
2029,울산광역시 북구,38283.0
2030,울산광역시 북구,38350.0
2021,울산광역시 울주군,36586.0
2022,울산광역시 울주군,35847.0
2023,울산광역시 울주군,34701.0
2024,울산광역시 울주군,33286.0
2025,울산광역시 울주군,32115.0
2026,울산광역시 울주군,32052.0
2027,울산광역시 울주군,32093.0
2028,울산광역시 울주군,32039.0
2029,울산광역시 울주군,32071.0
2030,울산광역시 울주군,32025.0
2021,울산광역시 중구,34130.0
2022,울산광역시 중구,32283.0
2023,울산광역시 중구,30446.0
2024,울산광역시 중구,28957.0
2025,울산광역시 중구,27828.0
2026,울산광역시 중구,27618.0
2027,울산광역시 중구,27408.0
2028,울산광역시 중구,27171.0
2029,울산광역시 중구,26958.0
2030,울산광역시 중구,26772.0
2021,인천광역시 강화군,8318.0
2022,인천광역시 강화군,7996.0
2023,인천광역시 강화군,7433.0
2024,인천광역시 강화군,7155.0
2025,인천광역시 강화군,6792.0
2026,인천광역시 강화군,6703.0
2027,인천광역시 강화군,6499.0
2028,인천광역시 강화군,6394.0
2029,인천광역시 강화군,6196.0
2030,인천광역시 강화군,6092.0
2021,인천광역시 계양구,45621.0
2022,인천광역시 계양구,42903.0
2023,인천광역시 계양구,39835.0
2024,인천광역시 계양구,36834.0
2025,인천광역시 계양구,34509.0
2026,인천광역시 계양구,33942.0
2027,인천광역시 계양구,33384.0
2028,인천광역시 계양구,32839.0
2029,인천광역시 계양구,32307.0
2030,인천광역시 계양구,31790.0
2021,인천광역시 남동구,80460.0
2022,인천광역시 남동구,77921.0
2023,인천광역시 남동구,73594.0
2024,인천광역시 남동구,69749.0
2025,인천광역시 남동구,65563.0
2026,인천광역시 남동구,64302.0
2027,인천광역시 남동구,62924.0
2028,인천광역시 남동구,61368.0
2029,인천광역시 남동구,59880.0
2030,인천광역시 남동구,58485.0
2021,인천광역시 동구,4398.0
2022,인천광역시 동구,4550.0
2023,인천광역시 동구,3263.0
2024,인천광역시 동구,1690.0
2025,인천광역시 동구,-800.0
2026,인천광역시 동구,-2023.0
2027,인천광역시 동구,-3017.0
2028,인천광역시 동구,-4582.0
2029,인천광역시 동구,-5830.0
2030,인천광역시 동구,-7274.0
2021,인천광역시 부평구,71192.0
2022,인천광역시 부평구,67011.0
2023,인천광역시 부평구,62692.0
2024,인천광역시 부평구,59241.0
2025,인천광역시 부평구,56327.0
2026,인천광역시 부평구,55345.0
2027,인천광역시 부평구,54402.0
2028,인천광역시 부평구,53494.0
2029,인천광역시 부평구,52615.0
2030,인천광역시 부평구,51768.0
2021,인천광역시 서구,92755.0
2022,인천광역시 서구,92642.0
2023,인천광역시 서구,94574.0
2024,인천광역시 서구,94959.0
2025,인천광역시 서구,94407.0
2026,인천광역시 서구,94232.0
2027,인천광역시 서구,93850.0
2028,인천광역시 서구,93407.0
2029,인천광역시 서구,92734.0
2030,인천광역시 서구,91865.0
2021,인천광역시 연수구,66740.0
2022,인천광역시 연수구,68724.0
2023,인천광역시 연수구,68762.0
2024,인천광역시 연수구,68099.0
2025,인천광역시 연수구,67204.0
2026,인천광역시 연수구,66985.0
2027,인천광역시 연수구,66671.0
2028,인천광역시 연수구,66446.0
2029,인천광역시 연수구,66236.0
2030,인천광역시 연수구,65998.0
2021,인천광역시 옹진군,1992.0
2022,인천광역시 옹진군,1954.0
2023,인천광역시 옹진군,1776.0
2024,인천광역시 옹진군,1717.0
2025,인천광역시 옹진군,1642.0
2026,인천광역시 옹진군,1647.0
