Unnamed: 0,행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
3451.0,강원특별자치도,속초시,2025,71728.0,11.0,13.0,332.0,786.0,247.0,173.0,11260.0,63222.0,강원특별자치도 속초시
3674.0,강원특별자치도,속초시,2026,71702.0,11.0,13.0,332.0,812.0,239.0,173.0,11257.0,63536.0,강원특별자치도 속초시
3897.0,강원특별자치도,속초시,2027,71682.0,11.0,13.0,332.0,834.0,232.0,173.0,11256.0,63850.0,강원특별자치도 속초시
4120.0,강원특별자치도,속초시,2028,71667.0,11.0,13.0,332.0,851.0,224.0,173.0,11256.0,64163.0,강원특별자치도 속초시
4343.0,강원특별자치도,속초시,2029,71655.0,11.0,13.0,332.0,866.0,217.0,173.0,11256.0,64477.0,강원특별자치도 속초시
4566.0,강원특별자치도,속초시,2030,71646.0,11.0,13.0,332.0,878.0,210.0,173.0,11256.0,64791.0,강원특별자치도 속초시
4788.0,강원특별자치도,속초시,2031,71639.0,11.0,13.0,332.0,887.0,202.0,173.0,11256.0,65105.0,강원특별자치도 속초시
5011.0,강원특별자치도,속초시,2032,71634.0,11.0,13.0,332.0,895.0,195.0,173.0,11256.0,65418.0,강원특별자치도 속초시
115.0,강원특별자치도,양구군,2010,36094.132457229105,12.897926914337416,12.357470719164157,322.77120115874635,268.2223750211683,227.46193081504583,80.57476769587177,4070.0,29271.289630592222,강원특별자치도 양구군
338.0,강원특별자치도,양구군,2011,36524.6443726385,12.848171195983085,12.357470719164157,335.62767531136217,276.7342438957677,213.3221568682046,70.978516218987,4179.0,29687.608883793684,강원특별자치도 양구군
561.0,강원특별자치도,양구군,2012,36966.14750257408,11.929455514849652,12.336766497159209,338.5031254137275,294.0151216726342,207.6454289821283,85.67205128287105,4264.0,30148.59500296288,강원특별자치도 양구군
784.0,강원특별자치도,양구군,2013,37580.918130184815,11.905962166165605,12.336766497159209,298.247922921373,262.3501615735935,243.66804877187985,94.1016845283274,4257.0,30856.92496847986,강원특별자치도 양구군
1007.0,강원특별자치도,양구군,2014,37914.87704668061,11.951636455364634,12.31050412748893,304.82679599333875,274.68369629148737,223.86150697083207,89.9547961416733,4213.0,31324.519598766616,강원특별자치도 양구군
1230.0,강원특별자치도,양구군,2015,38211.85661155618,11.91902489110351,12.346472456923586,325.7193443381743,299.4374422511247,247.91278114073808,78.51621759059309,4070.0,31830.95056080477,강원특별자치도 양구군
1453.0,강원특별자치도,양구군,2016,38154.538255011335,12.026929879407476,12.346472456923586,298.5517760844613,277.53559938969096,227.25636199692963,81.72227217331911,3861.0,32033.71020380932,강원특별자치도 양구군
1676.0,강원특별자치도,양구군,2017,38013.54842966362,11.91615425121292,12.346472456923586,276.2032642062705,281.82940521334297,226.82567300165135,73.78862110294362,3743.0,32088.977913559254,강원특별자치도 양구군
1899.0,강원특별자치도,양구군,2018,37556.18992574881,11.844115973439246,12.346472456923586,244.2710196958296,289.48886083283315,210.13171311996263,75.71996224490744,3602.0,31841.693913209732,강원특별자치도 양구군
2122.0,강원특별자치도,양구군,2019,37025.529049950695,11.773701673011455,12.25180840189892,245.27593088945935,297.31337295578817,192.4665677445947,84.92538888622771,3409.0,31561.47928896221,강원특별자치도 양구군
2345.0,강원특별자치도,양구군,2020,36733.189726041775,12.31525080649986,12.19928366255836,227.4968692172079,303.18979571282165,162.10980063379162,89.88822775346632,3249.0,31480.82664820116,강원특별자치도 양구군
2568.0,강원특별자치도,양구군,2021,36390.31664813596,12.270138316906106,12.235251991993016,221.41654199567543,309.6753557107152,149.66831168492013,73.41238774683615,3062.0,31341.757347344115,강원특별자치도 양구군
2791.0,강원특별자치도,양구군,2022,36136.74369715093,12.195331018146204,12.235251991993016,211.25661241834533,360.9078438672216,157.38525320942497,81.97979206137236,2937.0,31272.09963348126,강원특별자치도 양구군
3014.0,강원특별자치도,양구군,2023,35977.0,12.0,12.0,207.0,348.0,157.0,82.0,2841.0,31213.0,강원특별자치도 양구군
3237.0,강원특별자치도,양구군,2024,35866.0,12.0,12.0,210.0,348.0,157.0,82.0,2760.0,31169.0,강원특별자치도 양구군
3460.0,강원특별자치도,양구군,2025,35788.0,12.0,12.0,208.0,348.0,157.0,82.0,2692.0,31135.0,강원특별자치도 양구군
3683.0,강원특별자치도,양구군,2026,35733.0,12.0,12.0,209.0,348.0,157.0,82.0,2634.0,31109.0,강원특별자치도 양구군
