연도,행정구역,학령인구(명)
2024,인천광역시 옹진군,3718.0
2025,인천광역시 옹진군,3559.0
2026,인천광역시 옹진군,3448.0
2027,인천광역시 옹진군,3358.0
2028,인천광역시 옹진군,3263.0
2029,인천광역시 옹진군,3167.0
2030,인천광역시 옹진군,3074.0
2021,인천광역시 중구,19223.0
2022,인천광역시 중구,20225.0
2023,인천광역시 중구,21073.0
2024,인천광역시 중구,21562.0
2025,인천광역시 중구,22181.0
2026,인천광역시 중구,22725.0
2027,인천광역시 중구,23248.0
2028,인천광역시 중구,23717.0
2029,인천광역시 중구,24237.0
2030,인천광역시 중구,24805.0
2021,전라남도 강진군,4195.0
2022,전라남도 강진군,3929.0
2023,전라남도 강진군,3748.0
2024,전라남도 강진군,3398.0
2025,전라남도 강진군,2981.0
2026,전라남도 강진군,2819.0
2027,전라남도 강진군,2749.0
2028,전라남도 강진군,2681.0
2029,전라남도 강진군,2624.0
2030,전라남도 강진군,2562.0
2021,전라남도 고흥군,5952.0
2022,전라남도 고흥군,5559.0
2023,전라남도 고흥군,5118.0
2024,전라남도 고흥군,4473.0
2025,전라남도 고흥군,3756.0
2026,전라남도 고흥군,3429.0
2027,전라남도 고흥군,3085.0
2028,전라남도 고흥군,2770.0
2029,전라남도 고흥군,2452.0
2030,전라남도 고흥군,2119.0
2021,전라남도 곡성군,3176.0
2022,전라남도 곡성군,2930.0
2023,전라남도 곡성군,2719.0
2024,전라남도 곡성군,2549.0
2025,전라남도 곡성군,2256.0
2026,전라남도 곡성군,2201.0
2027,전라남도 곡성군,1958.0
2028,전라남도 곡성군,1864.0
2029,전라남도 곡성군,1641.0
2030,전라남도 곡성군,1557.0
2021,전라남도 광양시,26964.0
2022,전라남도 광양시,25737.0
2023,전라남도 광양시,24516.0
2024,전라남도 광양시,23599.0
2025,전라남도 광양시,22758.0
2026,전라남도 광양시,22415.0
2027,전라남도 광양시,22172.0
2028,전라남도 광양시,21992.0
2029,전라남도 광양시,21854.0
2030,전라남도 광양시,21748.0
2021,전라남도 구례군,3396.0
2022,전라남도 구례군,3269.0
2023,전라남도 구례군,3047.0
2024,전라남도 구례군,2742.0
2025,전라남도 구례군,2434.0
2026,전라남도 구례군,2333.0
2027,전라남도 구례군,2192.0
2028,전라남도 구례군,2096.0
2029,전라남도 구례군,1963.0
2030,전라남도 구례군,1874.0
2021,전라남도 나주시,15060.0
2022,전라남도 나주시,15178.0
2023,전라남도 나주시,15349.0
2024,전라남도 나주시,15155.0
2025,전라남도 나주시,14921.0
2026,전라남도 나주시,14890.0
2027,전라남도 나주시,14969.0
2028,전라남도 나주시,15019.0
2029,전라남도 나주시,15112.0
2030,전라남도 나주시,15194.0
2021,전라남도 담양군,5500.0
2022,전라남도 담양군,5265.0
2023,전라남도 담양군,5204.0
2024,전라남도 담양군,5006.0
2025,전라남도 담양군,4591.0
2026,전라남도 담양군,4415.0
2027,전라남도 담양군,4277.0
2028,전라남도 담양군,4116.0
2029,전라남도 담양군,3968.0
2030,전라남도 담양군,3812.0
2021,전라남도 목포시,39453.0
2022,전라남도 목포시,37439.0
2023,전라남도 목포시,35474.0
2024,전라남도 목포시,33997.0
2025,전라남도 목포시,33205.0
2026,전라남도 목포시,33254.0
2027,전라남도 목포시,33198.0
2028,전라남도 목포시,33232.0
2029,전라남도 목포시,33179.0
2030,전라남도 목포시,33207.0
2021,전라남도 무안군,13413.0
2022,전라남도 무안군,13910.0
2023,전라남도 무안군,14239.0
2024,전라남도 무안군,14198.0
2025,전라남도 무안군,14042.0
2026,전라남도 무안군,14193.0
2027,전라남도 무안군,14192.0
2028,전라남도 무안군,14112.0
2029,전라남도 무안군,14114.0
2030,전라남도 무안군,14115.0
2021,전라남도 보성군,4718.0
2022,전라남도 보성군,4510.0
2023,전라남도 보성군,4177.0
2024,전라남도 보성군,3752.0
2025,전라남도 보성군,3254.0
2026,전라남도 보성군,2938.0
2027,전라남도 보성군,2640.0
2028,전라남도 보성군,2364.0
2029,전라남도 보성군,2090.0
2030,전라남도 보성군,1860.0
2021,전라남도 순천시,48019.0
2022,전라남도 순천시,46981.0
2023,전라남도 순천시,45410.0
2024,전라남도 순천시,43744.0
2025,전라남도 순천시,42279.0
2026,전라남도 순천시,42077.0
2027,전라남도 순천시,41795.0
2028,전라남도 순천시,41609.0
2029,전라남도 순천시,41364.0
2030,전라남도 순천시,41183.0
2021,전라남도 신안군,4353.0
2022,전라남도 신안군,4042.0
2023,전라남도 신안군,3813.0
2024,전라남도 신안군,3458.0
2025,전라남도 신안군,3099.0
2026,전라남도 신안군,2865.0
2027,전라남도 신안군,2596.0
2028,전라남도 신안군,2329.0
2029,전라남도 신안군,2076.0
2030,전라남도 신안군,1829.0
2021,전라남도 여수시,41754.0
2022,전라남도 여수시,40005.0
2023,전라남도 여수시,38118.0
2024,전라남도 여수시,36480.0
2025,전라남도 여수시,35596.0
2026,전라남도 여수시,35429.0
2027,전라남도 여수시,35195.0
2028,전라남도 여수시,35117.0
2029,전라남도 여수시,34986.0
2030,전라남도 여수시,34917.0
2021,전라남도 영광군,7107.0
2022,전라남도 영광군,6652.0
2023,전라남도 영광군,6466.0
2024,전라남도 영광군,6183.0
2025,전라남도 영광군,5890.0
2026,전라남도 영광군,5802.0
2027,전라남도 영광군,5590.0
2028,전라남도 영광군,5444.0
2029,전라남도 영광군,5278.0
2030,전라남도 영광군,5130.0
2021,전라남도 영암군,7299.0
2022,전라남도 영암군,6910.0
2023,전라남도 영암군,6471.0
2024,전라남도 영암군,5989.0
2025,전라남도 영암군,5447.0
2026,전라남도 영암군,5221.0
2027,전라남도 영암군,4888.0
2028,전라남도 영암군,4601.0
2029,전라남도 영암군,4290.0
2030,전라남도 영암군,4000.0
2021,전라남도 완도군,5707.0
2022,전라남도 완도군,5422.0
2023,전라남도 완도군,5081.0
2024,전라남도 완도군,4596.0
2025,전라남도 완도군,4064.0
2026,전라남도 완도군,3847.0
2027,전라남도 완도군,3579.0
2028,전라남도 완도군,3312.0
2029,전라남도 완도군,3049.0
2030,전라남도 완도군,2786.0
2021,전라남도 장성군,5925.0
2022,전라남도 장성군,5575.0
2023,전라남도 장성군,5344.0
2024,전라남도 장성군,5032.0
2025,전라남도 장성군,4555.0
2026,전라남도 장성군,4246.0
2027,전라남도 장성군,3977.0
2028,전라남도 장성군,3718.0
2029,전라남도 장성군,3469.0
2030,전라남도 장성군,3229.0
2021,전라남도 장흥군,4818.0
2022,전라남도 장흥군,4511.0
2023,전라남도 장흥군,4218.0
2024,전라남도 장흥군,3805.0
2025,전라남도 장흥군,3377.0
2026,전라남도 장흥군,3202.0
2027,전라남도 장흥군,3069.0
2028,전라남도 장흥군,2967.0
2029,전라남도 장흥군,2843.0
2030,전라남도 장흥군,2745.0
2021,전라남도 진도군,3508.0
2022,전라남도 진도군,3428.0
2023,전라남도 진도군,3302.0
2024,전라남도 진도군,2969.0
2025,전라남도 진도군,2632.0
2026,전라남도 진도군,2424.0
2027,전라남도 진도군,2270.0
2028,전라남도 진도군,2106.0
2029,전라남도 진도군,1956.0
2030,전라남도 진도군,1795.0
2021,전라남도 함평군,3691.0
2022,전라남도 함평군,3518.0
2023,전라남도 함평군,3321.0
2024,전라남도 함평군,3080.0
2025,전라남도 함평군,2760.0
2026,전라남도 함평군,2717.0
2027,전라남도 함평군,2498.0
2028,전라남도 함평군,2377.0
2029,전라남도 함평군,2202.0
2030,전라남도 함평군,2061.0
2021,전라남도 해남군,7875.0
2022,전라남도 해남군,7229.0
2023,전라남도 해남군,6717.0
2024,전라남도 해남군,6100.0
2025,전라남도 해남군,5341.0
2026,전라남도 해남군,5010.0
2027,전라남도 해남군,4625.0
2028,전라남도 해남군,4291.0
2029,전라남도 해남군,3924.0
2030,전라남도 해남군,3605.0
2021,전라남도 화순군,9303.0
2022,전라남도 화순군,8918.0
2023,전라남도 화순군,8517.0
2024,전라남도 화순군,8019.0
2025,전라남도 화순군,7369.0
2026,전라남도 화순군,7095.0
2027,전라남도 화순군,6764.0
2028,전라남도 화순군,6568.0
2029,전라남도 화순군,6281.0
2030,전라남도 화순군,6106.0
2021,전라북도 고창군,7058.0
2022,전라북도 고창군,6661.0
2023,전라북도 고창군,6343.0
2024,전라북도 고창군,5837.0
2025,전라북도 고창군,5176.0
2026,전라북도 고창군,5064.0
2027,전라북도 고창군,4846.0
2028,전라북도 고창군,4691.0
2029,전라북도 고창군,4537.0
2030,전라북도 고창군,4410.0
2021,전라북도 군산시,39639.0
2022,전라북도 군산시,37944.0
2023,전라북도 군산시,36707.0
2024,전라북도 군산시,35242.0
2025,전라북도 군산시,33694.0
2026,전라북도 군산시,33231.0
2027,전라북도 군산시,33094.0
2028,전라북도 군산시,33161.0
2029,전라북도 군산시,33113.0
2030,전라북도 군산시,33255.0
2021,전라북도 김제시,9060.0
2022,전라북도 김제시,8537.0
2023,전라북도 김제시,8093.0
2024,전라북도 김제시,7734.0
2025,전라북도 김제시,7194.0
2026,전라북도 김제시,6954.0
2027,전라북도 김제시,6659.0
2028,전라북도 김제시,6444.0
2029,전라북도 김제시,6146.0
2030,전라북도 김제시,5926.0
2021,전라북도 남원시,11156.0
2022,전라북도 남원시,10655.0
2023,전라북도 남원시,10063.0
2024,전라북도 남원시,9564.0
2025,전라북도 남원시,8708.0
2026,전라북도 남원시,8352.0
2027,전라북도 남원시,7780.0
2028,전라북도 남원시,7491.0
2029,전라북도 남원시,6963.0
2030,전라북도 남원시,6635.0
2021,전라북도 무주군,2985.0
2022,전라북도 무주군,2899.0
2023,전라북도 무주군,2869.0
2024,전라북도 무주군,2719.0
2025,전라북도 무주군,2530.0
2026,전라북도 무주군,2512.0
2027,전라북도 무주군,2441.0
2028,전라북도 무주군,2404.0
2029,전라북도 무주군,2339.0
2030,전라북도 무주군,2304.0
2021,전라북도 부안군,6442.0
2022,전라북도 부안군,6059.0
2023,전라북도 부안군,5698.0
2024,전라북도 부안군,5196.0
2025,전라북도 부안군,4608.0
2026,전라북도 부안군,4078.0
2027,전라북도 부안군,3713.0
2028,전라북도 부안군,3393.0
2029,전라북도 부안군,3104.0
2030,전라북도 부안군,2791.0
2021,전라북도 순창군,4082.0
2022,전라북도 순창군,3800.0
2023,전라북도 순창군,3713.0
2024,전라북도 순창군,3498.0
2025,전라북도 순창군,3143.0
2026,전라북도 순창군,2946.0
2027,전라북도 순창군,2807.0
2028,전라북도 순창군,2688.0
2029,전라북도 순창군,2587.0
2030,전라북도 순창군,2483.0
2021,전라북도 완주군,13991.0
2022,전라북도 완주군,13491.0
2023,전라북도 완주군,13313.0
2024,전라북도 완주군,12771.0
2025,전라북도 완주군,11963.0
2026,전라북도 완주군,11839.0
2027,전라북도 완주군,11807.0
2028,전라북도 완주군,11774.0
2029,전라북도 완주군,11772.0
2030,전라북도 완주군,11777.0
2021,전라북도 익산시,42090.0
2022,전라북도 익산시,39252.0
2023,전라북도 익산시,37084.0
2024,전라북도 익산시,34710.0
2025,전라북도 익산시,32885.0
2026,전라북도 익산시,32012.0
2027,전라북도 익산시,31254.0
2028,전라북도 익산시,30864.0
2029,전라북도 익산시,30425.0
2030,전라북도 익산시,30263.0
2021,전라북도 임실군,3497.0
2022,전라북도 임실군,3157.0
2023,전라북도 임실군,2950.0
2024,전라북도 임실군,2815.0
2025,전라북도 임실군,2549.0
2026,전라북도 임실군,2429.0
2027,전라북도 임실군,2341.0
2028,전라북도 임실군,2263.0
2029,전라북도 임실군,2158.0
2030,전라북도 임실군,2061.0
2021,전라북도 장수군,2456.0
2022,전라북도 장수군,2306.0
2023,전라북도 장수군,2253.0
2024,전라북도 장수군,2061.0
2025,전라북도 장수군,1810.0
2026,전라북도 장수군,1788.0
2027,전라북도 장수군,1664.0
2028,전라북도 장수군,1576.0
2029,전라북도 장수군,1477.0
2030,전라북도 장수군,1384.0
2021,전라북도 전주시,112519.0
2022,전라북도 전주시,109485.0
2023,전라북도 전주시,106406.0
2024,전라북도 전주시,102586.0
2025,전라북도 전주시,99244.0
2026,전라북도 전주시,97228.0
2027,전라북도 전주시,95907.0
2028,전라북도 전주시,94464.0
2029,전라북도 전주시,93243.0
2030,전라북도 전주시,92107.0
2021,전라북도 정읍시,14580.0
2022,전라북도 정읍시,13974.0
2023,전라북도 정읍시,13053.0
2024,전라북도 정읍시,12229.0
2025,전라북도 정읍시,11215.0
2026,전라북도 정읍시,10536.0
2027,전라북도 정읍시,9775.0
2028,전라북도 정읍시,9112.0
2029,전라북도 정읍시,8432.0
2030,전라북도 정읍시,7816.0
2021,전라북도 진안군,3211.0
2022,전라북도 진안군,3056.0
2023,전라북도 진안군,2924.0
2024,전라북도 진안군,2674.0
2025,전라북도 진안군,2369.0
2026,전라북도 진안군,2288.0
2027,전라북도 진안군,2204.0
2028,전라북도 진안군,2111.0
2029,전라북도 진안군,2022.0
2030,전라북도 진안군,1932.0
2021,제주특별자치도 서귀포시,23900.0
2022,제주특별자치도 서귀포시,23771.0
2023,제주특별자치도 서귀포시,24304.0
2024,제주특별자치도 서귀포시,24157.0
2025,제주특별자치도 서귀포시,23038.0
2026,제주특별자치도 서귀포시,22423.0
2027,제주특별자치도 서귀포시,21979.0
2028,제주특별자치도 서귀포시,21502.0
2029,제주특별자치도 서귀포시,21349.0
2030,제주특별자치도 서귀포시,21218.0
2021,제주특별자치도 제주시,84079.0
2022,제주특별자치도 제주시,82258.0
2023,제주특별자치도 제주시,80836.0
2024,제주특별자치도 제주시,79160.0
2025,제주특별자치도 제주시,75957.0
2026,제주특별자치도 제주시,74095.0
2027,제주특별자치도 제주시,72570.0
2028,제주특별자치도 제주시,71285.0
2029,제주특별자치도 제주시,70390.0
2030,제주특별자치도 제주시,69772.0
2021,충청남도 계룡시,9816.0
2022,충청남도 계룡시,9548.0
2023,충청남도 계룡시,9388.0
2024,충청남도 계룡시,9277.0
2025,충청남도 계룡시,9053.0
2026,충청남도 계룡시,8999.0
2027,충청남도 계룡시,9013.0
2028,충청남도 계룡시,9010.0
2029,충청남도 계룡시,9025.0
2030,충청남도 계룡시,9027.0
2021,충청남도 공주시,13826.0
2022,충청남도 공주시,13293.0
2023,충청남도 공주시,12824.0
2024,충청남도 공주시,12260.0
2025,충청남도 공주시,11640.0
2026,충청남도 공주시,11581.0
2027,충청남도 공주시,11468.0
2028,충청남도 공주시,11355.0
2029,충청남도 공주시,11244.0
2030,충청남도 공주시,11138.0
2021,충청남도 금산군,6673.0
2022,충청남도 금산군,6328.0
2023,충청남도 금산군,6149.0
2024,충청남도 금산군,5760.0
2025,충청남도 금산군,5261.0
2026,충청남도 금산군,5069.0
2027,충청남도 금산군,4739.0
2028,충청남도 금산군,4501.0
2029,충청남도 금산군,4205.0
2030,충청남도 금산군,3950.0
2021,충청남도 논산시,14979.0
2022,충청남도 논산시,14369.0
2023,충청남도 논산시,13393.0
2024,충청남도 논산시,12592.0
2025,충청남도 논산시,11724.0
2026,충청남도 논산시,11703.0
2027,충청남도 논산시,11427.0
2028,충청남도 논산시,11333.0
2029,충청남도 논산시,11153.0
2030,충청남도 논산시,11070.0
2021,충청남도 보령시,12671.0
2022,충청남도 보령시,12211.0
2023,충청남도 보령시,11537.0
2024,충청남도 보령시,10682.0
2025,충청남도 보령시,9727.0
2026,충청남도 보령시,9251.0
2027,충청남도 보령시,8729.0
2028,충청남도 보령시,8273.0
2029,충청남도 보령시,7760.0
2030,충청남도 보령시,7313.0
2021,충청남도 부여군,7844.0
2022,충청남도 부여군,7370.0
2023,충청남도 부여군,6896.0
2024,충청남도 부여군,6207.0
2025,충청남도 부여군,5237.0
2026,충청남도 부여군,4642.0
2027,충청남도 부여군,4105.0
2028,충청남도 부여군,3585.0
2029,충청남도 부여군,3088.0
2030,충청남도 부여군,2610.0
2021,충청남도 서산시,27239.0
2022,충청남도 서산시,26938.0
2023,충청남도 서산시,26575.0
2024,충청남도 서산시,25972.0
2025,충청남도 서산시,25217.0
2026,충청남도 서산시,25027.0
2027,충청남도 서산시,24801.0
2028,충청남도 서산시,24603.0
2029,충청남도 서산시,24422.0
2030,충청남도 서산시,24256.0
2021,충청남도 서천군,5876.0
2022,충청남도 서천군,5583.0
2023,충청남도 서천군,5287.0
2024,충청남도 서천군,4775.0
2025,충청남도 서천군,4028.0
2026,충청남도 서천군,3761.0
2027,충청남도 서천군,3538.0
2028,충청남도 서천군,3316.0
2029,충청남도 서천군,3100.0
2030,충청남도 서천군,2890.0
2021,충청남도 아산시,54448.0
2022,충청남도 아산시,54803.0
2023,충청남도 아산시,55842.0
2024,충청남도 아산시,56318.0
2025,충청남도 아산시,56251.0
2026,충청남도 아산시,56525.0
2027,충청남도 아산시,56801.0
2028,충청남도 아산시,57083.0
2029,충청남도 아산시,57264.0
2030,충청남도 아산시,57583.0
2021,충청남도 예산군,9582.0
2022,충청남도 예산군,9082.0
2023,충청남도 예산군,8816.0
2024,충청남도 예산군,8380.0
2025,충청남도 예산군,7724.0
2026,충청남도 예산군,7341.0
2027,충청남도 예산군,7064.0
2028,충청남도 예산군,6833.0
2029,충청남도 예산군,6626.0
2030,충청남도 예산군,6415.0
2021,충청남도 천안시,113001.0
2022,충청남도 천안시,111300.0
2023,충청남도 천안시,109530.0
2024,충청남도 천안시,107283.0
2025,충청남도 천안시,105096.0
2026,충청남도 천안시,103480.0
2027,충청남도 천안시,102212.0
2028,충청남도 천안시,101154.0
2029,충청남도 천안시,100079.0
2030,충청남도 천안시,99247.0
2021,충청남도 청양군,4071.0
2022,충청남도 청양군,3855.0
2023,충청남도 청양군,3681.0
2024,충청남도 청양군,3477.0
2025,충청남도 청양군,3281.0
2026,충청남도 청양군,3154.0
2027,충청남도 청양군,3096.0
2028,충청남도 청양군,3046.0
2029,충청남도 청양군,3002.0
2030,충청남도 청양군,2962.0
2021,충청남도 태안군,7190.0
2022,충청남도 태안군,6804.0
2023,충청남도 태안군,6549.0
2024,충청남도 태안군,6098.0
2025,충청남도 태안군,5611.0
2026,충청남도 태안군,5305.0
2027,충청남도 태안군,5081.0
2028,충청남도 태안군,4815.0
2029,충청남도 태안군,4605.0
2030,충청남도 태안군,4358.0
2021,충청남도 홍성군,14578.0
2022,충청남도 홍성군,14391.0
2023,충청남도 홍성군,14243.0
2024,충청남도 홍성군,13707.0
2025,충청남도 홍성군,12858.0
2026,충청남도 홍성군,12601.0
2027,충청남도 홍성군,12698.0
2028,충청남도 홍성군,12696.0
2029,충청남도 홍성군,12739.0
2030,충청남도 홍성군,12759.0
2021,충청북도 괴산군,4242.0
2022,충청북도 괴산군,4067.0
2023,충청북도 괴산군,3824.0
2024,충청북도 괴산군,3468.0
2025,충청북도 괴산군,3005.0
2026,충청북도 괴산군,2778.0
2027,충청북도 괴산군,2622.0
2028,충청북도 괴산군,2467.0
2029,충청북도 괴산군,2321.0
2030,충청북도 괴산군,2180.0
2021,충청북도 단양군,3212.0
2022,충청북도 단양군,3037.0
2023,충청북도 단양군,2824.0
2024,충청북도 단양군,2426.0
2025,충청북도 단양군,2073.0
2026,충청북도 단양군,1859.0
2027,충청북도 단양군,1699.0
2028,충청북도 단양군,1535.0
2029,충청북도 단양군,1371.0
2030,충청북도 단양군,1210.0
2021,충청북도 보은군,4303.0
2022,충청북도 보은군,4053.0
2023,충청북도 보은군,3874.0
2024,충청북도 보은군,3736.0
2025,충청북도 보은군,3421.0
2026,충청북도 보은군,3313.0
2027,충청북도 보은군,3122.0
2028,충청북도 보은군,3031.0
2029,충청북도 보은군,2865.0
2030,충청북도 보은군,2763.0
2021,충청북도 영동군,6067.0
2022,충청북도 영동군,5697.0
2023,충청북도 영동군,5253.0
2024,충청북도 영동군,4753.0
2025,충청북도 영동군,4139.0
2026,충청북도 영동군,3791.0
2027,충청북도 영동군,3496.0
2028,충청북도 영동군,3239.0
2029,충청북도 영동군,3009.0
2030,충청북도 영동군,2802.0
2021,충청북도 옥천군,6631.0
2022,충청북도 옥천군,6348.0
2023,충청북도 옥천군,6155.0
2024,충청북도 옥천군,5774.0
2025,충청북도 옥천군,5352.0
2026,충청북도 옥천군,5132.0
2027,충청북도 옥천군,4924.0
2028,충청북도 옥천군,4714.0
2029,충청북도 옥천군,4507.0
2030,충청북도 옥천군,4302.0
2021,충청북도 음성군,12535.0
2022,충청북도 음성군,12011.0
2023,충청북도 음성군,11675.0
2024,충청북도 음성군,11295.0
2025,충청북도 음성군,10433.0
2026,충청북도 음성군,10203.0
2027,충청북도 음성군,9893.0
2028,충청북도 음성군,9695.0
2029,충청북도 음성군,9470.0
2030,충청북도 음성군,9301.0
2021,충청북도 제천시,18357.0
2022,충청북도 제천시,17525.0
2023,충청북도 제천시,17026.0
2024,충청북도 제천시,16438.0
2025,충청북도 제천시,15712.0
2026,충청북도 제천시,15445.0
2027,충청북도 제천시,15294.0
2028,충청북도 제천시,15180.0
2029,충청북도 제천시,15076.0
2030,충청북도 제천시,14987.0
2021,충청북도 증평군,6128.0
2022,충청북도 증평군,5973.0
2023,충청북도 증평군,5918.0
2024,충청북도 증평군,5830.0
2025,충청북도 증평군,5487.0
2026,충청북도 증평군,5447.0
2027,충청북도 증평군,5322.0
2028,충청북도 증평군,5291.0
2029,충청북도 증평군,5207.0
2030,충청북도 증평군,5180.0
2021,충청북도 진천군,13175.0
2022,충청북도 진천군,13367.0
2023,충청북도 진천군,13617.0
2024,충청북도 진천군,13661.0
2025,충청북도 진천군,13301.0
2026,충청북도 진천군,13138.0
2027,충청북도 진천군,13091.0
2028,충청북도 진천군,13028.0
2029,충청북도 진천군,12992.0
2030,충청북도 진천군,12952.0
2021,충청북도 충주시,28810.0
2022,충청북도 충주시,28069.0
2023,충청북도 충주시,27156.0
2024,충청북도 충주시,25976.0
2025,충청북도 충주시,24633.0
2026,충청북도 충주시,23727.0
2027,충청북도 충주시,22996.0
2028,충청북도 충주시,22519.0
2029,충청북도 충주시,22308.0
2030,충청북도 충주시,22025.0
