,행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
0,서울특별시,종로구,2010,346246.493195083,37.40303275117547,24.118577215295446,3178.8637620756253,1414.5559607680766,2329.390299436021,767.9937409862116,29164,281691.2428100245,서울특별시 종로구
1,서울특별시,중구,2010,346748.3193696493,37.33242685499741,24.064876593815022,3187.2549706344544,1409.9793993383246,2340.650426058869,768.1875665417826,19628,282217.4261252176,서울특별시 중구
2,서울특별시,용산구,2010,364021.63260043843,38.61844680567479,24.816985235306326,3415.0390286246293,1451.6909366350123,2495.3308028151378,793.739076473594,37318,296153.44481896097,서울특별시 용산구
3,서울특별시,성동구,2010,370519.10901726,39.6062291774557,24.97397340748678,3387.2329474271805,1501.3198014987745,2489.329655928595,822.7085227958967,51562,301836.6823217231,서울특별시 성동구
4,서울특별시,광진구,2010,398257.1412155861,42.02310752736604,26.81346195385167,3730.5797650088543,1521.9835725310093,2700.5500854719735,856.2859103405627,67422,322093.9088523345,서울특별시 광진구
5,서울특별시,동대문구,2010,370125.1001559933,39.89297642349409,25.046070154698427,3395.2752327945655,1500.0720920572498,2490.766745677136,820.7635812078342,60098,301521.5142148639,서울특별시 동대문구
6,서울특별시,중랑구,2010,376523.53121824295,42.00663724155333,26.28030060692038,3480.414514037862,1529.0470454986807,2479.3953910513483,854.2199626884043,75870,304332.3305679002,서울특별시 중랑구
7,서울특별시,성북구,2010,372176.50917674054,40.68989721628478,25.429032008415717,3410.7869968733585,1520.7164398576615,2480.1698880183208,825.1269264187177,84496,302758.59547956556,서울특별시 성북구
8,서울특별시,강북구,2010,384204.68425789376,42.387703912063415,26.57455470922467,3512.219350065115,1588.2209362775461,2492.5758331092466,863.1799333956944,58175,310398.5109917973,서울특별시 강북구
9,서울특별시,도봉구,2010,397110.3658483289,44.991213308584896,28.214472322852362,3625.766194461592,1645.8888249150805,2527.998910345244,884.3873505752449,70786,319051.83383798203,서울특별시 도봉구
10,서울특별시,노원구,2010,390198.57923268236,43.213129978635656,27.33441987384225,3558.7241361272568,1614.8320930439531,2492.697185866441,874.4776636206849,131935,314211.59671224817,서울특별시 노원구
11,서울특별시,은평구,2010,382766.9431252326,41.953191528309084,26.55427613330013,3534.1800450435253,1557.3972471153784,2545.0184936031965,848.5013178221332,88442,310254.4625476654,서울특별시 은평구
12,서울특별시,서대문구,2010,373929.01492794935,40.06638616254912,25.539781191554333,3459.2898838544024,1514.4775180081547,2513.216295886805,821.7479888234989,55987,303823.8538299909,서울특별시 서대문구
13,서울특별시,마포구,2010,385001.67334006657,41.443983777255895,26.221791266479737,3626.9899690797074,1534.5651570241055,2639.5168442302083,842.8154484152687,63925,312602.7901487107,서울특별시 마포구
14,서울특별시,양천구,2010,403922.92873948347,44.455795298897485,27.623212355119396,3839.4256609156205,1571.2613175851718,2753.339686108556,887.6022472412117,113428,325554.6153316994,서울특별시 양천구
15,서울특별시,강서구,2010,408233.7787254286,45.55873605889746,28.703390911594024,3887.854273733475,1614.5719916867745,2779.8490922872184,907.5920886785152,105485,329091.5406546583,서울특별시 강서구
16,서울특별시,구로구,2010,393940.7217966096,43.06938344823896,26.801011904814054,3814.182266475155,1531.339639699528,2749.830910533728,864.138536930566,70612,318575.94048340566,서울특별시 구로구
17,서울특별시,금천구,2010,377143.7841858867,42.83662703190252,26.937267118591336,3627.2210832736887,1471.4197036269604,2609.566970377762,843.0762731953353,42806,304126.787777052,서울특별시 금천구
18,서울특별시,영등포구,2010,395667.1124973027,42.7557407096421,26.669752032712328,3776.7776673236335,1550.7827524556442,2738.517293489909,865.9628191176877,65287,320673.6057413695,서울특별시 영등포구
19,서울특별시,동작구,2010,384876.12751148606,40.639002486329574,25.693730350440966,3660.235461841374,1505.8816638775772,2681.86185494692,829.4134004175437,65825,313072.5698396538,서울특별시 동작구
20,서울특별시,관악구,2010,390711.20943438215,41.73648012107882,26.241047080689206,3714.4667868654556,1514.42291471714,2738.3420981417844,846.7303618317709,77938,317418.26765798597,서울특별시 관악구
21,서울특별시,서초구,2010,395038.1708556668,41.3738728220653,26.935420474503456,3762.6720042159354,1488.6473977706848,2692.6533370408174,835.6228365489961,83618,318765.4814570992,서울특별시 서초구
22,서울특별시,강남구,2010,400552.4335144289,40.98984534898632,26.85341734336267,3746.2483372632832,1507.790729367615,2709.4254539877784,846.4180520406059,113377,323668.86982432555,서울특별시 강남구
23,서울특별시,송파구,2010,419178.4360460416,43.49643377611311,28.13207171595042,3981.567272230195,1579.36608637271,2859.1417011459907,888.8299689016311,133701,338132.61220326205,서울특별시 송파구
24,서울특별시,강동구,2010,411807.9071038495,43.315351375487836,27.882603360140195,3909.71284735256,1566.8909377593122,2801.4564643576414,880.1398487115048,93125,332215.7951708768,서울특별시 강동구
25,부산광역시,중구,2010,196105.56423982178,22.556747819184373,17.49587821802257,1523.3842850130723,1130.310139149694,1138.262052121367,444.2402452934882,6794,159960.7154640062,부산광역시 중구
26,부산광역시,서구,2010,244044.29507332385,30.703931622703205,23.390758116454563,2054.549390627657,1258.7607317460747,1432.1366914893022,527.1793702141297,20179,195418.02051318393,부산광역시 서구
27,부산광역시,동구,2010,230465.7140823466,25.875551391271166,19.74508186211071,1864.978259483666,1279.5119467311415,1333.450465914379,498.87632963030376,15042,187884.01033187698,부산광역시 동구
