,행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
0,서울특별시,종로구,2010,286262.57595068275,30.56426237600205,20.729711200435865,2474.4858898635775,1222.5401847218466,1879.2290044022939,640.6676516776678,29164,233736.80823239486,서울특별시 종로구
1,서울특별시,중구,2010,273654.4459987737,29.156272471392192,20.008676555479845,2498.142298117229,1157.9918934162174,1897.0789954485178,634.1087113426689,19628,224390.28914656534,서울특별시 중구
2,서울특별시,용산구,2010,322300.87809079705,32.00152235055449,21.502841389337735,3028.076167438035,1323.664075867256,2243.2516465657277,700.6961183254011,37318,264956.36845883256,서울특별시 용산구
3,서울특별시,성동구,2010,347959.85396836273,36.651415162018644,23.273889814647006,3200.9263780487604,1402.7114072260022,2413.3849361879247,767.6867682472993,51562,285339.06775974995,서울특별시 성동구
4,서울특별시,광진구,2010,388334.2971469139,41.936124945781316,25.157188483526802,3586.5173606607923,1437.9368475117644,2674.0022480326816,836.1359968595415,67422,315498.4140103172,서울특별시 광진구
5,서울특별시,동대문구,2010,366995.0024757989,38.51140144636878,23.655535645166953,3204.2175901763844,1574.4395320096858,2413.0089256327196,844.9956261624787,60098,301571.41474459646,서울특별시 동대문구
6,서울특별시,중랑구,2010,391816.2859355184,38.91907892390639,24.808106927738248,3494.3019786671944,1625.6929486447575,2538.9420481967168,948.8617047859374,75870,318688.11017240887,서울특별시 중랑구
7,서울특별시,성북구,2010,409879.4462621333,45.43306873977832,26.60367378420799,3732.279288118027,1682.3579968156864,2715.1448285669367,876.1384316275288,84496,335628.6274714625,서울특별시 성북구
8,서울특별시,강북구,2010,369842.5888698977,35.833087077243285,22.335595557386558,3258.2438926695236,1598.058553850687,2363.269891094662,865.1078706222411,58175,301571.7866991222,서울특별시 강북구
9,서울특별시,도봉구,2010,384793.8965530484,39.4520056874542,26.381466401494222,3443.882287296829,1604.9105193824857,2370.6434753451394,867.5565319465142,70786,309705.73380915506,서울특별시 도봉구
10,서울특별시,노원구,2010,461450.7084753767,52.33850993281752,32.161292707009984,4115.768301846623,1930.766560676445,2815.7622315119374,973.8534705666008,131935,367272.91424472135,서울특별시 노원구
11,서울특별시,은평구,2010,416177.5936360302,42.9009545683885,27.335699545866316,3704.911410294642,1734.670034315242,2687.288740115119,929.3355096326846,88442,338645.1590533816,서울특별시 은평구
12,서울특별시,서대문구,2010,355844.0483002073,35.3226557295012,23.00104036061711,3194.8815982676742,1470.155685735209,2328.3761483762887,764.0609052226445,55987,290716.3949931318,서울특별시 서대문구
13,서울특별시,마포구,2010,385244.2328923056,38.21199582807588,24.44524491264241,3672.759744498831,1508.4962658966458,2782.72431962956,814.497522181051,63925,316027.92392743053,서울특별시 마포구
14,서울특별시,양천구,2010,433377.0281641927,45.50340508674505,28.016852277077575,3758.9452888189094,1606.0600058196321,2666.5039709838343,912.8101685921712,113428,343772.03182730713,서울특별시 양천구
15,서울특별시,강서구,2010,461872.44518303487,45.97389430981441,31.115968754893718,4482.244547418929,1848.038262486122,3256.6103466247914,1021.4608965689348,105485,374241.7000125964,서울특별시 강서구
16,서울특별시,구로구,2010,401062.0983596614,39.223652846180876,25.459789893331838,4105.085750886301,1548.0155242092194,2969.758324114931,877.457128094736,70612,327800.3461893232,서울특별시 구로구
17,서울특별시,금천구,2010,330774.07358968916,34.04445488833702,23.878914022484874,3060.902398011329,1314.8427421365504,2290.404865297663,785.9398752855254,42806,268299.5007850331,서울특별시 금천구
18,서울특별시,영등포구,2010,396904.377587758,42.38762084781306,25.38760603133705,3922.988445701598,1572.8854201201052,2901.7610080925638,877.7928930609843,65287,325595.81120822584,서울특별시 영등포구
19,서울특별시,동작구,2010,388423.7874977501,37.31926768897835,23.73764975100909,3698.4620410220564,1492.9360486861876,2769.392037154299,779.506561164791,65825,319029.8460484932,서울특별시 동작구
20,서울특별시,관악구,2010,435395.82149757055,40.01589644968187,24.76112355662222,4032.8989179383125,1666.622550733293,3264.1956425521334,921.8088095894482,77938,360985.73952699534,서울특별시 관악구
21,서울특별시,서초구,2010,405724.0242668579,35.103934042293034,25.23334076444943,3950.5820294361356,1410.7270162163447,2777.9459448177695,791.372502373711,83618,327502.81605875754,서울특별시 서초구
22,서울특별시,강남구,2010,455030.1326858389,38.23684285465678,27.85381703948399,4088.809999113992,1546.5984479931517,3002.96317991836,885.2089669853744,113377,366346.6039869292,서울특별시 강남구
23,서울특별시,송파구,2010,505475.02812441037,44.52352618116088,31.019296913478147,4880.48865718597,1781.750884421352,3494.6785680893763,998.8115506083942,133701,407341.25735311426,서울특별시 송파구
24,서울특별시,강동구,2010,435636.47777462663,41.05974293346654,26.835576292548065,4126.39656803409,1622.2112290000546,3004.431483719732,913.7116058466758,93125,352067.2708176059,서울특별시 강동구
25,부산광역시,중구,2010,146507.81585513795,15.721208334475198,13.351232352240515,1128.1521476896073,877.4878187798882,851.8201559521971,343.0798123330669,6794,120267.61172275996,부산광역시 중구
26,부산광역시,서구,2010,181969.93321219605,25.703675532857265,21.184242651359142,1558.659118787293,985.5594360670243,1094.6795536732068,395.33966423655716,20179,146724.4745062393,부산광역시 서구
27,부산광역시,동구,2010,186386.74729298774,20.625593819664473,15.863463243391468,1442.946705109568,1128.5440552570196,1056.4258807180925,417.5387014724691,15042,153171.93791692698,부산광역시 동구
28,부산광역시,영도구,2010,188091.46373108312,21.751468077620515,17.228244675097212,1417.8853811212523,1165.1973975426752,1074.9692482601845,439.31868697955156,23487,154209.4843431467,부산광역시 영도구
29,부산광역시,부산진구,2010,286753.20665996784,32.77999786900853,24.23186922015233,2345.308164743764,1613.9431072597745,1693.2419460341616,597.9249469093762,66621,235652.38266646286,부산광역시 부산진구
30,부산광역시,동래구,2010,254172.3566786196,28.118461336077473,21.6608649406653,1965.4473808819391,1307.735603166428,1376.1826171952994,521.5503810732258,54555,205411.723640015,부산광역시 동래구
31,부산광역시,남구,2010,247649.82674977192,24.157979669273534,19.341156632297384,2000.568940805734,1354.2359760921593,1379.842852557125,524.2736667130049,53215,202484.57726173504,부산광역시 남구
32,부산광역시,북구,2010,250621.45067998313,29.400572529706793,23.370065210912223,2028.7630998408415,1263.3914356349228,1437.3991636943197,531.6916476461919,66336,199982.44354979944,부산광역시 북구
33,부산광역시,해운대구,2010,301893.3476648261,31.37472736307751,24.968985312798534,2433.415515329895,1502.9998102540549,1683.7828711976956,636.3893225249591,89183,241319.4894489544,부산광역시 해운대구
34,부산광역시,사하구,2010,270481.77296343766,32.7186833424421,22.877197285495317,2274.974000446925,1433.3134765396082,1658.5149468763066,599.9330770744252,69512,218332.45534650894,부산광역시 사하구
35,부산광역시,금정구,2010,244065.9199558101,28.52069574918073,21.867737360663398,1851.9029774677379,1321.389145207689,1307.8174120456406,485.358686843685,47905,197173.33391687635,부산광역시 금정구
36,부산광역시,강서구,2010,181969.93321219605,25.703675532857265,21.184242651359142,1558.659118787293,985.5594360670243,1094.6795536732068,395.33966423655716,9420,146724.4745062393,부산광역시 강서구
37,부산광역시,연제구,2010,232640.05814366697,23.511348648711312,19.387819801409435,1852.5100610449813,1234.2833471049057,1339.3526446068586,483.2128500380487,37948,189641.19478111173,부산광역시 연제구
38,부산광역시,수영구,2010,216982.2443640932,25.120617989613184,16.82917532126115,1697.1285128484365,1184.69066350104,1217.6669711547406,459.8012281077286,29548,177444.8432538434,부산광역시 수영구
39,부산광역시,사상구,2010,241576.97451048082,29.15077995558227,21.314635509525054,2026.2386318430763,1281.3148614131046,1488.883051587967,546.363545650576,48525,195463.14522943986,부산광역시 사상구
40,부산광역시,기장군,2010,184830.57511551218,26.246549460502226,20.110750458936874,1644.1094603821523,1003.6921734334995,1138.3959798527687,412.6428560877179,18728,148944.73073488672,부산광역시 기장군
41,대구광역시,중구,2010,201258.6775651803,29.149341140571504,20.492788588742002,1608.5840336402564,1048.370411758839,1077.9214218079508,417.3273224955256,11165,159677.5431597553,대구광역시 중구
42,대구광역시,서구,2010,363745.11182273406,48.991837091729096,34.21756672746595,3183.543594404134,1626.1332116941421,2027.1304624614042,704.5533144978293,40098,283159.3275006908,대구광역시 서구
43,대구광역시,북구,2010,305262.53556403075,45.00499152525803,28.43356915701326,2694.308980638245,1448.2748192488425,1676.1589013983394,628.9018094585451,100292,239637.53429581958,대구광역시 북구
44,대구광역시,수성구,2010,307549.70031300426,37.10908389665217,26.978046027173043,2199.9697187919264,1433.6069869951734,1422.2608215567404,548.4006210528942,114551,236858.44460081175,대구광역시 수성구
45,대구광역시,달서구,2010,363745.11182273406,48.991837091729096,34.21756672746595,3183.543594404134,1626.1332116941421,2027.1304624614042,704.5533144978293,139373,283159.3275006908,대구광역시 달서구
46,대구광역시,달성군,2010,192806.04873134434,34.56390903869057,24.53440501633687,1889.2723199593236,1050.9967485159477,1143.8961923251381,406.89738195548347,37245,152770.19143296132,대구광역시 달성군
47,인천광역시,중구,2010,223308.06219271373,29.862530281921604,19.884221707818256,2151.6883840303326,991.767291041918,1493.4586497135701,558.7097678183981,15436,179517.06418416696,인천광역시 중구
48,인천광역시,동구,2010,411077.53946158965,55.273364850088754,30.522615931744536,4000.809142343468,1631.7591957498207,2713.691040930827,1027.0650404544747,13286,326454.14245758834,인천광역시 동구
49,인천광역시,연수구,2010,320759.35872096254,40.72381487953168,24.831072201082378,2963.6235944292603,1253.5592752622033,2007.9981244881044,734.3112603775945,68263,251345.11141952936,인천광역시 연수구
50,인천광역시,남동구,2010,411077.53946158965,55.273364850088754,30.522615931744536,4000.809142343468,1631.7591957498207,2713.691040930827,1027.0650404544747,99365,326454.14245758834,인천광역시 남동구
51,인천광역시,부평구,2010,457788.89305095444,57.15521811596444,34.61856858059471,4359.39258158641,1861.6485605901921,2951.3702050071865,1132.4450159391079,118245,363508.664076529,인천광역시 부평구
52,인천광역시,계양구,2010,383301.4960684759,46.75586606222504,29.16856334040828,3697.6932299259624,1466.7660601682646,2498.8231716151904,937.6730642393136,80106,302018.0178042173,인천광역시 계양구
53,인천광역시,서구,2010,385349.2157344702,56.29893978829123,31.522782274495906,3744.8121674648487,1500.4122732946882,2485.17381859059,946.9450806935907,94084,302928.95360124443,인천광역시 서구
54,인천광역시,강화군,2010,245860.95308170738,38.62542146350894,26.555250138033376,2246.2128513825214,1174.5289401697562,1571.7007271881728,548.3536414227058,9950,197987.35346168315,인천광역시 강화군
55,인천광역시,옹진군,2010,207915.98485669668,30.43123502731479,18.538320486304272,1991.7680947220651,876.0392635220041,1373.7466394796597,488.38586391555384,2371,166294.20313253277,인천광역시 옹진군
56,광주광역시,동구,2010,164017.1257165525,29.791536882917082,19.54767830654078,1357.5994090387535,935.9534303981752,905.1338311014852,351.56203422572537,17967,129349.69878575324,광주광역시 동구
57,광주광역시,서구,2010,232041.70453037697,42.30040475051825,25.039828391124935,2067.317621690965,1122.8362655829997,1320.433913763415,483.12178926803534,73185,178659.66369999942,광주광역시 서구
58,광주광역시,남구,2010,195831.85477870543,35.6183566376196,22.2215674234136,1664.755114467822,1057.1271019986152,1081.6212229630557,398.8026661731994,48288,152444.61466527244,광주광역시 남구
59,광주광역시,북구,2010,279989.56297921087,51.44509121662982,30.925140056511673,2551.3093586373802,1354.4692361090003,1570.378040261891,583.236480433697,107857,216500.01193723865,광주광역시 북구
60,광주광역시,광산구,2010,233668.06786837702,44.860398455747344,29.832417046077826,2582.6257812229123,1094.7214034653996,1496.0403966836307,484.65803415392594,94013,177405.75414426645,광주광역시 광산구
61,대전광역시,동구,2010,232608.88489226933,38.37578853267874,24.737854419371462,2176.221246857804,1201.4883128219317,1476.9344490648973,534.1460332031829,45875,186351.95482341392,대전광역시 동구
62,대전광역시,중구,2010,247668.8288319581,39.54072332764143,26.19792405615585,2257.7882134679394,1221.7945983745199,1525.9086558514805,561.7440833851767,52699,196850.24316315586,대전광역시 중구
63,대전광역시,서구,2010,335524.3845800118,52.35686403187401,30.004468268758565,3162.8250291203426,1333.1529114791815,2086.026098870273,677.1219655394118,117219,260144.77592046664,대전광역시 서구
64,대전광역시,유성구,2010,271720.87825502566,47.37272435779579,29.14200084143141,2768.2726620023877,1086.437006632064,1724.3789845389156,526.9432686734195,67011,211052.8853520396,대전광역시 유성구
65,대전광역시,대덕구,2010,239182.9873721274,39.270829067425396,24.502081450522983,2242.0430850807547,1069.4800205987299,1465.6057284558208,539.0527904782431,46715,187576.54272758932,대전광역시 대덕구
66,울산광역시,중구,2010,233397.93767084499,33.26030966171513,22.670810841506906,2095.6907321974045,1018.352364623001,1479.4883637741214,538.5620225537609,50836,182549.46331935615,울산광역시 중구
67,울산광역시,남구,2010,266135.40555825963,37.75819482358767,25.636257863122065,2441.364392802125,1088.1462585160018,1697.285709085082,599.3855848329109,80134,207141.40730287504,울산광역시 남구
68,울산광역시,동구,2010,207520.15549988288,30.145081266496224,21.000078109599315,2046.7091064567999,929.0620426406526,1414.3485675060256,458.41738656712624,35222,164331.81971383054,울산광역시 동구
69,울산광역시,북구,2010,212706.4694336046,33.44159715140587,22.02116233808763,2160.7977495167966,900.4318734920977,1375.6201853482662,469.45396613311743,44216,165208.53246054953,울산광역시 북구
70,울산광역시,울주군,2010,216918.8421226373,40.65755053033907,27.259244788583757,2083.335571493511,1082.0131925357405,1354.850287556984,494.1184925178429,43452,171260.22109757763,울산광역시 울주군
71,경기도,수원시,2010,640319.9142771395,93.99303156094254,52.2512422728073,6565.0529888749725,2445.0315628725134,4466.087867744598,1459.1763682468509,243921,500862.8542519561,경기도 수원시
72,경기도,성남시,2010,609305.2482694976,71.83985450400144,42.92970170583484,5978.905938608232,2305.221469702269,4341.640521949193,1347.2150591135446,198116,487467.1413790886,경기도 성남시
73,경기도,의정부시,2010,383711.93513667566,51.68033995495124,29.136027005837814,3549.3546527103667,1646.9044262816287,2405.3744154483047,964.206320624699,90338,306306.3017983605,경기도 의정부시
74,경기도,안양시,2010,464166.47829523846,59.35284044335553,32.552131542543435,4463.446933388444,1700.6345653325852,3081.928116136935,975.476297947764,133819,367812.0041730073,경기도 안양시
75,경기도,부천시,2010,574030.9952218389,73.22190714440583,41.8529907374256,5560.480873978704,2166.2930098115507,3794.139753759078,1360.9972479081623,182639,455980.206009976,경기도 부천시
76,경기도,광명시,2010,371031.7938659474,45.1368302388649,25.827421669824584,3801.8808453201104,1436.6994024257367,2732.7335523381885,790.4583719110312,68038,298512.83071274305,경기도 광명시
77,경기도,평택시,2010,353029.9074262452,66.65674923830998,38.32786533463686,3605.821302206537,1600.080495780687,2330.0136897381894,859.420826153557,89820,279571.7752152529,경기도 평택시
78,경기도,동두천시,2010,238571.41689286273,34.551831028911565,21.447668360937996,2292.9075796448524,1073.7553706715744,1569.882625908625,586.0807206260746,18157,191740.7077689261,경기도 동두천시
79,경기도,안산시,2010,503893.901875859,66.7560445539305,39.63574184946253,4953.091974573437,1837.2195696006381,3387.9926030028428,1341.0179679424139,169380,392252.74910586135,경기도 안산시
80,경기도,고양시,2010,595431.6528227836,86.26531486725048,47.84234753012713,5371.020800627601,2351.4738088197983,3584.4511978241894,1297.0998745746786,219030,465506.94198461703,경기도 고양시
81,경기도,과천시,2010,267211.38243498147,30.79187221474832,18.978434370386772,2530.3823362062403,1018.1418457805182,1778.3979186037689,555.6926124264495,16882,213751.9168676771,경기도 과천시
82,경기도,구리시,2010,308845.1256902558,39.211334385568556,22.537906797889615,2933.5860015014723,1237.478300078256,2032.06017201736,714.9779670815324,42489,247494.05060270283,경기도 구리시
83,경기도,남양주시,2010,434248.66866886185,61.32442988393209,37.26991312622529,4294.475656994194,1812.4131045816882,2674.5602474491975,1013.979372948856,118470,346126.88825703115,경기도 남양주시
84,경기도,오산시,2010,285512.72556178685,44.61534995958248,27.402987322711514,3166.1199086502197,1102.5015539661395,2100.1554832425923,681.1718696811354,37843,227189.79423307645,경기도 오산시
85,경기도,시흥시,2010,387186.94294765685,51.92131571548787,32.01658766989139,3998.2130246011166,1461.43676334832,2704.4711156014905,988.8366263030148,93970,304173.82732316,경기도 시흥시
86,경기도,군포시,2010,346666.6480666538,46.641362117614484,27.769040500166696,3650.9453475599503,1275.050601287007,2434.8131011671194,737.4082055077101,60693,275468.6125169131,경기도 군포시
87,경기도,의왕시,2010,301719.6804703987,39.71092982582432,23.545572000310138,2994.960162475517,1160.3597249264842,2033.3566536492754,660.3165886523648,30830,239895.60865530043,경기도 의왕시
88,경기도,하남시,2010,286022.02185133024,36.00508076998395,22.44508058395769,2720.135414936113,1177.2275007983592,1888.9204523052113,634.2533323162241,27382,230757.96708454198,경기도 하남시
89,경기도,용인시,2010,549436.8228906626,84.7128154139402,54.189243254872785,5843.544618748281,1974.244198295718,3551.3146348717373,1107.8045023316652,191613,432920.1829947743,경기도 용인시
90,경기도,파주시,2010,366489.37082560925,60.512267691763526,39.192716038109005,3629.3745351737343,1614.9022473896607,2355.7161552090133,835.1278134872754,71543,293077.2821292016,경기도 파주시
91,경기도,이천시,2010,271731.3358723385,46.54541910620488,29.911382749778305,2781.3340483174466,1214.9200704864113,1847.537265081198,633.9849649416456,43007,216374.41684247612,경기도 이천시
92,경기도,안성시,2010,254541.90844834232,46.55780106296445,31.841929540423273,2558.6449184161675,1215.0998200079662,1720.6249716890566,580.634507033966,34198,203624.80060233598,경기도 안성시
93,경기도,김포시,2010,333476.7111494213,51.2475864760742,30.941477149801926,3125.697510570241,1363.6207284983702,2132.171062477804,765.9638531242425,50645,265016.0893455454,경기도 김포시
94,경기도,화성시,2010,417450.3914517623,72.66972201097505,45.33743195047057,5374.321253031457,1593.1329691427673,3022.873795586969,947.4903215643667,102533,332513.8407030323,경기도 화성시
95,경기도,광주시,2010,319368.0201735491,42.20186485525638,27.448823366590872,3140.296177939978,1340.1152491091516,2129.2142415195317,757.0929617603516,48825,256277.2752051445,경기도 광주시
96,경기도,양주시,2010,434248.66866886185,61.32442988393209,37.26991312622529,4294.475656994194,1812.4131045816882,2674.5602474491975,1013.979372948856,39775,346126.88825703115,경기도 양주시
97,경기도,포천시,2010,256533.9712172056,42.12592113604998,28.980755587155446,2344.253019140763,1226.3587610798475,1665.0455996390724,648.6175242885163,31501,205861.91215516292,경기도 포천시
