행정구역(시도),행정구역(시군구),연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,행정구역
경기도,구리시,2026,198770.0,-1811.0,-0.596047925840213,30.0,16.0,614.0,1056.0,718.0,468.0,-1943.0,29772.0,-3.3865063425002777,4.0,경기도 구리시
경기도,구리시,2027,198897.0,-2685.0,-0.5960479188999694,30.0,16.0,548.0,1081.0,718.0,434.0,-3028.0,29737.0,-3.3861952842289917,4.0,경기도 구리시
경기도,구리시,2028,199006.0,-1812.0,-0.5960479192647403,30.0,16.0,481.0,1106.0,718.0,468.0,-1943.0,29708.0,-3.386076797038827,4.0,경기도 구리시
경기도,구리시,2029,199100.0,-2685.0,-0.5960479192455684,30.0,16.0,414.0,1130.0,718.0,434.0,-3027.0,29685.0,-3.3860316633274645,4.0,경기도 구리시
경기도,구리시,2030,199182.0,-1812.0,-0.5960479192465761,30.0,16.0,348.0,1155.0,718.0,468.0,-1943.0,29666.0,-3.3860144711575892,4.0,경기도 구리시
경기도,군포시,2013,286344.0,-497.0,-0.173266723,49.0,26.0,3159.0,904.0,1949.0,541.0,-2807.0,56079.0,-2.945604957,0.936,경기도 군포시
경기도,군포시,2014,288408.0,2064.0,0.720811332,49.0,26.0,3255.0,989.0,1954.0,532.0,-436.0,54635.0,-2.574938925,1.214,경기도 군포시
경기도,군포시,2015,287519.0,-889.0,-0.308243877,49.0,26.0,3191.0,1007.0,1974.0,527.0,-3279.0,52800.0,-3.358652878,1.665,경기도 군포시
경기도,군포시,2016,284890.0,-2629.0,-0.914374354,49.0,26.0,2887.0,1043.0,1772.0,459.0,-4725.0,50997.0,-3.414772727,2.522,경기도 군포시
경기도,군포시,2017,281205.0,-3685.0,-1.293481695,49.0,26.0,2266.0,1117.0,1639.0,503.0,-4941.0,48984.0,-3.947291017,3.349,경기도 군포시
경기도,군포시,2018,276916.0,-4289.0,-1.525221813,49.0,26.0,2081.0,1195.0,1428.0,504.0,-5297.0,46794.0,-4.470847624,3.199,경기도 군포시
경기도,군포시,2019,275852.0,-1064.0,-0.384232041,49.0,26.0,1985.0,1189.0,1294.0,520.0,-1943.0,45097.0,-3.626533316,3.729,경기도 군포시
경기도,군포시,2020,273791.0,-2061.0,-0.747139771,49.0,27.0,1682.0,1255.0,1167.0,492.0,-2571.0,43221.0,-4.159921946,3.749,경기도 군포시
경기도,군포시,2021,272172.0,-1776.0,-0.6617108094337092,49.0,27.0,1579.0,1302.0,1068.0,504.0,-2154.0,43435.0,-3.926439458154383,4.0,경기도 군포시
경기도,군포시,2022,270579.0,-1612.0,-0.61309615022135,49.0,27.0,1576.0,1349.0,987.0,506.0,-2369.0,43221.0,-4.037971945349479,4.0,경기도 군포시
경기도,군포시,2023,269011.0,-1519.0,-0.5854312336988672,49.0,27.0,1576.0,1396.0,922.0,507.0,-2258.0,43435.0,-3.9846938780520467,5.0,경기도 군포시
경기도,군포시,2024,267468.0,-1465.0,-0.5696880891701204,49.0,27.0,1576.0,1443.0,869.0,507.0,-2315.0,43221.0,-4.010144332232132,5.0,경기도 군포시
경기도,군포시,2025,265949.0,-1435.0,-0.56072921161661,49.0,27.0,1576.0,1489.0,827.0,507.0,-2286.0,43435.0,-3.9979868788778914,5.0,경기도 군포시
경기도,군포시,2026,264455.0,-1417.0,-0.5556310251093188,49.0,27.0,1576.0,1536.0,792.0,507.0,-2301.0,43221.0,-4.003794385141422,5.0,경기도 군포시
경기도,군포시,2027,262985.0,-1407.0,-0.5527298239814006,49.0,27.0,1576.0,1583.0,764.0,507.0,-2293.0,43435.0,-4.001020191565003,5.0,경기도 군포시
경기도,군포시,2028,261538.0,-1402.0,-0.5510788510378654,49.0,27.0,1576.0,1630.0,742.0,507.0,-2297.0,43221.0,-4.002345398917387,6.0,경기도 군포시
경기도,군포시,2029,260113.0,-1398.0,-0.5501393395941202,49.0,27.0,1576.0,1677.0,723.0,507.0,-2295.0,43435.0,-4.001712359268771,6.0,경기도 군포시
경기도,군포시,2030,258712.0,-1397.0,-0.5496046962152663,49.0,27.0,1576.0,1724.0,708.0,507.0,-2296.0,43222.0,-4.002014756622664,6.0,경기도 군포시
경기도,김포시,2013,312305.0,24873.0,8.653525008,72.0,39.0,3010.0,1272.0,1885.0,685.0,22955.0,60107.0,5.537899672,0.265,경기도 김포시
경기도,김포시,2014,340310.0,28005.0,8.96719553,74.0,40.0,3543.0,1263.0,2038.0,790.0,25576.0,63804.0,6.150697922,0.352,경기도 김포시
경기도,김포시,2015,349990.0,9680.0,2.84446534,81.0,41.0,3757.0,1407.0,1935.0,800.0,7064.0,64679.0,1.371387374,1.352,경기도 김포시
경기도,김포시,2016,363443.0,13453.0,3.843824109,84.0,41.0,3346.0,1405.0,1720.0,750.0,11066.0,66035.0,2.096507367,1.418,경기도 김포시
경기도,김포시,2017,392092.0,28649.0,7.882666608,91.0,42.0,3172.0,1566.0,1908.0,798.0,26949.0,69949.0,5.927159839,3.377,경기도 김포시
경기도,김포시,2018,423170.0,31078.0,7.926200994,93.0,42.0,3238.0,1676.0,2076.0,873.0,29329.0,74718.0,6.817824415,5.142,경기도 김포시
경기도,김포시,2019,437221.0,14051.0,3.320414963,90.0,43.0,3160.0,1736.0,1934.0,904.0,12390.0,76787.0,2.769078401,4.154,경기도 김포시
경기도,김포시,2020,473970.0,36749.0,8.405131501,92.0,44.0,3164.0,1778.0,2031.0,929.0,35171.0,82366.0,7.265552763,3.158,경기도 김포시
경기도,김포시,2021,496875.0,24351.0,6.463260449019597,93.0,45.0,3201.0,1842.0,1949.0,943.0,21741.0,85505.0,4.758153915604584,3.0,경기도 김포시
경기도,김포시,2022,519775.0,25257.0,6.476930893706407,93.0,45.0,3201.0,1906.0,1939.0,944.0,22942.0,88644.0,4.744381579708939,3.0,경기도 김포시
경기도,김포시,2023,542671.0,25191.0,6.476834656081492,94.0,46.0,3201.0,1970.0,1938.0,944.0,22834.0,91783.0,4.744305932694815,3.0,경기도 김포시
경기도,김포시,2024,565563.0,25195.0,6.47683533357814,94.0,47.0,3201.0,2034.0,1938.0,944.0,22844.0,94921.0,4.7443055171900825,3.0,경기도 김포시
경기도,김포시,2025,588451.0,25195.0,6.4768353288086775,94.0,47.0,3201.0,2098.0,1938.0,944.0,22843.0,98058.0,4.744305514907849,3.0,경기도 김포시
경기도,김포시,2026,611334.0,25195.0,6.476835328842253,94.0,48.0,3201.0,2162.0,1938.0,944.0,22843.0,101195.0,4.744305514895313,3.0,경기도 김포시
경기도,김포시,2027,634213.0,25195.0,6.476835328842017,95.0,49.0,3201.0,2226.0,1938.0,944.0,22843.0,104332.0,4.7443055148952435,3.0,경기도 김포시
경기도,김포시,2028,657088.0,25195.0,6.476835328842019,95.0,49.0,3201.0,2290.0,1938.0,944.0,22843.0,107469.0,4.7443055148952435,3.0,경기도 김포시
경기도,김포시,2029,679958.0,25195.0,6.476835328842019,95.0,50.0,3201.0,2354.0,1938.0,944.0,22843.0,110605.0,4.7443055148952435,3.0,경기도 김포시
경기도,김포시,2030,702824.0,25195.0,6.476835328842019,95.0,51.0,3201.0,2418.0,1938.0,944.0,22843.0,113740.0,4.7443055148952435,3.0,경기도 김포시
경기도,남양주시,2013,618305.0,18766.0,3.130071605,96.0,55.0,5505.0,2624.0,3397.0,1601.0,15653.0,125394.0,2.293140158,0.766,경기도 남양주시
경기도,남양주시,2014,636256.0,17951.0,2.903259718,100.0,56.0,5455.0,2550.0,3179.0,1579.0,14964.0,126616.0,0.974528287,1.739,경기도 남양주시
경기도,남양주시,2015,653454.0,17198.0,2.70300005,108.0,59.0,5588.0,2720.0,3269.0,1520.0,13853.0,126942.0,0.25747141,3.134,경기도 남양주시
경기도,남양주시,2016,662154.0,8700.0,1.331386754,109.0,60.0,5218.0,2819.0,3037.0,1470.0,5935.0,126027.0,-0.720801626,3.18,경기도 남양주시
경기도,남양주시,2017,665321.0,3167.0,0.478287528,110.0,60.0,4422.0,2983.0,2675.0,1439.0,1624.0,124497.0,-1.214025566,3.963,경기도 남양주시
경기도,남양주시,2018,681828.0,16507.0,2.481058016,110.0,61.0,4120.0,3234.0,2759.0,1509.0,15530.0,126098.0,1.285974762,3.757,경기도 남양주시
경기도,남양주시,2019,701830.0,20002.0,2.933584423,110.0,64.0,3855.0,3288.0,2630.0,1564.0,19271.0,126784.0,0.544021317,5.431,경기도 남양주시
경기도,남양주시,2020,713321.0,11491.0,1.637291082,108.0,65.0,3683.0,3384.0,2362.0,1593.0,11096.0,126408.0,-0.29656739,5.323,경기도 남양주시
경기도,남양주시,2021,725651.0,9600.0,1.4583088191464006,107.0,65.0,3710.0,3482.0,2270.0,1606.0,8910.0,126402.0,0.0042136711365700075,6.0,경기도 남양주시
경기도,남양주시,2022,737699.0,10770.0,1.5193803232608818,106.0,65.0,3706.0,3580.0,2179.0,1610.0,10003.0,126401.0,0.16608900147838024,6.0,경기도 남양주시
경기도,남양주시,2023,749473.0,10046.0,1.4985417856575447,106.0,65.0,3706.0,3678.0,2087.0,1612.0,9456.0,126401.0,0.25320759356743605,7.0,경기도 남양주시
경기도,남양주시,2024,760978.0,10494.0,1.5056522155665852,106.0,65.0,3706.0,3776.0,1996.0,1612.0,9729.0,126401.0,0.30009336097593037,7.0,경기도 남양주시
경기도,남양주시,2025,772222.0,10217.0,1.5032260273928393,106.0,65.0,3706.0,3874.0,1904.0,1612.0,9593.0,126401.0,0.32532649586447715,8.0,경기도 남양주시
경기도,남양주시,2026,783208.0,10388.0,1.5040538801569796,105.0,65.0,3706.0,3972.0,1813.0,1612.0,9661.0,126401.0,0.3389065465172951,8.0,경기도 남양주시
경기도,남양주시,2027,793945.0,10282.0,1.5037714040463008,105.0,65.0,3706.0,4070.0,1721.0,1612.0,9627.0,126401.0,0.34621510237243025,9.0,경기도 남양주시
경기도,남양주시,2028,804436.0,10348.0,1.5038677892449261,105.0,65.0,3706.0,4168.0,1630.0,1612.0,9644.0,126401.0,0.350148444747449,10.0,경기도 남양주시
경기도,남양주시,2029,814688.0,10307.0,1.5038349011309835,105.0,65.0,3706.0,4266.0,1538.0,1612.0,9636.0,126401.0,0.3522653037474726,10.0,경기도 남양주시
경기도,남양주시,2030,824707.0,10332.0,1.503846123061883,105.0,65.0,3706.0,4364.0,1447.0,1612.0,9640.0,126401.0,0.35340456181319324,11.0,경기도 남양주시
경기도,동두천시,2013,97557.0,382.0,0.393105223,20.0,11.0,814.0,659.0,569.0,371.0,202.0,17694.0,-0.995971352,0.055,경기도 동두천시
경기도,동두천시,2014,97595.0,38.0,0.038951587,19.0,11.0,784.0,675.0,565.0,350.0,-87.0,17322.0,-2.102407596,0.273,경기도 동두천시
경기도,동두천시,2015,97974.0,379.0,0.388339567,19.0,11.0,759.0,639.0,502.0,335.0,136.0,16913.0,-2.361159219,0.848,경기도 동두천시
경기도,동두천시,2016,98277.0,303.0,0.309265724,19.0,11.0,714.0,715.0,501.0,280.0,206.0,16556.0,-2.110802341,1.262,경기도 동두천시
경기도,동두천시,2017,97071.0,-1206.0,-1.227143686,19.0,11.0,583.0,748.0,423.0,290.0,-1017.0,15826.0,-4.409277603,1.66,경기도 동두천시
경기도,동두천시,2018,96226.0,-845.0,-0.870496853,19.0,11.0,464.0,802.0,433.0,251.0,-569.0,15247.0,-3.658536585,2.376,경기도 동두천시
경기도,동두천시,2019,94768.0,-1458.0,-1.515183007,19.0,11.0,426.0,815.0,361.0,290.0,-1153.0,14599.0,-4.250016397,2.635,경기도 동두천시
경기도,동두천시,2020,94353.0,-415.0,-0.437911531,18.0,11.0,393.0,785.0,327.0,282.0,-40.0,14052.0,-3.746831975,2.324,경기도 동두천시
경기도,동두천시,2021,94345.0,-933.0,-0.9376222343034624,18.0,11.0,356.0,785.0,298.0,301.0,-760.0,14156.0,-3.9652386071048897,2.0,경기도 동두천시
경기도,동두천시,2022,94343.0,-568.0,-0.5950259416842834,18.0,11.0,336.0,785.0,269.0,282.0,-190.0,14240.0,-3.855978734709623,2.0,경기도 동두천시
경기도,동두천시,2023,94342.0,-826.0,-0.8299062813297777,18.0,11.0,326.0,785.0,241.0,301.0,-641.0,14309.0,-3.9106369637239182,2.0,경기도 동두천시
경기도,동두천시,2024,94342.0,-644.0,-0.6688748424598102,18.0,11.0,321.0,785.0,212.0,282.0,-284.0,14366.0,-3.883293695482022,2.0,경기도 동두천시
경기도,동두천시,2025,94341.0,-772.0,-0.7792762678991212,18.0,11.0,318.0,785.0,183.0,301.0,-567.0,14412.0,-3.8969724101354504,2.0,경기도 동두천시
경기도,동두천시,2026,94341.0,-682.0,-0.7035862360360022,18.0,11.0,317.0,785.0,154.0,282.0,-343.0,14450.0,-3.8901295107089937,2.0,경기도 동두천시
경기도,동두천시,2027,94341.0,-745.0,-0.7554785091714542,18.0,11.0,316.0,785.0,125.0,301.0,-520.0,14480.0,-3.893552732389319,2.0,경기도 동두천시
경기도,동두천시,2028,94341.0,-701.0,-0.719901723894971,18.0,11.0,316.0,785.0,97.0,282.0,-380.0,14506.0,-3.8918402351067574,2.0,경기도 동두천시
경기도,동두천시,2029,94341.0,-732.0,-0.7442927858803493,18.0,11.0,315.0,785.0,68.0,301.0,-491.0,14526.0,-3.8926969271987817,2.0,경기도 동두천시
경기도,동두천시,2030,94341.0,-710.0,-0.7275705356783947,18.0,11.0,315.0,785.0,39.0,282.0,-403.0,14543.0,-3.8922683593125664,2.0,경기도 동두천시
경기도,부천시,2013,863720.0,-6224.0,-0.715448351,119.0,62.0,7221.0,3466.0,5653.0,2026.0,-10392.0,162389.0,-3.950481463,1.382,경기도 부천시
경기도,부천시,2014,855586.0,-8134.0,-0.941740379,122.0,62.0,7240.0,3453.0,5209.0,1988.0,-12366.0,154008.0,-5.161063865,1.516,경기도 부천시
경기도,부천시,2015,848987.0,-6599.0,-0.771284243,123.0,62.0,6909.0,3531.0,4982.0,1908.0,-10546.0,146448.0,-4.908835905,1.899,경기도 부천시
경기도,부천시,2016,851380.0,2393.0,0.281865329,124.0,62.0,6426.0,3619.0,4769.0,1800.0,-1157.0,140368.0,-4.15164427,1.304,경기도 부천시
경기도,부천시,2017,850329.0,-1051.0,-0.12344664,126.0,64.0,6059.0,3730.0,4459.0,1781.0,-3703.0,134960.0,-3.852729967,3.387,경기도 부천시
경기도,부천시,2018,843768.0,-6561.0,-0.771583705,126.0,64.0,5447.0,3916.0,4434.0,1769.0,-8617.0,129470.0,-4.067871962,3.582,경기도 부천시
경기도,부천시,2019,829996.0,-13772.0,-1.632202217,124.0,64.0,4747.0,3772.0,3646.0,1810.0,-15248.0,122296.0,-5.541051981,4.379,경기도 부천시
경기도,부천시,2020,818383.0,-11613.0,-1.399163369,125.0,64.0,4243.0,3935.0,3225.0,1658.0,-12575.0,116661.0,-4.607673186,4.116,경기도 부천시
경기도,부천시,2021,812458.0,-9784.0,-1.2207825220428643,125.0,64.0,3920.0,3982.0,3005.0,1619.0,-10724.0,113974.0,-4.531930812839522,5.0,경기도 부천시
경기도,부천시,2022,806629.0,-8532.0,-1.1013598099403306,125.0,64.0,3716.0,4029.0,2812.0,1579.0,-9601.0,111668.0,-4.523868372269446,4.0,경기도 부천시
경기도,부천시,2023,800892.0,-7675.0,-1.021408490002088,125.0,64.0,3588.0,4077.0,2643.0,1540.0,-8921.0,109689.0,-4.523010161135655,5.0,경기도 부천시
경기도,부천시,2024,795248.0,-7088.0,-0.9678825446661707,125.0,64.0,3507.0,4124.0,2494.0,1501.0,-8508.0,107990.0,-4.522918808356834,4.0,경기도 부천시
경기도,부천시,2025,789693.0,-6687.0,-0.9320479039583416,125.0,64.0,3456.0,4171.0,2364.0,1461.0,-8258.0,106533.0,-4.522909084257635,5.0,경기도 부천시
경기도,부천시,2026,784228.0,-6412.0,-0.9080572678920314,125.0,64.0,3424.0,4218.0,2251.0,1422.0,-8107.0,105282.0,-4.52290804917029,4.0,경기도 부천시
경기도,부천시,2027,778850.0,-6224.0,-0.8919959761503677,125.0,64.0,3404.0,4266.0,2151.0,1383.0,-8015.0,104208.0,-4.522907938989821,5.0,경기도 부천시
경기도,부천시,2028,773557.0,-6095.0,-0.8812432353019043,125.0,64.0,3391.0,4313.0,2063.0,1344.0,-7959.0,103286.0,-4.522907927261597,4.0,경기도 부천시
경기도,부천시,2029,768350.0,-6007.0,-0.87404447211312,125.0,64.0,3383.0,4360.0,1987.0,1304.0,-7925.0,102496.0,-4.52290792601318,5.0,경기도 부천시
경기도,부천시,2030,763226.0,-5947.0,-0.8692250319184275,125.0,64.0,3378.0,4407.0,1920.0,1265.0,-7905.0,101817.0,-4.522907925880292,4.0,경기도 부천시
경기도,성남시,2013,979534.0,919.0,0.093908227,120.0,66.0,8847.0,3881.0,7060.0,2065.0,-4537.0,181735.0,-3.126332623,1.361,경기도 성남시
경기도,성남시,2014,974608.0,-4926.0,-0.502892192,123.0,68.0,8718.0,3915.0,6862.0,2136.0,-10160.0,174549.0,-3.954109005,0.837,경기도 성남시
경기도,성남시,2015,971424.0,-3184.0,-0.326695451,125.0,68.0,8864.0,4105.0,6424.0,2050.0,-9070.0,167884.0,-3.818412022,1.348,경기도 성남시
경기도,성남시,2016,974580.0,3156.0,0.324883882,131.0,71.0,8312.0,4184.0,6050.0,1874.0,-2082.0,163645.0,-2.524957709,2.496,경기도 성남시
경기도,성남시,2017,967510.0,-7070.0,-0.725440703,131.0,72.0,7368.0,4174.0,5162.0,1843.0,-10510.0,158472.0,-3.161110941,3.385,경기도 성남시
경기도,성남시,2018,954347.0,-13163.0,-1.360502734,133.0,72.0,6453.0,4324.0,5228.0,1829.0,-15534.0,152763.0,-3.602529153,5.651,경기도 성남시
경기도,성남시,2019,942724.0,-11623.0,-1.217900826,127.0,72.0,5808.0,4253.0,4453.0,1796.0,-13381.0,146849.0,-3.871356284,5.036,경기도 성남시
경기도,성남시,2020,940064.0,-2660.0,-0.282161057,123.0,72.0,5110.0,4269.0,4269.0,1616.0,-3598.0,142820.0,-2.743634618,4.473,경기도 성남시
경기도,성남시,2021,934783.0,-3328.0,-0.36033109728359203,121.0,72.0,4789.0,4295.0,4337.0,1504.0,-5415.0,139983.0,-3.3770904934356003,4.0,경기도 성남시
경기도,성남시,2022,929567.0,-3636.0,-0.39651994941549273,121.0,72.0,4610.0,4319.0,4400.0,1483.0,-6215.0,137492.0,-3.3532349455768093,4.0,경기도 성남시
경기도,성남시,2023,924414.0,-3777.0,-0.41327359331631935,120.0,73.0,4509.0,4341.0,4457.0,1480.0,-6567.0,135305.0,-3.35413333042998,4.0,경기도 성남시
경기도,성남시,2024,919325.0,-3842.0,-0.42102969961481895,120.0,73.0,4453.0,4362.0,4510.0,1479.0,-6722.0,133385.0,-3.3540994978242824,4.0,경기도 성남시
경기도,성남시,2025,914297.0,-3873.0,-0.42462039219905473,120.0,73.0,4422.0,4381.0,4558.0,1479.0,-6791.0,131700.0,-3.3541007719388274,4.0,경기도 성남시
경기도,성남시,2026,909330.0,-3886.0,-0.4262827048000282,120.0,73.0,4404.0,4399.0,4602.0,1479.0,-6821.0,130220.0,-3.354100723956479,4.0,경기도 성남시
경기도,성남시,2027,904424.0,-3893.0,-0.4270522730987701,120.0,73.0,4394.0,4416.0,4642.0,1479.0,-6834.0,128921.0,-3.354100725763464,4.0,경기도 성남시
경기도,성남시,2028,899578.0,-3896.0,-0.427408545057535,120.0,73.0,4389.0,4431.0,4679.0,1479.0,-6840.0,127781.0,-3.354100725695414,4.0,경기도 성남시
경기도,성남시,2029,894791.0,-3897.0,-0.4275734813066109,120.0,73.0,4386.0,4446.0,4713.0,1479.0,-6842.0,126780.0,-3.3541007256979767,4.0,경기도 성남시
경기도,성남시,2030,890063.0,-3898.0,-0.42764983861060285,120.0,73.0,4384.0,4459.0,4744.0,1479.0,-6843.0,125901.0,-3.3541007256978803,4.0,경기도 성남시
경기도,수원시,2013,1148157.0,27899.0,2.490408459,182.0,95.0,11360.0,4395.0,8095.0,2436.0,20286.0,238154.0,-0.71497359,0.522,경기도 수원시
경기도,수원시,2014,1174228.0,26071.0,2.270682494,188.0,96.0,11628.0,4284.0,7986.0,2506.0,18258.0,234196.0,-1.661949831,1.238,경기도 수원시
경기도,수원시,2015,1184624.0,10396.0,0.88534765,191.0,97.0,12036.0,4368.0,7997.0,2426.0,1862.0,226910.0,-3.111069361,1.431,경기도 수원시
경기도,수원시,2016,1194041.0,9417.0,0.794935777,196.0,97.0,10940.0,4495.0,7765.0,2263.0,2235.0,220542.0,-2.806399013,1.835,경기도 수원시
경기도,수원시,2017,1202628.0,8587.0,0.719154535,197.0,97.0,9497.0,4644.0,7112.0,2324.0,3312.0,214748.0,-2.627163987,3.067,경기도 수원시
경기도,수원시,2018,1201166.0,-1462.0,-0.121567101,195.0,97.0,8832.0,4993.0,6902.0,2308.0,-5758.0,209367.0,-2.505727644,3.493,경기도 수원시
경기도,수원시,2019,1194465.0,-6701.0,-0.557874599,192.0,99.0,7791.0,4939.0,6026.0,2329.0,-11068.0,202485.0,-3.287050968,3.964,경기도 수원시
경기도,수원시,2020,1186078.0,-8387.0,-0.702155358,189.0,99.0,6814.0,4913.0,5539.0,2285.0,-11314.0,195221.0,-3.587426229,4.085,경기도 수원시
경기도,수원시,2021,1186079.0,-6565.0,-1.0827651111345855,187.0,99.0,6585.0,4959.0,5315.0,2300.0,-11477.0,191252.0,-3.8433829395655588,5.0,경기도 수원시
경기도,수원시,2022,1186078.0,-5072.0,-1.4633402121176504,185.0,99.0,6505.0,5005.0,5181.0,2308.0,-11427.0,187581.0,-4.099312393004378,5.0,경기도 수원시
경기도,수원시,2023,1186079.0,-3849.0,-1.8438806641040577,183.0,99.0,6477.0,5050.0,5101.0,2313.0,-11443.0,184186.0,-4.3552145922191,5.0,경기도 수원시
경기도,수원시,2024,1186078.0,-2847.0,-2.224386470248383,182.0,99.0,6467.0,5096.0,5053.0,2316.0,-11438.0,181047.0,-4.611089540112059,6.0,경기도 수원시
경기도,수원시,2025,1186079.0,-2027.0,-2.6048576337049147,182.0,99.0,6464.0,5142.0,5025.0,2317.0,-11439.0,178143.0,-4.86693723958528,6.0,경기도 수원시
경기도,수원시,2026,1186078.0,-1354.0,-2.9852941576276546,181.0,99.0,6462.0,5188.0,5008.0,2318.0,-11439.0,175459.0,-5.122757693540478,7.0,경기도 수원시
경기도,수원시,2027,1186079.0,-804.0,-3.365696045170316,180.0,99.0,6462.0,5233.0,4998.0,2319.0,-11439.0,172976.0,-5.378550904879061,7.0,경기도 수원시
경기도,수원시,2028,1186078.0,-352.0,-3.746063299486327,180.0,99.0,6462.0,5279.0,4992.0,2319.0,-11439.0,170680.0,-5.634316876502127,8.0,경기도 수원시
경기도,수원시,2029,1186079.0,17.0,-4.126395923728827,180.0,99.0,6462.0,5325.0,4988.0,2319.0,-11439.0,168556.0,-5.890055611310464,8.0,경기도 수원시
경기도,수원시,2030,1186078.0,320.0,-4.506693921050669,179.0,99.0,6462.0,5370.0,4986.0,2320.0,-11439.0,166592.0,-6.145767112204552,9.0,경기도 수원시
경기도,시흥시,2013,396765.0,-2720.0,-0.680876629,60.0,36.0,3533.0,1400.0,2476.0,1218.0,-5100.0,86811.0,-3.199152542,1.188,경기도 시흥시
경기도,시흥시,2014,394639.0,-2126.0,-0.535833554,61.0,37.0,3263.0,1357.0,2388.0,1200.0,-4321.0,83849.0,-3.412009999,1.437,경기도 시흥시
경기도,시흥시,2015,398256.0,3617.0,0.916533845,61.0,37.0,3346.0,1414.0,2387.0,1130.0,1410.0,81527.0,-2.769263796,1.321,경기도 시흥시
경기도,시흥시,2016,402888.0,4632.0,1.16307099,63.0,38.0,3069.0,1496.0,2195.0,1111.0,2734.0,79472.0,-2.520637335,2.325,경기도 시흥시
경기도,시흥시,2017,419664.0,16776.0,4.163936379,67.0,40.0,2812.0,1534.0,2303.0,1056.0,15289.0,79207.0,-0.333450775,3.345,경기도 시흥시
경기도,시흥시,2018,448687.0,29023.0,6.915770712,72.0,44.0,3185.0,1658.0,2582.0,1170.0,27188.0,81356.0,2.71314404,3.464,경기도 시흥시
경기도,시흥시,2019,473682.0,24995.0,5.570698505,74.0,46.0,3309.0,1705.0,2596.0,1240.0,23056.0,82511.0,1.419686317,3.974,경기도 시흥시
경기도,시흥시,2020,500895.0,27213.0,5.744993477,75.0,46.0,3211.0,1857.0,2534.0,1297.0,25378.0,84267.0,2.128201088,3.904,경기도 시흥시
경기도,시흥시,2021,515497.0,27821.0,6.3313009099218505,76.0,46.0,3191.0,1943.0,2512.0,1316.0,29427.0,84071.0,2.491010832534972,4.0,경기도 시흥시
경기도,시흥시,2022,530098.0,28143.0,6.095454368004084,76.0,46.0,3205.0,2022.0,2525.0,1324.0,28363.0,83976.0,2.853586616565376,4.0,경기도 시흥시
경기도,시흥시,2023,544698.0,28314.0,6.190325400181469,77.0,46.0,3195.0,2093.0,2517.0,1327.0,28643.0,83930.0,3.215928590962347,4.0,경기도 시흥시
경기도,시흥시,2024,559296.0,28405.0,6.152162819237032,77.0,46.0,3203.0,2158.0,2521.0,1328.0,28569.0,83908.0,3.5780369064997286,4.0,경기도 시흥시
경기도,시흥시,2025,573893.0,28453.0,6.167514002321218,77.0,46.0,3197.0,2217.0,2519.0,1328.0,28588.0,83897.0,3.939911713854137,4.0,경기도 시흥시
경기도,시흥시,2026,588488.0,28479.0,6.161338874322739,77.0,46.0,3201.0,2271.0,2520.0,1329.0,28583.0,83892.0,4.301553163605024,4.0,경기도 시흥시
경기도,시흥시,2027,603083.0,28492.0,6.163822865659985,77.0,46.0,3198.0,2319.0,2520.0,1329.0,28585.0,83890.0,4.662961406234738,4.0,경기도 시흥시
경기도,시흥시,2028,617676.0,28500.0,6.162823661600566,77.0,46.0,3200.0,2364.0,2520.0,1329.0,28584.0,83889.0,5.02413659212859,4.0,경기도 시흥시
경기도,시흥시,2029,632267.0,28503.0,6.163225598892934,77.0,46.0,3199.0,2404.0,2520.0,1329.0,28584.0,83888.0,5.385078871574911,4.0,경기도 시흥시
경기도,시흥시,2030,646857.0,28506.0,6.163063916616452,77.0,46.0,3200.0,2441.0,2520.0,1329.0,28584.0,83888.0,5.745788394765119,4.0,경기도 시흥시
경기도,안산시,2013,713666.0,-1442.0,-0.201647863,96.0,54.0,6122.0,2554.0,4804.0,2227.0,-5460.0,154717.0,-3.406919975,1.074,경기도 안산시
경기도,안산시,2014,707876.0,-5790.0,-0.811303887,98.0,54.0,5953.0,2719.0,4351.0,2098.0,-9575.0,147379.0,-4.74285308,1.529,경기도 안산시
경기도,안산시,2015,697885.0,-9991.0,-1.411405387,99.0,54.0,5880.0,2586.0,4327.0,2104.0,-13780.0,139250.0,-5.515711194,1.68,경기도 안산시
경기도,안산시,2016,689859.0,-8026.0,-1.150046211,100.0,54.0,5131.0,2703.0,3944.0,1982.0,-11080.0,132010.0,-5.199281867,2.314,경기도 안산시
경기도,안산시,2017,677710.0,-12149.0,-1.761084511,98.0,54.0,4381.0,2790.0,3517.0,1902.0,-14256.0,124229.0,-5.894250436,3.08,경기도 안산시
경기도,안산시,2018,660343.0,-17367.0,-2.562600522,98.0,54.0,3747.0,2960.0,3589.0,1846.0,-18632.0,115700.0,-6.865546692,2.673,경기도 안산시
경기도,안산시,2019,650918.0,-9425.0,-1.427288545,94.0,54.0,3621.0,2958.0,3332.0,1866.0,-10549.0,108689.0,-6.059636992,3.696,경기도 안산시
경기도,안산시,2020,654915.0,3997.0,0.614055841,90.0,55.0,3539.0,3073.0,2918.0,1803.0,3055.0,104425.0,-3.923120095,3.673,경기도 안산시
경기도,안산시,2021,654915.0,11624.0,1.7018692165662668,87.0,55.0,3498.0,3130.0,2738.0,1752.0,10432.0,101798.0,-2.406985220664708,4.0,경기도 안산시
