행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),행정구역
강원특별자치도,강릉시,2033,199243.0,35.0,43.0,500.0,2920.0,381.0,344.0,17753.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2034,198162.0,35.0,44.0,475.0,3014.0,351.0,338.0,17009.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2035,197087.0,35.0,44.0,450.0,3111.0,339.0,333.0,16300.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2036,196017.0,35.0,45.0,428.0,3211.0,313.0,328.0,15618.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2037,194953.0,34.0,46.0,406.0,3315.0,301.0,323.0,14967.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2038,193895.0,34.0,46.0,385.0,3421.0,279.0,318.0,14341.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2039,192843.0,34.0,47.0,366.0,3531.0,268.0,313.0,13742.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2040,191797.0,34.0,48.0,347.0,3645.0,248.0,308.0,13168.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2041,190756.0,33.0,48.0,329.0,3762.0,238.0,303.0,12618.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2042,189721.0,33.0,49.0,313.0,3884.0,221.0,298.0,12091.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2043,188691.0,33.0,50.0,297.0,4009.0,212.0,293.0,11586.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2044,187667.0,33.0,51.0,282.0,4137.0,197.0,289.0,11101.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2045,186649.0,33.0,51.0,267.0,4271.0,188.0,284.0,10638.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2046,185636.0,32.0,52.0,254.0,4408.0,175.0,280.0,10193.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2047,184629.0,32.0,53.0,241.0,4550.0,168.0,276.0,9767.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2048,183627.0,32.0,54.0,228.0,4697.0,156.0,271.0,9359.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2049,182631.0,32.0,54.0,217.0,4848.0,149.0,267.0,8968.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2050,181639.0,32.0,55.0,206.0,5004.0,139.0,263.0,8594.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2051,180654.0,31.0,56.0,195.0,5165.0,133.0,259.0,8235.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2052,179673.0,31.0,57.0,185.0,5331.0,124.0,255.0,7891.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2053,178698.0,31.0,58.0,176.0,5503.0,118.0,251.0,7561.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2054,177729.0,31.0,59.0,167.0,5680.0,110.0,247.0,7245.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2055,176764.0,31.0,59.0,159.0,5863.0,105.0,243.0,6942.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2056,175805.0,30.0,60.0,150.0,6052.0,98.0,239.0,6652.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2057,174851.0,30.0,61.0,143.0,6246.0,93.0,235.0,6375.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2058,173902.0,30.0,62.0,136.0,6447.0,87.0,232.0,6108.0,강원특별자치도 강릉시
강원특별자치도,강릉시,2059,172959.0,30.0,63.0,129.0,6655.0,83.0,228.0,5853.0,강원특별자치도 강릉시
강원특별자치도,고성군,2010,46368.99999999999,11.299999999999999,13.399999999999999,328.99999999999994,384.9,256.4,131.49999999999997,4765.0,강원특별자치도 고성군
강원특별자치도,고성군,2011,46163.399999999994,11.299999999999999,13.399999999999999,349.19999999999993,348.5999999999999,240.09999999999997,116.49999999999997,4834.0,강원특별자치도 고성군
강원특별자치도,고성군,2012,46160.49999999999,11.299999999999999,13.399999999999999,326.49999999999994,384.5,254.39999999999998,107.19999999999999,4762.0,강원특별자치도 고성군
강원특별자치도,고성군,2013,46211.29999999999,11.299999999999999,13.399999999999999,292.19999999999993,370.49999999999994,244.59999999999997,118.09999999999998,4672.0,강원특별자치도 고성군
강원특별자치도,고성군,2014,45917.899999999994,11.299999999999999,13.399999999999999,293.29999999999995,365.5999999999999,236.89999999999998,123.09999999999998,4317.0,강원특별자치도 고성군
강원특별자치도,고성군,2015,45639.59999999999,10.399999999999999,13.399999999999999,297.0999999999999,395.9,234.29999999999995,114.49999999999997,4070.0,강원특별자치도 고성군
강원특별자치도,고성군,2016,45617.7,10.399999999999999,13.399999999999999,257.99999999999994,387.0999999999999,230.49999999999997,104.59999999999998,3874.0,강원특별자치도 고성군
강원특별자치도,고성군,2017,45702.2,10.399999999999999,13.399999999999999,209.39999999999998,390.99999999999994,203.29999999999995,93.6,3736.0,강원특별자치도 고성군
강원특별자치도,고성군,2018,44205.399999999994,10.399999999999999,13.399999999999999,198.99999999999994,411.49999999999994,201.2,115.59999999999998,3165.0,강원특별자치도 고성군
강원특별자치도,고성군,2019,43617.799999999996,10.999999999999998,12.7,213.09999999999997,378.29999999999995,185.79999999999998,103.19999999999999,2952.0,강원특별자치도 고성군
강원특별자치도,고성군,2020,43529.399999999994,10.7,12.7,193.09999999999997,413.9,162.2,109.79999999999998,2750.0,강원특별자치도 고성군
강원특별자치도,고성군,2021,43911.59999999999,10.399999999999999,12.7,179.09999999999997,428.49999999999994,156.59999999999997,100.49999999999999,2711.0,강원특별자치도 고성군
강원특별자치도,고성군,2022,43933.59999999999,10.399999999999999,12.7,186.99999999999997,471.5999999999999,170.39999999999998,99.39999999999998,2651.0,강원특별자치도 고성군
강원특별자치도,고성군,2023,43885.69999999999,11.399999999999999,13.699999999999998,171.39999999999998,483.5999999999999,188.39999999999998,98.29999999999998,2553.0,강원특별자치도 고성군
강원특별자치도,고성군,2024,43757.399999999994,11.399999999999999,13.699999999999998,166.7,520.6999999999999,207.7,95.99999999999999,2446.0,강원특별자치도 고성군
강원특별자치도,고성군,2025,43644.99999999999,11.099999999999998,13.699999999999998,155.7,542.8,234.39999999999998,94.39999999999998,2339.0,강원특별자치도 고성군
강원특별자치도,고성군,2026,43526.99999999999,11.099999999999998,13.699999999999998,148.79999999999998,580.8999999999999,265.29999999999995,91.79999999999998,2235.0,강원특별자치도 고성군
강원특별자치도,고성군,2027,43407.59999999999,11.099999999999998,13.699999999999998,141.5,610.8999999999999,306.29999999999995,90.19999999999999,2136.0,강원특별자치도 고성군
강원특별자치도,고성군,2028,43289.2,11.099999999999998,12.999999999999998,134.2,652.3,357.09999999999997,88.6,2040.0,강원특별자치도 고성군
강원특별자치도,고성군,2029,43171.49999999999,11.099999999999998,12.999999999999998,127.19999999999999,690.3999999999999,420.09999999999997,86.99999999999999,1949.0,강원특별자치도 고성군
강원특별자치도,고성군,2030,43054.899999999994,10.799999999999997,12.999999999999998,121.19999999999997,736.9999999999999,498.19999999999993,84.69999999999999,1862.0,강원특별자치도 고성군
강원특별자치도,고성군,2031,42938.59999999999,10.799999999999997,12.999999999999998,114.49999999999999,783.6999999999998,595.5,83.09999999999998,1779.0,강원특별자치도 고성군
강원특별자치도,고성군,2032,42823.7,10.799999999999997,12.999999999999998,108.79999999999998,837.6999999999998,716.5999999999999,81.49999999999999,1699.0,강원특별자치도 고성군
강원특별자치도,고성군,2033,42709.2,10.799999999999997,12.999999999999998,103.39999999999998,893.7999999999998,865.6999999999999,79.89999999999999,1623.0,강원특별자치도 고성군
강원특별자치도,고성군,2034,42596.399999999994,10.799999999999997,12.999999999999998,97.99999999999999,957.0999999999999,1050.8,78.29999999999998,1550.0,강원특별자치도 고성군
강원특별자치도,고성군,2035,42484.29999999999,10.799999999999997,12.999999999999998,92.89999999999998,1024.6999999999998,1279.7,76.69999999999999,1481.0,강원특별자치도 고성군
강원특별자치도,고성군,2036,42373.59999999999,10.499999999999998,12.999999999999998,88.79999999999998,1098.6999999999998,1562.7999999999997,75.1,1414.0,강원특별자치도 고성군
강원특별자치도,고성군,2037,42263.59999999999,10.499999999999998,12.999999999999998,83.99999999999999,1178.5999999999997,1911.6999999999998,73.49999999999999,1351.0,강원특별자치도 고성군
강원특별자치도,고성군,2038,42154.299999999996,10.499999999999998,12.999999999999998,79.89999999999998,1267.3999999999996,2343.2,72.19999999999999,1290.0,강원특별자치도 고성군
강원특별자치도,고성군,2039,42046.399999999994,10.499999999999998,12.999999999999998,76.1,1362.9999999999998,2876.5,70.6,1233.0,강원특별자치도 고성군
강원특별자치도,고성군,2040,41939.2,10.499999999999998,12.999999999999998,71.6,1468.2999999999997,3534.0999999999995,68.99999999999999,1177.0,강원특별자치도 고성군
강원특별자치도,고성군,2041,41832.7,10.499999999999998,12.299999999999997,67.79999999999998,1582.1999999999998,4346.7,67.69999999999999,1125.0,강원특별자치도 고성군
강원특별자치도,고성군,2042,41727.59999999999,10.199999999999998,12.299999999999997,64.6,1706.9999999999998,5349.7,66.1,1074.0,강원특별자치도 고성군
강원특별자치도,고성군,2043,41623.49999999999,10.199999999999998,12.299999999999997,61.8,1843.4999999999998,6587.9,64.79999999999998,1026.0,강원특별자치도 고성군
강원특별자치도,고성군,2044,41519.799999999996,10.199999999999998,12.299999999999997,58.59999999999999,1992.2999999999995,8115.9,63.19999999999999,980.0,강원특별자치도 고성군
강원특별자치도,고성군,2045,41417.49999999999,10.199999999999998,12.299999999999997,55.39999999999999,2154.8999999999996,10000.9,62.59999999999999,936.0,강원특별자치도 고성군
강원특별자치도,고성군,2046,41316.19999999999,10.199999999999998,12.299999999999997,52.89999999999999,2332.1999999999994,12328.3,61.3,894.0,강원특별자치도 고성군
강원특별자치도,고성군,2047,41215.29999999999,10.199999999999998,12.299999999999997,49.999999999999986,2526.9999999999995,15201.3,59.69999999999999,854.0,강원특별자치도 고성군
강원특별자치도,고성군,2048,41115.399999999994,10.199999999999998,12.299999999999997,47.49999999999999,2738.7999999999993,18745.6,58.39999999999999,816.0,강원특별자치도 고성군
강원특별자치도,고성군,2049,41016.59999999999,10.199999999999998,12.299999999999997,44.89999999999999,2971.0999999999995,23120.1,57.79999999999999,779.0,강원특별자치도 고성군
강원특별자치도,고성군,2050,40918.799999999996,9.899999999999999,12.299999999999997,42.699999999999996,3224.999999999999,28520.499999999996,56.499999999999986,744.0,강원특별자치도 고성군
강원특별자치도,고성군,2051,40821.399999999994,9.899999999999999,12.299999999999997,40.79999999999999,3502.599999999999,35188.49999999999,55.19999999999999,711.0,강원특별자치도 고성군
강원특별자치도,고성군,2052,40725.7,9.899999999999999,12.299999999999997,38.89999999999999,3806.6999999999994,43419.299999999996,53.89999999999999,679.0,강원특별자치도 고성군
강원특별자치도,고성군,2053,40630.7,9.899999999999999,12.299999999999997,36.3,4138.599999999999,53577.2,53.3,648.0,강원특별자치도 고성군
강원특별자치도,고성군,2054,40536.399999999994,9.899999999999999,12.299999999999997,34.39999999999999,4502.4,66113.7,51.99999999999999,619.0,강원특별자치도 고성군
강원특별자치도,고성군,2055,40442.79999999999,9.899999999999999,11.599999999999998,32.8,4900.4,81584.9,50.69999999999999,591.0,강원특별자치도 고성군
강원특별자치도,고성군,2056,40350.29999999999,9.899999999999999,11.599999999999998,30.9,5335.899999999999,100682.5,50.09999999999999,565.0,강원특별자치도 고성군
강원특별자치도,고성군,2057,40258.09999999999,9.899999999999999,11.599999999999998,29.299999999999994,5812.899999999999,124252.7,48.8,540.0,강원특별자치도 고성군
강원특별자치도,고성군,2058,40167.299999999996,9.899999999999999,11.599999999999998,28.399999999999995,6334.199999999999,153341.0,48.19999999999999,515.0,강원특별자치도 고성군
강원특별자치도,고성군,2059,40077.49999999999,9.599999999999998,11.599999999999998,26.799999999999997,6905.699999999999,189233.99999999997,46.89999999999999,492.0,강원특별자치도 고성군
강원특별자치도,동해시,2010,88279.0,22.099999999999998,15.8,680.3,639.7,476.3,211.1,19184.0,강원특별자치도 동해시
강원특별자치도,동해시,2011,88756.40000000001,21.4,15.5,696.3,598.9000000000001,480.6,189.1,19138.0,강원특별자치도 동해시
강원특별자치도,동해시,2012,87466.79999999999,20.799999999999997,15.5,694.9,629.5,444.8,196.4,18271.0,강원특별자치도 동해시
강원특별자치도,동해시,2013,88507.0,20.799999999999997,15.5,639.7,633.5,431.59999999999997,224.29999999999998,18273.0,강원특별자치도 동해시
강원특별자치도,동해시,2014,87887.6,21.1,15.5,617.5,606.6,437.5,220.6,17512.0,강원특별자치도 동해시
강원특별자치도,동해시,2015,86978.20000000001,20.799999999999997,15.5,593.2,662.1,433.3,185.1,16903.0,강원특별자치도 동해시
강원특별자치도,동해시,2016,86187.6,18.0,15.5,577.7,630.4000000000001,399.6,180.79999999999998,16231.0,강원특별자치도 동해시
강원특별자치도,동해시,2017,85549.9,17.299999999999997,15.5,493.8,623.5,375.5,189.2,15703.0,강원특별자치도 동해시
강원특별자치도,동해시,2018,84388.2,17.0,15.5,432.7,711.8,351.90000000000003,175.3,15142.0,강원특별자치도 동해시
강원특별자치도,동해시,2019,83533.79999999999,17.0,15.5,405.2,623.4,344.5,227.89999999999998,14536.0,강원특별자치도 동해시
강원특별자치도,동해시,2020,82988.0,17.299999999999997,15.5,390.2,681.3,291.29999999999995,189.6,14221.0,강원특별자치도 동해시
강원특별자치도,동해시,2021,82085.4,17.299999999999997,15.2,381.5,680.0,291.6,170.5,13709.0,강원특별자치도 동해시
강원특별자치도,동해시,2022,81634.7,15.600000000000001,15.2,350.3,825.4,267.0,159.7,13210.0,강원특별자치도 동해시
강원특별자치도,동해시,2023,81234.7,15.9,16.200000000000003,326.5,761.8,264.3,160.1,12784.0,강원특별자치도 동해시
강원특별자치도,동해시,2024,80720.1,15.9,15.9,307.8,835.9,242.4,156.2,12331.0,강원특별자치도 동해시
강원특별자치도,동해시,2025,80240.6,14.899999999999999,15.9,290.5,808.1,234.8,152.79999999999998,11924.0,강원특별자치도 동해시
강원특별자치도,동해시,2026,79725.59999999999,14.899999999999999,15.9,275.29999999999995,857.3,218.4,149.5,11507.0,강원특별자치도 동해시
강원특별자치도,동해시,2027,79214.9,14.2,15.600000000000001,260.4,849.4,209.7,146.5,11123.0,강원특별자치도 동해시
강원특별자치도,동해시,2028,78696.4,14.2,15.600000000000001,247.20000000000002,884.5999999999999,196.1,143.5,10737.0,강원특별자치도 동해시
강원특별자치도,동해시,2029,78187.3,13.5,15.600000000000001,233.7,891.3999999999999,187.7,141.2,10376.0,강원특별자치도 동해시
강원특별자치도,동해시,2030,77681.6,13.2,15.3,222.2,917.4000000000001,176.5,138.2,10019.0,강원특별자치도 동해시
강원특별자치도,동해시,2031,77174.6,13.2,15.3,210.39999999999998,930.1,167.7,135.5,9680.0,강원특별자치도 동해시
강원특별자치도,동해시,2032,76672.4,12.5,15.3,198.9,952.5999999999999,158.2,132.5,9348.0,강원특별자치도 동해시
강원특별자치도,동해시,2033,76176.0,12.5,15.3,188.8,968.4000000000001,150.1,129.5,9031.0,강원특별자치도 동해시
강원특별자치도,동해시,2034,75689.6,11.8,15.0,178.7,990.5,142.3,127.5,8722.0,강원특별자치도 동해시
강원특별자치도,동해시,2035,75198.5,11.5,15.0,169.6,1007.7,134.9,124.8,8426.0,강원특별자치도 동해시
강원특별자치도,동해시,2036,74714.1,11.5,15.0,160.5,1030.1,127.1,122.5,8138.0,강원특별자치도 동해시
강원특별자치도,동해시,2037,74232.4,10.8,15.0,152.4,1049.0,121.0,119.8,7861.0,강원특별자치도 동해시
강원특별자치도,동해시,2038,73755.9,10.8,14.700000000000001,144.0,1071.0,113.9,117.80000000000001,7593.0,강원특별자치도 동해시
강원특별자치도,동해시,2039,73286.4,10.8,14.700000000000001,136.6,1091.9,108.5,115.1,7335.0,강원특별자치도 동해시
강원특별자치도,동해시,2040,72810.5,9.8,14.700000000000001,129.89999999999998,1113.9,102.4,113.1,7084.0,강원특별자치도 동해시
강원특별자치도,동해시,2041,72344.3,9.8,14.700000000000001,122.8,1135.5,97.0,111.1,6843.0,강원특별자치도 동해시
강원특별자치도,동해시,2042,71882.9,9.8,14.4,116.8,1158.8,91.9,108.4,6610.0,강원특별자치도 동해시
강원특별자치도,동해시,2043,71418.9,9.8,14.4,110.4,1181.4,87.19999999999999,106.4,6385.0,강원특별자치도 동해시
강원특별자치도,동해시,2044,70961.7,9.100000000000001,14.4,104.7,1205.0,82.1,104.39999999999999,6167.0,강원특별자치도 동해시
강원특별자치도,동해시,2045,70505.8,9.100000000000001,14.4,99.0,1229.3,77.7,102.7,5957.0,강원특별자치도 동해시
강원특별자치도,동해시,2046,70055.0,8.8,14.4,94.3,1253.9,74.0,100.69999999999999,5754.0,강원특별자치도 동해시
강원특별자치도,동해시,2047,69606.0,8.8,14.100000000000001,89.3,1278.5,69.6,98.0,5558.0,강원특별자치도 동해시
강원특별자치도,동해시,2048,69160.7,8.1,14.100000000000001,84.6,1304.1,66.2,96.3,5369.0,강원특별자치도 동해시
강원특별자치도,동해시,2049,68717.0,8.1,14.100000000000001,80.6,1330.4,62.5,94.3,5186.0,강원특별자치도 동해시
강원특별자치도,동해시,2050,68277.9,8.1,14.100000000000001,75.9,1357.0,59.099999999999994,92.6,5009.0,강원특별자치도 동해시
강원특별자치도,동해시,2051,67841.09999999999,8.1,14.100000000000001,71.9,1383.9,56.4,90.6,4838.0,강원특별자치도 동해시
강원특별자치도,동해시,2052,67406.9,7.8,13.8,68.9,1411.5,52.7,88.9,4673.0,강원특별자치도 동해시
강원특별자치도,동해시,2053,66975.9,7.1000000000000005,13.8,64.9,1439.1,50.0,87.89999999999999,4514.0,강원특별자치도 동해시
강원특별자치도,동해시,2054,66547.6,7.1000000000000005,13.8,61.900000000000006,1468.0,47.599999999999994,85.89999999999999,4360.0,강원특별자치도 동해시
강원특별자치도,동해시,2055,66123.2,7.1000000000000005,13.8,58.900000000000006,1497.6,44.900000000000006,84.2,4212.0,강원특별자치도 동해시
강원특별자치도,동해시,2056,65700.79999999999,7.1000000000000005,13.8,55.9,1527.5,42.89999999999999,82.5,4068.0,강원특별자치도 동해시
강원특별자치도,동해시,2057,65281.6,7.1000000000000005,13.5,52.9,1558.1,40.199999999999996,80.8,3930.0,강원특별자치도 동해시
강원특별자치도,동해시,2058,64864.4,6.1000000000000005,13.5,49.900000000000006,1589.0,38.5,79.8,3796.0,강원특별자치도 동해시
강원특별자치도,동해시,2059,64450.8,6.1000000000000005,13.5,47.6,1620.6,35.8,78.1,3666.0,강원특별자치도 동해시
강원특별자치도,삼척시,2010,79003.0,20.900000000000002,18.200000000000003,564.7,611.3000000000001,408.70000000000005,181.9,13494.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2011,79359.6,20.6,17.5,568.7,604.1,425.4,171.9,13410.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2012,78893.20000000001,19.200000000000003,17.5,596.1,595.5,371.20000000000005,187.6,13135.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2013,79659.0,19.200000000000003,17.5,523.3,591.5,368.4,180.7,12966.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2014,78988.4,19.9,17.5,503.5,615.4,379.5,189.4,12461.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2015,77755.8,19.200000000000003,17.5,494.8,636.9,377.70000000000005,163.9,11764.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2016,76708.4,18.0,17.5,465.3,617.6,336.4,163.20000000000002,11262.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2017,75815.1,17.7,17.5,404.2,621.5,317.5,150.8,10751.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2018,75209.8,17.0,17.5,380.3,686.2,321.1,155.7,10178.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2019,74216.20000000001,17.0,17.5,382.8,622.6,294.5,193.10000000000002,9588.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2020,72848.0,17.7,17.5,371.8,653.7,243.7,158.4,8756.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2021,71424.6,17.7,16.8,327.5,680.0,228.4,148.5,8350.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2022,71246.3,16.4,16.8,318.70000000000005,784.5999999999999,223.0,127.30000000000001,8113.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2023,70894.3,17.1,17.8,300.5,768.1999999999999,216.7,130.9,7834.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2024,70410.9,17.1,17.1,286.20000000000005,809.0999999999999,201.6,125.80000000000001,7546.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2025,69945.4,16.1,17.1,272.5,806.9,193.2,123.19999999999999,7263.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2026,69426.4,16.1,17.1,259.7,837.6999999999999,181.60000000000002,119.5,6994.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2027,68892.1,15.799999999999999,16.4,247.60000000000002,844.5999999999999,173.3,116.5,6733.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2028,68347.6,15.799999999999999,16.4,236.8,869.4,162.9,113.5,6483.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2029,67815.7,15.5,16.4,225.3,882.5999999999999,155.3,110.80000000000001,6242.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2030,67286.40000000001,14.8,15.7,215.8,904.6,146.5,107.8,6010.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2031,66755.4,14.8,15.7,205.59999999999997,920.9,139.3,105.5,5788.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2032,66227.6,14.5,15.7,196.1,941.4,131.8,102.5,5574.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2033,65704.0,14.5,15.7,187.2,959.5999999999999,124.9,99.5,5369.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2034,65194.4,14.2,15.0,178.3,980.5,118.69999999999999,97.5,5171.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2035,64688.5,13.5,15.0,170.4,999.3,112.10000000000001,95.2,4981.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2036,64184.9,13.5,15.0,162.5,1020.9,105.9,92.5,4797.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2037,63687.6,13.2,15.0,155.6,1041.0,101.0,90.2,4621.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2038,63197.100000000006,13.2,14.3,148.0,1063.0,95.1,88.2,4451.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2039,62709.6,13.2,14.3,141.4,1085.1,90.5,85.9,4287.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2040,62220.5,12.2,14.3,135.1,1107.1,85.6,83.9,4129.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2041,61740.7,12.2,14.3,129.2,1129.5,81.0,81.9,3977.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2042,61264.100000000006,12.2,13.600000000000001,123.2,1153.2,77.1,79.6,3830.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2043,60788.100000000006,12.2,13.600000000000001,117.6,1176.6,72.80000000000001,77.6,3688.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2044,60317.3,11.899999999999999,13.600000000000001,112.3,1201.0,68.9,75.6,3551.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2045,59852.2,11.899999999999999,13.600000000000001,107.0,1225.7,65.3,74.3,3420.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2046,59391.0,11.2,13.600000000000001,102.7,1251.1,62.0,72.30000000000001,3293.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2047,58934.0,11.2,12.899999999999999,97.7,1276.5,58.400000000000006,70.0,3171.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2048,58480.3,10.9,12.899999999999999,93.4,1302.9,55.8,68.7,3053.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2049,58029.0,10.9,12.899999999999999,89.39999999999999,1329.6,52.5,66.7,2940.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2050,57583.1,10.9,12.899999999999999,85.1,1357.0,49.900000000000006,65.4,2831.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2051,57139.899999999994,10.9,12.899999999999999,81.1,1385.1,47.6,63.400000000000006,2726.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2052,56700.100000000006,10.2,12.2,78.1,1413.5,44.3,62.1,2625.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2053,56265.100000000006,9.899999999999999,12.2,74.1,1441.9,42.0,61.10000000000001,2528.0,강원특별자치도 삼척시
강원특별자치도,삼척시,2054,55832.4,9.899999999999999,12.2,71.1,1472.0,40.400000000000006,59.1,2434.0,강원특별자치도 삼척시
