연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,Type,DataSetID
2013,216806.0,-935.0,-0.429409252,40.0,35.0,1460.0,1471.0,1026.0,528.0,-942.0,40758.0,-1.998124504,1.514,Train,1
2014,215807.0,-999.0,-0.460780606,41.0,35.0,1298.0,1539.0,983.0,473.0,-810.0,39345.0,-3.466804063,1.739,Train,1
2015,214560.0,-1247.0,-0.577831118,44.0,35.0,1402.0,1553.0,977.0,481.0,-1185.0,37605.0,-4.42241708,2.787,Train,1
2016,213846.0,-714.0,-0.332774049,38.0,35.0,1236.0,1545.0,920.0,465.0,-497.0,36113.0,-3.967557506,2.626,Train,1
2017,213952.0,106.0,0.049568381,38.0,35.0,1084.0,1529.0,924.0,444.0,540.0,34780.0,-3.691191538,4.07,Train,1
2018,212957.0,-995.0,-0.465057583,38.0,35.0,1036.0,1678.0,876.0,433.0,-392.0,33550.0,-3.536515239,3.292,Predict,1
2014,215807.0,-999.0,-0.460780606,41.0,35.0,1298.0,1539.0,983.0,473.0,-810.0,39345.0,-3.466804063,1.739,Train,2
2015,214560.0,-1247.0,-0.577831118,44.0,35.0,1402.0,1553.0,977.0,481.0,-1185.0,37605.0,-4.42241708,2.787,Train,2
2016,213846.0,-714.0,-0.332774049,38.0,35.0,1236.0,1545.0,920.0,465.0,-497.0,36113.0,-3.967557506,2.626,Train,2
2017,213952.0,106.0,0.049568381,38.0,35.0,1084.0,1529.0,924.0,444.0,540.0,34780.0,-3.691191538,4.07,Train,2
2018,212957.0,-995.0,-0.465057583,38.0,35.0,1036.0,1678.0,876.0,433.0,-392.0,33550.0,-3.536515239,3.292,Train,2
2019,213442.0,485.0,0.227745507,36.0,34.0,964.0,1720.0,893.0,494.0,1193.0,32513.0,-3.090909091,2.857,Predict,2
2015,214560.0,-1247.0,-0.577831118,44.0,35.0,1402.0,1553.0,977.0,481.0,-1185.0,37605.0,-4.42241708,2.787,Train,3
2016,213846.0,-714.0,-0.332774049,38.0,35.0,1236.0,1545.0,920.0,465.0,-497.0,36113.0,-3.967557506,2.626,Train,3
2017,213952.0,106.0,0.049568381,38.0,35.0,1084.0,1529.0,924.0,444.0,540.0,34780.0,-3.691191538,4.07,Train,3
2018,212957.0,-995.0,-0.465057583,38.0,35.0,1036.0,1678.0,876.0,433.0,-392.0,33550.0,-3.536515239,3.292,Train,3
2019,213442.0,485.0,0.227745507,36.0,34.0,964.0,1720.0,893.0,494.0,1193.0,32513.0,-3.090909091,2.857,Train,3
2020,213321.0,-121.0,-0.056689874,37.0,35.0,950.0,1709.0,801.0,415.0,612.0,30887.0,-5.001076492,2.885,Predict,3
2013,30398.0,274.0,-46.58208273,11.0,14.0,162.0,294.0,166.0,74.0,382.0,4672.0,-1.889962201,1.108,Train,4
2014,30269.0,-129.0,-46.30204545,11.0,14.0,158.0,281.0,149.0,85.0,-8.0,4317.0,-7.598458904,1.286,Train,4
2015,30060.0,-209.0,-46.24078976,11.0,14.0,148.0,314.0,171.0,71.0,-59.0,4070.0,-5.721565902,1.455,Train,4
2016,30114.0,54.0,-45.52854352,11.0,14.0,147.0,304.0,178.0,68.0,195.0,3874.0,-4.815724816,2.161,Train,4
2017,30029.0,-85.0,-45.10538727,11.0,14.0,135.0,307.0,137.0,54.0,105.0,3736.0,-3.562209602,5.038,Train,4
2018,28144.0,-1885.0,-47.93932667,11.0,14.0,106.0,332.0,140.0,73.0,-1668.0,3165.0,-15.28372591,8.058,Predict,4
2014,30269.0,-129.0,-46.30204545,11.0,14.0,158.0,281.0,149.0,85.0,-8.0,4317.0,-7.598458904,1.286,Train,5
2015,30060.0,-209.0,-46.24078976,11.0,14.0,148.0,314.0,171.0,71.0,-59.0,4070.0,-5.721565902,1.455,Train,5
2016,30114.0,54.0,-45.52854352,11.0,14.0,147.0,304.0,178.0,68.0,195.0,3874.0,-4.815724816,2.161,Train,5
2017,30029.0,-85.0,-45.10538727,11.0,14.0,135.0,307.0,137.0,54.0,105.0,3736.0,-3.562209602,5.038,Train,5
2018,28144.0,-1885.0,-47.93932667,11.0,14.0,106.0,332.0,140.0,73.0,-1668.0,3165.0,-15.28372591,8.058,Train,5
2019,27260.0,-884.0,-48.80078132,11.0,13.0,127.0,297.0,130.0,57.0,-739.0,2952.0,-6.72985782,2.924,Predict,5
2015,30060.0,-209.0,-46.24078976,11.0,14.0,148.0,314.0,171.0,71.0,-59.0,4070.0,-5.721565902,1.455,Train,6
2016,30114.0,54.0,-45.52854352,11.0,14.0,147.0,304.0,178.0,68.0,195.0,3874.0,-4.815724816,2.161,Train,6
2017,30029.0,-85.0,-45.10538727,11.0,14.0,135.0,307.0,137.0,54.0,105.0,3736.0,-3.562209602,5.038,Train,6
2018,28144.0,-1885.0,-47.93932667,11.0,14.0,106.0,332.0,140.0,73.0,-1668.0,3165.0,-15.28372591,8.058,Train,6
2019,27260.0,-884.0,-48.80078132,11.0,13.0,127.0,297.0,130.0,57.0,-739.0,2952.0,-6.72985782,2.924,Train,6
2020,26757.0,-503.0,-48.81590022,11.0,13.0,98.0,329.0,98.0,60.0,-267.0,2750.0,-6.842818428,2.388,Predict,6
2013,95143.0,1246.0,1.326985953,22.0,14.0,727.0,665.0,479.0,257.0,1174.0,18273.0,0.010946308,0.291,Train,7
2014,94562.0,-581.0,-0.610659744,22.0,14.0,703.0,600.0,481.0,244.0,-699.0,17512.0,-4.164614458,1.114,Train,7
2015,93895.0,-667.0,-0.705357332,22.0,14.0,667.0,681.0,475.0,201.0,-671.0,16903.0,-3.477615349,2.216,Train,7
2016,93297.0,-598.0,-0.636881623,18.0,14.0,662.0,640.0,447.0,194.0,-631.0,16231.0,-3.975625629,2.164,Train,7
2017,92851.0,-446.0,-0.478043238,17.0,14.0,561.0,625.0,419.0,218.0,-409.0,15703.0,-3.253034317,3.195,Train,7
2018,91272.0,-1579.0,-1.700574038,17.0,14.0,472.0,731.0,375.0,190.0,-1359.0,15142.0,-3.572565752,2.906,Predict,7
2014,94562.0,-581.0,-0.610659744,22.0,14.0,703.0,600.0,481.0,244.0,-699.0,17512.0,-4.164614458,1.114,Train,8
2015,93895.0,-667.0,-0.705357332,22.0,14.0,667.0,681.0,475.0,201.0,-671.0,16903.0,-3.477615349,2.216,Train,8
2016,93297.0,-598.0,-0.636881623,18.0,14.0,662.0,640.0,447.0,194.0,-631.0,16231.0,-3.975625629,2.164,Train,8
2017,92851.0,-446.0,-0.478043238,17.0,14.0,561.0,625.0,419.0,218.0,-409.0,15703.0,-3.253034317,3.195,Train,8
2018,91272.0,-1579.0,-1.700574038,17.0,14.0,472.0,731.0,375.0,190.0,-1359.0,15142.0,-3.572565752,2.906,Train,8
2019,90522.0,-750.0,-0.821719695,17.0,14.0,422.0,624.0,382.0,254.0,-523.0,14536.0,-4.002113327,2.399,Predict,8
2015,93895.0,-667.0,-0.705357332,22.0,14.0,667.0,681.0,475.0,201.0,-671.0,16903.0,-3.477615349,2.216,Train,9
2016,93297.0,-598.0,-0.636881623,18.0,14.0,662.0,640.0,447.0,194.0,-631.0,16231.0,-3.975625629,2.164,Train,9
2017,92851.0,-446.0,-0.478043238,17.0,14.0,561.0,625.0,419.0,218.0,-409.0,15703.0,-3.253034317,3.195,Train,9
2018,91272.0,-1579.0,-1.700574038,17.0,14.0,472.0,731.0,375.0,190.0,-1359.0,15142.0,-3.572565752,2.906,Train,9
2019,90522.0,-750.0,-0.821719695,17.0,14.0,422.0,624.0,382.0,254.0,-523.0,14536.0,-4.002113327,2.399,Train,9
2020,90593.0,71.0,0.078433972,17.0,14.0,404.0,702.0,327.0,213.0,355.0,14221.0,-2.167033572,2.252,Predict,9
2013,73023.0,560.0,0.772808192,18.0,19.0,436.0,560.0,321.0,148.0,666.0,12966.0,-1.286638751,0.837,Train,10
2014,72314.0,-709.0,-0.970926968,19.0,19.0,418.0,622.0,336.0,166.0,-519.0,12461.0,-3.894801789,1.287,Train,10
2015,70839.0,-1475.0,-2.039715684,18.0,19.0,421.0,618.0,336.0,148.0,-1317.0,11764.0,-5.593451569,2.347,Train,10
2016,69599.0,-1240.0,-1.750448199,18.0,19.0,381.0,608.0,289.0,150.0,-1025.0,11262.0,-4.267256035,1.869,Train,10
2017,68514.0,-1085.0,-1.558930444,18.0,19.0,337.0,620.0,274.0,122.0,-738.0,10751.0,-4.537382348,2.53,Train,10
2018,68326.0,-188.0,-0.274396474,17.0,19.0,341.0,667.0,298.0,141.0,128.0,10178.0,-5.329736769,2.293,Predict,10
2014,72314.0,-709.0,-0.970926968,19.0,19.0,418.0,622.0,336.0,166.0,-519.0,12461.0,-3.894801789,1.287,Train,11
2015,70839.0,-1475.0,-2.039715684,18.0,19.0,421.0,618.0,336.0,148.0,-1317.0,11764.0,-5.593451569,2.347,Train,11
2016,69599.0,-1240.0,-1.750448199,18.0,19.0,381.0,608.0,289.0,150.0,-1025.0,11262.0,-4.267256035,1.869,Train,11
2017,68514.0,-1085.0,-1.558930444,18.0,19.0,337.0,620.0,274.0,122.0,-738.0,10751.0,-4.537382348,2.53,Train,11
2018,68326.0,-188.0,-0.274396474,17.0,19.0,341.0,667.0,298.0,141.0,128.0,10178.0,-5.329736769,2.293,Train,11
2019,67228.0,-1098.0,-1.607001727,17.0,19.0,366.0,622.0,257.0,167.0,-868.0,9588.0,-5.796816663,2.076,Predict,11
2015,70839.0,-1475.0,-2.039715684,18.0,19.0,421.0,618.0,336.0,148.0,-1317.0,11764.0,-5.593451569,2.347,Train,12
2016,69599.0,-1240.0,-1.750448199,18.0,19.0,381.0,608.0,289.0,150.0,-1025.0,11262.0,-4.267256035,1.869,Train,12
2017,68514.0,-1085.0,-1.558930444,18.0,19.0,337.0,620.0,274.0,122.0,-738.0,10751.0,-4.537382348,2.53,Train,12
2018,68326.0,-188.0,-0.274396474,17.0,19.0,341.0,667.0,298.0,141.0,128.0,10178.0,-5.329736769,2.293,Train,12
2019,67228.0,-1098.0,-1.607001727,17.0,19.0,366.0,622.0,257.0,167.0,-868.0,9588.0,-5.796816663,2.076,Train,12
2020,65243.0,-1985.0,-2.952638781,18.0,19.0,358.0,633.0,208.0,135.0,-1717.0,8756.0,-8.677513559,1.778,Predict,12
2013,83109.0,-470.0,-0.562342215,12.0,12.0,596.0,549.0,428.0,221.0,-532.0,15914.0,-4.167168493,0.343,Train,13
2014,82432.0,-677.0,-0.814592884,12.0,12.0,609.0,563.0,442.0,212.0,-738.0,15098.0,-5.127560638,0.261,Train,13
2015,81992.0,-440.0,-0.533773292,9.0,12.0,645.0,587.0,382.0,216.0,-536.0,14397.0,-4.642999073,2.763,Train,13
2016,81793.0,-199.0,-0.242706606,9.0,12.0,517.0,581.0,353.0,190.0,-192.0,13900.0,-3.452108078,3.451,Train,13
2017,82273.0,480.0,0.586847285,9.0,12.0,383.0,587.0,358.0,186.0,714.0,13432.0,-3.366906475,5.81,Train,13
2018,81682.0,-591.0,-0.71834016,9.0,12.0,416.0,597.0,344.0,215.0,-427.0,12988.0,-3.305539011,4.953,Predict,13
2014,82432.0,-677.0,-0.814592884,12.0,12.0,609.0,563.0,442.0,212.0,-738.0,15098.0,-5.127560638,0.261,Train,14
2015,81992.0,-440.0,-0.533773292,9.0,12.0,645.0,587.0,382.0,216.0,-536.0,14397.0,-4.642999073,2.763,Train,14
2016,81793.0,-199.0,-0.242706606,9.0,12.0,517.0,581.0,353.0,190.0,-192.0,13900.0,-3.452108078,3.451,Train,14
2017,82273.0,480.0,0.586847285,9.0,12.0,383.0,587.0,358.0,186.0,714.0,13432.0,-3.366906475,5.81,Train,14
2018,81682.0,-591.0,-0.71834016,9.0,12.0,416.0,597.0,344.0,215.0,-427.0,12988.0,-3.305539011,4.953,Train,14
2019,81786.0,104.0,0.127323033,11.0,12.0,414.0,568.0,316.0,211.0,246.0,12366.0,-4.789036033,3.033,Predict,14
2015,81992.0,-440.0,-0.533773292,9.0,12.0,645.0,587.0,382.0,216.0,-536.0,14397.0,-4.642999073,2.763,Train,15
2016,81793.0,-199.0,-0.242706606,9.0,12.0,517.0,581.0,353.0,190.0,-192.0,13900.0,-3.452108078,3.451,Train,15
2017,82273.0,480.0,0.586847285,9.0,12.0,383.0,587.0,358.0,186.0,714.0,13432.0,-3.366906475,5.81,Train,15
2018,81682.0,-591.0,-0.71834016,9.0,12.0,416.0,597.0,344.0,215.0,-427.0,12988.0,-3.305539011,4.953,Train,15
2019,81786.0,104.0,0.127323033,11.0,12.0,414.0,568.0,316.0,211.0,246.0,12366.0,-4.789036033,3.033,Train,15
2020,82665.0,879.0,1.074756071,10.0,12.0,415.0,612.0,312.0,226.0,1075.0,12111.0,-2.062105774,3.05,Predict,15
2013,23594.0,795.0,3.486995044,9.0,10.0,194.0,161.0,184.0,63.0,758.0,4257.0,-0.164165103,0.39,Train,16
2014,23888.0,294.0,1.246079512,9.0,10.0,208.0,175.0,156.0,57.0,255.0,4213.0,-1.033591731,0.509,Train,16
2015,24089.0,201.0,0.841426658,9.0,10.0,228.0,203.0,185.0,47.0,176.0,4070.0,-3.394255875,2.017,Train,16
2016,24010.0,-79.0,-0.327950517,9.0,10.0,208.0,167.0,168.0,48.0,-142.0,3861.0,-5.135135135,2.228,Train,16
2017,23835.0,-175.0,-0.728862974,9.0,10.0,201.0,173.0,172.0,44.0,-205.0,3743.0,-3.056203056,3.224,Train,16
2018,23408.0,-427.0,-1.791483113,9.0,10.0,164.0,176.0,152.0,42.0,-410.0,3602.0,-3.767031793,2.858,Predict,16
2014,23888.0,294.0,1.246079512,9.0,10.0,208.0,175.0,156.0,57.0,255.0,4213.0,-1.033591731,0.509,Train,17
2015,24089.0,201.0,0.841426658,9.0,10.0,228.0,203.0,185.0,47.0,176.0,4070.0,-3.394255875,2.017,Train,17
2016,24010.0,-79.0,-0.327950517,9.0,10.0,208.0,167.0,168.0,48.0,-142.0,3861.0,-5.135135135,2.228,Train,17
2017,23835.0,-175.0,-0.728862974,9.0,10.0,201.0,173.0,172.0,44.0,-205.0,3743.0,-3.056203056,3.224,Train,17
2018,23408.0,-427.0,-1.791483113,9.0,10.0,164.0,176.0,152.0,42.0,-410.0,3602.0,-3.767031793,2.858,Train,17
2019,22764.0,-644.0,-2.751196172,9.0,10.0,171.0,186.0,135.0,55.0,-645.0,3409.0,-5.35813437,2.329,Predict,17
2015,24089.0,201.0,0.841426658,9.0,10.0,228.0,203.0,185.0,47.0,176.0,4070.0,-3.394255875,2.017,Train,18
2016,24010.0,-79.0,-0.327950517,9.0,10.0,208.0,167.0,168.0,48.0,-142.0,3861.0,-5.135135135,2.228,Train,18
2017,23835.0,-175.0,-0.728862974,9.0,10.0,201.0,173.0,172.0,44.0,-205.0,3743.0,-3.056203056,3.224,Train,18
2018,23408.0,-427.0,-1.791483113,9.0,10.0,164.0,176.0,152.0,42.0,-410.0,3602.0,-3.767031793,2.858,Train,18
2019,22764.0,-644.0,-2.751196172,9.0,10.0,171.0,186.0,135.0,55.0,-645.0,3409.0,-5.35813437,2.329,Train,18
2020,22278.0,-486.0,-2.134949921,10.0,10.0,159.0,193.0,113.0,62.0,-463.0,3249.0,-4.693458492,1.386,Predict,18
2013,27659.0,-143.0,-0.514351486,15.0,14.0,146.0,266.0,124.0,61.0,-35.0,3868.0,-4.257425743,0.515,Train,19
2014,27521.0,-138.0,-0.498933439,15.0,14.0,128.0,263.0,147.0,63.0,-25.0,3744.0,-3.205791107,0.653,Train,19
2015,27479.0,-42.0,-0.152610734,15.0,14.0,134.0,266.0,109.0,59.0,82.0,3622.0,-3.258547009,2.52,Train,19
2016,27218.0,-261.0,-0.949816223,15.0,14.0,133.0,295.0,99.0,78.0,-104.0,3423.0,-5.494202098,3.367,Train,19
2017,27207.0,-11.0,-0.040414432,15.0,14.0,95.0,301.0,118.0,70.0,195.0,3309.0,-3.330411919,5.71,Train,19
2018,27347.0,140.0,0.514573455,15.0,14.0,134.0,270.0,102.0,61.0,265.0,3227.0,-2.478090057,3.943,Predict,19
2014,27521.0,-138.0,-0.498933439,15.0,14.0,128.0,263.0,147.0,63.0,-25.0,3744.0,-3.205791107,0.653,Train,20
2015,27479.0,-42.0,-0.152610734,15.0,14.0,134.0,266.0,109.0,59.0,82.0,3622.0,-3.258547009,2.52,Train,20
2016,27218.0,-261.0,-0.949816223,15.0,14.0,133.0,295.0,99.0,78.0,-104.0,3423.0,-5.494202098,3.367,Train,20
2017,27207.0,-11.0,-0.040414432,15.0,14.0,95.0,301.0,118.0,70.0,195.0,3309.0,-3.330411919,5.71,Train,20
2018,27347.0,140.0,0.514573455,15.0,14.0,134.0,270.0,102.0,61.0,265.0,3227.0,-2.478090057,3.943,Train,20
2019,27726.0,379.0,1.38589242,15.0,13.0,117.0,297.0,112.0,69.0,560.0,3157.0,-2.169197397,3.002,Predict,20
2015,27479.0,-42.0,-0.152610734,15.0,14.0,134.0,266.0,109.0,59.0,82.0,3622.0,-3.258547009,2.52,Train,21
2016,27218.0,-261.0,-0.949816223,15.0,14.0,133.0,295.0,99.0,78.0,-104.0,3423.0,-5.494202098,3.367,Train,21
2017,27207.0,-11.0,-0.040414432,15.0,14.0,95.0,301.0,118.0,70.0,195.0,3309.0,-3.330411919,5.71,Train,21
2018,27347.0,140.0,0.514573455,15.0,14.0,134.0,270.0,102.0,61.0,265.0,3227.0,-2.478090057,3.943,Train,21
2019,27726.0,379.0,1.38589242,15.0,13.0,117.0,297.0,112.0,69.0,560.0,3157.0,-2.169197397,3.002,Train,21
2020,27946.0,220.0,0.793479045,15.0,13.0,89.0,305.0,105.0,53.0,434.0,3046.0,-3.515996199,3.101,Predict,21
2013,40150.0,-5.0,-0.01245175,15.0,13.0,182.0,412.0,175.0,80.0,212.0,6122.0,-1.623011409,1.193,Train,22
2014,40191.0,41.0,0.102117061,15.0,13.0,172.0,413.0,144.0,77.0,272.0,5964.0,-2.580855929,1.983,Train,22
2015,40216.0,25.0,0.062202981,15.0,13.0,166.0,412.0,168.0,82.0,271.0,5740.0,-3.755868545,1.806,Train,22
2016,40073.0,-143.0,-0.355579869,15.0,13.0,163.0,406.0,182.0,91.0,69.0,5531.0,-3.641114983,1.63,Train,22
2017,40067.0,-6.0,-0.014972675,15.0,13.0,142.0,447.0,139.0,77.0,336.0,5355.0,-3.182064726,2.946,Train,22
2018,39730.0,-337.0,-0.841091172,15.0,13.0,122.0,405.0,145.0,75.0,-76.0,5146.0,-3.902894491,2.581,Predict,22
2014,40191.0,41.0,0.102117061,15.0,13.0,172.0,413.0,144.0,77.0,272.0,5964.0,-2.580855929,1.983,Train,23
2015,40216.0,25.0,0.062202981,15.0,13.0,166.0,412.0,168.0,82.0,271.0,5740.0,-3.755868545,1.806,Train,23
2016,40073.0,-143.0,-0.355579869,15.0,13.0,163.0,406.0,182.0,91.0,69.0,5531.0,-3.641114983,1.63,Train,23
2017,40067.0,-6.0,-0.014972675,15.0,13.0,142.0,447.0,139.0,77.0,336.0,5355.0,-3.182064726,2.946,Train,23
2018,39730.0,-337.0,-0.841091172,15.0,13.0,122.0,405.0,145.0,75.0,-76.0,5146.0,-3.902894491,2.581,Train,23
2019,39127.0,-603.0,-1.517744777,15.0,13.0,121.0,432.0,138.0,103.0,-303.0,4822.0,-6.296152351,2.542,Predict,23
2015,40216.0,25.0,0.062202981,15.0,13.0,166.0,412.0,168.0,82.0,271.0,5740.0,-3.755868545,1.806,Train,24
2016,40073.0,-143.0,-0.355579869,15.0,13.0,163.0,406.0,182.0,91.0,69.0,5531.0,-3.641114983,1.63,Train,24
2017,40067.0,-6.0,-0.014972675,15.0,13.0,142.0,447.0,139.0,77.0,336.0,5355.0,-3.182064726,2.946,Train,24
2018,39730.0,-337.0,-0.841091172,15.0,13.0,122.0,405.0,145.0,75.0,-76.0,5146.0,-3.902894491,2.581,Train,24
2019,39127.0,-603.0,-1.517744777,15.0,13.0,121.0,432.0,138.0,103.0,-303.0,4822.0,-6.296152351,2.542,Train,24
2020,38662.0,-465.0,-1.188437652,14.0,13.0,123.0,404.0,106.0,94.0,-185.0,4576.0,-5.101617586,1.663,Predict,24
2013,324837.0,952.0,0.293931488,66.0,47.0,2546.0,1790.0,1756.0,845.0,80.0,66383.0,-2.088526379,1.776,Train,25
2014,327292.0,2455.0,0.75576366,70.0,48.0,2509.0,1784.0,1708.0,799.0,1710.0,64692.0,-2.547338927,2.979,Train,25
2015,332995.0,5703.0,1.742480721,71.0,48.0,2605.0,1836.0,1789.0,843.0,4774.0,63605.0,-1.680269585,3.265,Train,25
2016,337979.0,4984.0,1.49671917,73.0,49.0,2468.0,1927.0,1763.0,823.0,4275.0,62770.0,-1.312789875,3.979,Train,25
2017,341337.0,3358.0,0.993552854,72.0,49.0,2291.0,1998.0,1740.0,795.0,3087.0,61505.0,-2.01529393,4.419,Train,25
2018,344070.0,2733.0,0.800674993,72.0,49.0,2041.0,1998.0,1645.0,843.0,2609.0,60355.0,-1.869766686,3.946,Predict,25
2014,327292.0,2455.0,0.75576366,70.0,48.0,2509.0,1784.0,1708.0,799.0,1710.0,64692.0,-2.547338927,2.979,Train,26
2015,332995.0,5703.0,1.742480721,71.0,48.0,2605.0,1836.0,1789.0,843.0,4774.0,63605.0,-1.680269585,3.265,Train,26
2016,337979.0,4984.0,1.49671917,73.0,49.0,2468.0,1927.0,1763.0,823.0,4275.0,62770.0,-1.312789875,3.979,Train,26
2017,341337.0,3358.0,0.993552854,72.0,49.0,2291.0,1998.0,1740.0,795.0,3087.0,61505.0,-2.01529393,4.419,Train,26
2018,344070.0,2733.0,0.800674993,72.0,49.0,2041.0,1998.0,1645.0,843.0,2609.0,60355.0,-1.869766686,3.946,Train,26
2019,349215.0,5145.0,1.495335252,71.0,50.0,2146.0,2061.0,1698.0,862.0,4966.0,59177.0,-1.95178527,2.851,Predict,26
2015,332995.0,5703.0,1.742480721,71.0,48.0,2605.0,1836.0,1789.0,843.0,4774.0,63605.0,-1.680269585,3.265,Train,27
2016,337979.0,4984.0,1.49671917,73.0,49.0,2468.0,1927.0,1763.0,823.0,4275.0,62770.0,-1.312789875,3.979,Train,27
2017,341337.0,3358.0,0.993552854,72.0,49.0,2291.0,1998.0,1740.0,795.0,3087.0,61505.0,-2.01529393,4.419,Train,27
2018,344070.0,2733.0,0.800674993,72.0,49.0,2041.0,1998.0,1645.0,843.0,2609.0,60355.0,-1.869766686,3.946,Train,27
2019,349215.0,5145.0,1.495335252,71.0,50.0,2146.0,2061.0,1698.0,862.0,4966.0,59177.0,-1.95178527,2.851,Train,27
2020,354376.0,5161.0,1.477886116,73.0,50.0,2076.0,2133.0,1514.0,778.0,5161.0,58029.0,-1.939942883,2.258,Predict,27
2013,32517.0,61.0,0.187946759,17.0,14.0,338.0,260.0,216.0,83.0,-28.0,5250.0,-2.903643425,0.683,Train,28
2014,32475.0,-42.0,-0.129163207,17.0,14.0,322.0,241.0,235.0,90.0,-131.0,5049.0,-3.828571429,0.658,Train,28
2015,33255.0,780.0,2.401847575,17.0,14.0,379.0,272.0,246.0,62.0,656.0,4908.0,-2.792632204,2.239,Train,28
2016,32720.0,-535.0,-1.608780634,17.0,14.0,335.0,256.0,232.0,81.0,-625.0,4678.0,-4.686226569,2.579,Train,28
2017,32582.0,-138.0,-0.421760391,16.0,14.0,310.0,258.0,210.0,71.0,-218.0,4448.0,-4.916631039,3.698,Train,28
2018,32136.0,-446.0,-1.368853968,15.0,14.0,262.0,272.0,216.0,77.0,-448.0,4301.0,-3.304856115,2.888,Predict,28
2014,32475.0,-42.0,-0.129163207,17.0,14.0,322.0,241.0,235.0,90.0,-131.0,5049.0,-3.828571429,0.658,Train,29
2015,33255.0,780.0,2.401847575,17.0,14.0,379.0,272.0,246.0,62.0,656.0,4908.0,-2.792632204,2.239,Train,29
2016,32720.0,-535.0,-1.608780634,17.0,14.0,335.0,256.0,232.0,81.0,-625.0,4678.0,-4.686226569,2.579,Train,29
2017,32582.0,-138.0,-0.421760391,16.0,14.0,310.0,258.0,210.0,71.0,-218.0,4448.0,-4.916631039,3.698,Train,29
2018,32136.0,-446.0,-1.368853968,15.0,14.0,262.0,272.0,216.0,77.0,-448.0,4301.0,-3.304856115,2.888,Train,29
2019,31672.0,-464.0,-1.44386358,15.0,13.0,255.0,280.0,205.0,89.0,-448.0,4111.0,-4.417577308,2.187,Predict,29
2015,33255.0,780.0,2.401847575,17.0,14.0,379.0,272.0,246.0,62.0,656.0,4908.0,-2.792632204,2.239,Train,30
2016,32720.0,-535.0,-1.608780634,17.0,14.0,335.0,256.0,232.0,81.0,-625.0,4678.0,-4.686226569,2.579,Train,30
2017,32582.0,-138.0,-0.421760391,16.0,14.0,310.0,258.0,210.0,71.0,-218.0,4448.0,-4.916631039,3.698,Train,30
2018,32136.0,-446.0,-1.368853968,15.0,14.0,262.0,272.0,216.0,77.0,-448.0,4301.0,-3.304856115,2.888,Train,30
2019,31672.0,-464.0,-1.44386358,15.0,13.0,255.0,280.0,205.0,89.0,-448.0,4111.0,-4.417577308,2.187,Train,30
2020,31694.0,22.0,0.069461985,14.0,13.0,222.0,236.0,169.0,64.0,34.0,3939.0,-4.183896862,1.5,Predict,30
2013,39985.0,70.0,0.175372667,15.0,16.0,212.0,346.0,221.0,115.0,189.0,5406.0,-2.259989152,0.988,Train,31
2014,39425.0,-560.0,-1.400525197,15.0,16.0,241.0,350.0,217.0,103.0,-459.0,5207.0,-3.68109508,1.687,Train,31
2015,39197.0,-228.0,-0.578313253,15.0,16.0,196.0,373.0,184.0,97.0,-62.0,5131.0,-1.459573651,2.249,Train,31
2016,38718.0,-479.0,-1.222032298,15.0,16.0,176.0,398.0,171.0,88.0,-289.0,4950.0,-3.52757747,2.303,Train,31
2017,38173.0,-545.0,-1.40761403,15.0,16.0,150.0,377.0,157.0,89.0,-280.0,4737.0,-4.303030303,2.516,Train,31
2018,37700.0,-473.0,-1.239095696,15.0,16.0,136.0,401.0,171.0,91.0,-216.0,4587.0,-3.166561115,2.629,Predict,31
2014,39425.0,-560.0,-1.400525197,15.0,16.0,241.0,350.0,217.0,103.0,-459.0,5207.0,-3.68109508,1.687,Train,32
2015,39197.0,-228.0,-0.578313253,15.0,16.0,196.0,373.0,184.0,97.0,-62.0,5131.0,-1.459573651,2.249,Train,32
2016,38718.0,-479.0,-1.222032298,15.0,16.0,176.0,398.0,171.0,88.0,-289.0,4950.0,-3.52757747,2.303,Train,32
2017,38173.0,-545.0,-1.40761403,15.0,16.0,150.0,377.0,157.0,89.0,-280.0,4737.0,-4.303030303,2.516,Train,32
2018,37700.0,-473.0,-1.239095696,15.0,16.0,136.0,401.0,171.0,91.0,-216.0,4587.0,-3.166561115,2.629,Train,32
2019,37271.0,-429.0,-1.137931034,15.0,16.0,154.0,383.0,142.0,87.0,-206.0,4328.0,-5.646391977,2.052,Predict,32
2015,39197.0,-228.0,-0.578313253,15.0,16.0,196.0,373.0,184.0,97.0,-62.0,5131.0,-1.459573651,2.249,Train,33
2016,38718.0,-479.0,-1.222032298,15.0,16.0,176.0,398.0,171.0,88.0,-289.0,4950.0,-3.52757747,2.303,Train,33
2017,38173.0,-545.0,-1.40761403,15.0,16.0,150.0,377.0,157.0,89.0,-280.0,4737.0,-4.303030303,2.516,Train,33
2018,37700.0,-473.0,-1.239095696,15.0,16.0,136.0,401.0,171.0,91.0,-216.0,4587.0,-3.166561115,2.629,Train,33
2019,37271.0,-429.0,-1.137931034,15.0,16.0,154.0,383.0,142.0,87.0,-206.0,4328.0,-5.646391977,2.052,Train,33
2020,36870.0,-401.0,-1.075903517,15.0,16.0,133.0,373.0,113.0,82.0,-153.0,4111.0,-5.013863216,1.212,Predict,33
