행정구역(시도),행정구역(시군구),연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률
전라남도,순천시,2014,277188.0,1520.0,0.551387901,59.0,40.0,2035.0,1566.0,1432.0,549.0,982.0,60574.0,-2.712686507,1.494
전라남도,나주시,2014,90669.0,2915.0,3.321785901,25.0,21.0,645.0,897.0,414.0,193.0,3150.0,12591.0,-1.386278195,4.456
전라남도,광양시,2014,152097.0,476.0,0.313940681,39.0,28.0,1691.0,737.0,936.0,335.0,-529.0,32704.0,-3.136569618,2.404
전라남도,담양군,2014,47177.0,-188.0,-0.396917555,15.0,14.0,363.0,476.0,176.0,78.0,-83.0,5991.0,-2.885394716,1.477
전라남도,곡성군,2014,30732.0,-277.0,-0.893289045,8.0,8.0,150.0,391.0,101.0,65.0,-54.0,4316.0,-5.28856704,1.247
전라남도,구례군,2014,27170.0,55.0,0.202839757,12.0,10.0,149.0,356.0,108.0,45.0,270.0,3815.0,-3.049555273,1.31
전라남도,고흥군,2014,69641.0,-990.0,-1.401650833,23.0,17.0,251.0,1012.0,235.0,145.0,-220.0,8478.0,-4.987111958,1.11
전라남도,보성군,2014,45882.0,-503.0,-1.084402285,21.0,18.0,314.0,572.0,133.0,76.0,-268.0,5790.0,-3.772644175,1.228
전라남도,화순군,2014,66772.0,-1057.0,-1.558330508,19.0,16.0,408.0,591.0,280.0,128.0,-889.0,11834.0,-4.464357794,1.543
전라남도,장흥군,2014,43190.0,186.0,0.432517905,17.0,15.0,225.0,500.0,162.0,85.0,447.0,6612.0,-0.810081008,1.875
전라남도,강진군,2014,39861.0,-218.0,-0.543925747,14.0,14.0,349.0,473.0,149.0,82.0,-91.0,5731.0,-2.101127434,1.628
전라남도,해남군,2014,76981.0,-703.0,-0.904948252,23.0,20.0,835.0,916.0,315.0,163.0,-625.0,11136.0,-4.173479047,1.294
전라남도,영암군,2014,58852.0,-209.0,-0.353871421,18.0,16.0,601.0,538.0,340.0,157.0,-291.0,9077.0,-3.323037597,1.27
전라남도,무안군,2014,81696.0,2329.0,2.934468986,21.0,18.0,630.0,758.0,439.0,187.0,2439.0,14888.0,2.924300035,1.302
전라남도,함평군,2014,35090.0,-520.0,-1.460263971,12.0,11.0,249.0,421.0,132.0,78.0,-351.0,4448.0,-4.692521963,1.617
전라남도,영광군,2014,56833.0,-784.0,-1.360709513,19.0,14.0,432.0,582.0,258.0,123.0,-650.0,8682.0,-4.509458865,1.622
전라남도,장성군,2014,46273.0,-19.0,-0.041043809,16.0,13.0,378.0,443.0,223.0,85.0,41.0,6607.0,-1.740035693,1.887
전라남도,완도군,2014,53174.0,-445.0,-0.829929689,25.0,21.0,421.0,614.0,241.0,117.0,-258.0,7312.0,-3.713457993,1.756
전라남도,진도군,2014,32746.0,-252.0,-0.763682647,13.0,10.0,211.0,427.0,114.0,78.0,-39.0,4507.0,-4.208289054,1.473
전라남도,신안군,2014,43747.0,-415.0,-0.939721933,22.0,19.0,244.0,517.0,199.0,92.0,-141.0,4758.0,-3.801051355,1.965
경상북도,포항시,2014,519368.0,-99.0,-0.019057996,115.0,65.0,4514.0,2817.0,3052.0,1122.0,-1935.0,93726.0,-3.512528568,2.115
경상북도,경주시,2014,261535.0,-1748.0,-0.66392437,62.0,43.0,1739.0,2046.0,1297.0,579.0,-1494.0,43905.0,-4.181488837,2.371
경상북도,김천시,2014,135456.0,197.0,0.1456465,36.0,32.0,980.0,1193.0,569.0,234.0,383.0,21781.0,-3.109430605,1.932
경상북도,안동시,2014,168697.0,236.0,0.140091772,42.0,31.0,1327.0,1473.0,766.0,304.0,328.0,27633.0,-1.598888968,3.473
경상북도,구미시,2014,420320.0,892.0,0.212670589,98.0,48.0,4917.0,1484.0,2810.0,871.0,-2622.0,88671.0,-2.927363293,2.257
경상북도,영주시,2014,110780.0,-1845.0,-1.6381798,26.0,18.0,668.0,986.0,397.0,192.0,-1536.0,18333.0,-5.290075942,2.147
경상북도,영천시,2014,100689.0,-89.0,-0.088312925,25.0,19.0,719.0,946.0,479.0,194.0,126.0,13557.0,-3.919206237,3.351
경상북도,상주시,2014,102892.0,-454.0,-0.439300989,36.0,28.0,551.0,1172.0,424.0,191.0,129.0,14802.0,-2.701636758,2.138
경상북도,문경시,2014,75911.0,247.0,0.326443223,26.0,17.0,531.0,773.0,353.0,152.0,467.0,11374.0,-3.25763375,2.61
경상북도,경산시,2014,253968.0,5163.0,2.075119069,62.0,30.0,2490.0,1404.0,1479.0,536.0,4061.0,43424.0,-2.045972344,2.771
경상북도,군위군,2014,24170.0,-2.0,-0.008274036,8.0,7.0,111.0,307.0,76.0,36.0,189.0,2231.0,-5.705832629,2.077
경상북도,의성군,2014,55212.0,-852.0,-1.519691781,17.0,17.0,255.0,872.0,187.0,109.0,-232.0,5232.0,-5.950026964,2.178
경상북도,청송군,2014,26453.0,-17.0,-0.064223649,8.0,8.0,142.0,350.0,116.0,49.0,178.0,2800.0,-4.404233527,2.104
경상북도,영양군,2014,18197.0,-100.0,-0.546537684,9.0,6.0,105.0,259.0,73.0,23.0,43.0,2062.0,-4.757505774,2.566
경상북도,영덕군,2014,39586.0,-556.0,-1.385082956,12.0,9.0,211.0,515.0,150.0,92.0,-270.0,4527.0,-5.667847468,2.146
경상북도,청도군,2014,43993.0,205.0,0.468164794,17.0,13.0,146.0,584.0,164.0,87.0,617.0,4786.0,-4.547267651,2.191
경상북도,고령군,2014,35033.0,-165.0,-0.468776635,11.0,9.0,258.0,373.0,152.0,84.0,-71.0,4428.0,-3.571428571,2.518
경상북도,성주군,2014,44981.0,-86.0,-0.190826991,16.0,14.0,284.0,491.0,175.0,99.0,114.0,5228.0,-5.563583815,2.746
경상북도,칠곡군,2014,122058.0,876.0,0.722879636,36.0,21.0,1263.0,699.0,844.0,274.0,293.0,22083.0,-1.910007551,2.248
경상북도,예천군,2014,45104.0,-469.0,-1.029118118,13.0,11.0,220.0,554.0,171.0,76.0,-149.0,5246.0,-3.619327577,4.173
경상북도,봉화군,2014,34023.0,129.0,0.380598336,17.0,14.0,205.0,384.0,129.0,71.0,314.0,3907.0,-0.686324352,1.854
경상북도,울진군,2014,52104.0,151.0,0.290647316,18.0,14.0,380.0,545.0,254.0,104.0,310.0,7844.0,-1.457286432,2.063
경상북도,울릉군,2014,10264.0,-260.0,-2.47054352,6.0,4.0,46.0,77.0,66.0,24.0,-231.0,1154.0,-6.026058632,2.091
경상남도,창원시,2014,1075168.0,-8563.0,-0.790140727,193.0,105.0,9684.0,4989.0,6337.0,2302.0,-13562.0,204893.0,-4.144522624,1.941
경상남도,진주시,2014,340241.0,3170.0,0.940454682,51.0,44.0,2737.0,1955.0,1696.0,658.0,2325.0,67119.0,-1.770844005,2.228
경상남도,통영시,2014,139439.0,-280.0,-0.200402236,31.0,19.0,1273.0,894.0,820.0,411.0,-684.0,23805.0,-1.798605668,1.71
경상남도,사천시,2014,116485.0,-366.0,-0.313219399,24.0,18.0,1024.0,908.0,676.0,263.0,-512.0,19511.0,-1.811685371,1.35
경상남도,김해시,2014,527240.0,5191.0,0.994351105,88.0,57.0,5287.0,2126.0,3123.0,1290.0,1898.0,114363.0,-1.788811982,2.17
경상남도,밀양시,2014,107765.0,-577.0,-0.532572779,28.0,21.0,562.0,1150.0,434.0,209.0,19.0,16139.0,-3.825755319,1.538
경상남도,거제시,2014,248287.0,6210.0,2.565299471,54.0,35.0,3389.0,1026.0,2095.0,668.0,3814.0,48468.0,0.146703308,2.464
경상남도,양산시,2014,292376.0,12811.0,4.582476347,59.0,33.0,2961.0,1227.0,1798.0,761.0,11022.0,55761.0,0.83181136,2.229
경상남도,의령군,2014,29209.0,-208.0,-0.707074141,10.0,14.0,180.0,404.0,108.0,52.0,4.0,3311.0,-4.71942446,1.209
경상남도,함안군,2014,68741.0,1074.0,1.5871843,21.0,17.0,490.0,599.0,403.0,168.0,1147.0,11224.0,0.429491768,1.831
경상남도,창녕군,2014,63502.0,55.0,0.086686526,22.0,17.0,380.0,722.0,291.0,148.0,378.0,8427.0,-2.668052668,1.621
경상남도,고성군,2014,55916.0,-453.0,84.73025207,18.0,19.0,349.0,630.0,276.0,132.0,-211.0,7688.0,-2.892509789,2.265
경상남도,남해군,2014,46638.0,-606.0,-1.282702565,10.0,13.0,192.0,679.0,159.0,76.0,-140.0,5944.0,-4.421932787,2.406
경상남도,하동군,2014,49223.0,-954.0,-1.901269506,15.0,18.0,224.0,603.0,188.0,111.0,-581.0,6661.0,-4.69308914,1.58
경상남도,산청군,2014,35849.0,-86.0,-0.239320996,13.0,13.0,225.0,475.0,112.0,77.0,153.0,4222.0,-4.154370034,1.175
경상남도,함양군,2014,40584.0,-108.0,-0.265408434,12.0,13.0,223.0,487.0,144.0,83.0,147.0,5900.0,-1.535380507,1.282
경상남도,거창군,2014,63137.0,-40.0,-0.063314181,16.0,17.0,376.0,655.0,238.0,109.0,207.0,10731.0,-2.383334849,1.176
경상남도,합천군,2014,50457.0,167.0,0.332073971,17.0,20.0,207.0,710.0,158.0,84.0,651.0,6082.0,-0.409366301,1.023
제주특별자치도,제주시,2014,448834.0,10669.0,2.434927482,72.0,66.0,4381.0,2194.0,2719.0,1110.0,8338.0,93679.0,-0.816304923,3.27
제주특별자치도,서귀포시,2014,158512.0,2871.0,1.844629628,42.0,45.0,1145.0,1106.0,874.0,420.0,2774.0,28617.0,-1.341101841,4.478
서울특별시,종로구,2015,154986.0,-2007.0,-1.278400948,17.0,14.0,906.0,829.0,806.0,276.0,-2519.0,22731.0,-4.791623037,1.903
서울특별시,중구,2015,125733.0,-2332.0,-47.35350152,13.0,12.0,950.0,689.0,916.0,267.0,-2872.0,15075.0,-6.308266004,1.806
서울특별시,용산구,2015,233342.0,-2609.0,-1.105738056,17.0,15.0,1967.0,1113.0,1515.0,424.0,-4297.0,31886.0,-3.923104737,1.501
서울특별시,성동구,2015,297003.0,917.0,0.309707315,31.0,20.0,2753.0,1244.0,2083.0,563.0,-986.0,42162.0,-3.875792258,2.218
서울특별시,광진구,2015,360369.0,-2985.0,-0.821512905,37.0,22.0,2951.0,1472.0,2576.0,651.0,-5049.0,54783.0,-4.46936142,2.551
서울특별시,동대문구,2015,360153.0,-3534.0,-0.971714689,33.0,21.0,2687.0,1833.0,2159.0,714.0,-4927.0,51114.0,-4.18759841,2.254
서울특별시,중랑구,2015,413909.0,-4927.0,-1.176355423,32.0,23.0,3368.0,2050.0,2716.0,1028.0,-6646.0,59686.0,-5.548170655,2.531
서울특별시,성북구,2015,459275.0,-7431.0,-1.592222941,55.0,29.0,3514.0,2154.0,2379.0,823.0,-9409.0,72632.0,-3.600769792,2.191
서울특별시,강북구,2015,330873.0,-4152.0,-1.239310499,22.0,14.0,2164.0,1854.0,1715.0,738.0,-4749.0,47930.0,-4.491471385,1.986
서울특별시,도봉구,2015,351242.0,-2467.0,-0.697465996,30.0,23.0,2481.0,1776.0,1810.0,728.0,-3499.0,56036.0,-5.014069227,2.191
서울특별시,노원구,2015,574583.0,-7969.0,-1.367946552,69.0,42.0,4462.0,2763.0,3146.0,984.0,-10144.0,108099.0,-4.636760619,2.468
서울특별시,은평구,2015,497920.0,-724.0,-0.145193765,48.0,30.0,3870.0,2309.0,2812.0,948.0,-2954.0,78062.0,-3.57239914,2.082
서울특별시,서대문구,2015,312141.0,1765.0,0.568665103,26.0,18.0,2175.0,1516.0,1722.0,528.0,564.0,46619.0,-2.704789732,2.566
서울특별시,마포구,2015,387643.0,2204.0,0.571815514,28.0,22.0,3626.0,1593.0,3205.0,613.0,-770.0,56832.0,-2.546427285,3.312
서울특별시,양천구,2015,484532.0,-1689.0,-0.347372902,50.0,30.0,3526.0,1898.0,2516.0,775.0,-4035.0,95292.0,-3.520335328,2.42
서울특별시,강서구,2015,589074.0,3914.0,639.8661124,52.0,36.0,5812.0,2573.0,4578.0,1118.0,103.0,89692.0,-3.678168326,2.863
서울특별시,구로구,2015,422092.0,-3739.0,-0.878047864,37.0,24.0,4257.0,1731.0,3045.0,817.0,-6953.0,61416.0,-3.568905148,2.362
서울특별시,금천구,2015,236284.0,-2179.0,-0.913768593,18.0,17.0,1885.0,1139.0,1481.0,557.0,-3247.0,33054.0,-5.954989046,2.531
서울특별시,영등포구,2015,378504.0,-3848.0,-1.006402477,42.0,23.0,3611.0,1701.0,2934.0,726.0,-6742.0,50836.0,-5.167332015,2.177
서울특별시,동작구,2015,400641.0,-6829.0,-1.675951604,34.0,21.0,3643.0,1677.0,2855.0,632.0,-9402.0,56942.0,-4.446905625,2.369
서울특별시,관악구,2015,509663.0,-3523.0,-0.686495734,36.0,22.0,3960.0,2008.0,3859.0,896.0,-6134.0,63821.0,-4.393744195,2.429
서울특별시,서초구,2015,446764.0,-2914.0,-0.648019249,28.0,24.0,4078.0,1396.0,2846.0,597.0,-6777.0,79049.0,-2.471253023,3.037
서울특별시,강남구,2015,576495.0,-1619.0,-0.280048572,42.0,33.0,4595.0,1751.0,3380.0,852.0,-5986.0,102488.0,-2.522351151,3.804
서울특별시,송파구,2015,660302.0,-4436.0,-0.667330587,54.0,38.0,5899.0,2127.0,4386.0,1069.0,-9352.0,111411.0,-3.982522063,3.045
서울특별시,강동구,2015,458658.0,-17939.0,-3.763976693,37.0,26.0,3865.0,1857.0,2753.0,852.0,-20474.0,74177.0,-6.632177831,2.778
부산광역시,중구,2015,45816.0,-921.0,-63.56087901,3.0,5.0,257.0,357.0,261.0,94.0,-891.0,5159.0,-5.668312306,2.964
부산광역시,서구,2015,115963.0,-2152.0,-76.62658325,11.0,11.0,599.0,1039.0,557.0,253.0,-1796.0,15414.0,-6.581818182,2.66
부산광역시,동구,2015,92069.0,-2496.0,-47.88586501,9.0,8.0,482.0,856.0,422.0,228.0,-2174.0,11124.0,-7.692307692,2.473
부산광역시,영도구,2015,129385.0,-2717.0,-2.056744031,15.0,14.0,634.0,1104.0,546.0,306.0,-2322.0,17138.0,-6.416207066,2.292
부산광역시,부산진구,2015,381572.0,-5806.0,-1.498794459,48.0,32.0,3029.0,2353.0,2131.0,697.0,-5391.0,53560.0,-5.509588413,3.605
부산광역시,동래구,2015,272837.0,-3134.0,-1.135626569,32.0,22.0,1833.0,1372.0,1223.0,465.0,-3776.0,45352.0,-4.201432162,3.55
부산광역시,남구,2015,283101.0,-3888.0,14.31542223,26.0,21.0,1940.0,1621.0,1313.0,487.0,-4429.0,44936.0,-3.519055287,3.465
부산광역시,북구,2015,310484.0,3510.0,14.26657687,32.0,27.0,2397.0,1571.0,1652.0,584.0,2573.0,53009.0,-4.314157295,2.348
부산광역시,해운대구,2015,422818.0,-713.0,-0.168346591,42.0,33.0,3022.0,2211.0,2040.0,797.0,-1857.0,75384.0,-4.189120488,3.821
부산광역시,사하구,2015,337781.0,-5590.0,-1.627976737,44.0,27.0,2696.0,1931.0,1786.0,676.0,-6520.0,54605.0,-5.35739046,2.162
부산광역시,금정구,2015,246026.0,-3830.0,-1.532882941,28.0,22.0,1540.0,1514.0,1184.0,397.0,-3998.0,38280.0,-5.723574032,2.713
부산광역시,강서구,2015,94608.0,14989.0,-83.93953901,14.0,17.0,1365.0,466.0,768.0,185.0,14062.0,13233.0,18.26794173,3.573
부산광역시,연제구,2015,210718.0,2706.0,1.300886487,17.0,16.0,1513.0,1107.0,1071.0,372.0,868.0,32634.0,-1.476315551,2.894
부산광역시,수영구,2015,179795.0,1315.0,0.73677723,20.0,10.0,1374.0,1047.0,1159.0,351.0,840.0,24452.0,-4.117324131,3.376
부산광역시,사상구,2015,237711.0,-5242.0,-2.157618963,31.0,21.0,2001.0,1405.0,1382.0,462.0,-5940.0,35400.0,-7.443721076,2.182
부산광역시,기장군,2015,153093.0,8345.0,5.76519192,31.0,20.0,1963.0,866.0,1058.0,295.0,7191.0,25838.0,5.109429664,2.986
대구광역시,중구,2015,80928.0,2116.0,76.63698271,13.0,10.0,664.0,594.0,502.0,147.0,1989.0,10200.0,-1.229785998,3.172
대구광역시,동구,2015,349728.0,1753.0,279.8542398,60.0,32.0,3082.0,2119.0,1956.0,718.0,627.0,53352.0,-2.530281163,4.244
대구광역시,서구,2015,206028.0,-4742.0,77.66701448,24.0,17.0,1219.0,1353.0,1036.0,441.0,-4682.0,28685.0,-7.631621317,3.637
대구광역시,남구,2015,160852.0,-2640.0,-43.18211522,19.0,11.0,1015.0,1079.0,939.0,356.0,-2679.0,21359.0,-5.294195894,4.124
대구광역시,북구,2015,443119.0,-1256.0,42.71878744,78.0,38.0,3900.0,2100.0,2206.0,784.0,-3275.0,85657.0,-3.857723303,3.815
대구광역시,수성구,2015,451786.0,-4719.0,-1.033723617,62.0,34.0,2603.0,2104.0,1691.0,686.0,-5398.0,98929.0,-3.714049345,4.428
대구광역시,달서구,2015,602641.0,-3792.0,-0.625295787,90.0,54.0,5049.0,2651.0,3117.0,990.0,-6445.0,116629.0,-4.408727297,3.794
대구광역시,달성군,2015,192747.0,7845.0,4.242788072,46.0,25.0,1906.0,1081.0,1098.0,375.0,6923.0,34427.0,-0.821041715,4.731
인천광역시,중구,2015,114493.0,2564.0,41.47513839,17.0,13.0,1020.0,594.0,701.0,315.0,2024.0,18408.0,0.865753425,2.236
인천광역시,동구,2015,72571.0,-1407.0,-79.24930231,12.0,8.0,624.0,459.0,365.0,179.0,-1605.0,10815.0,-4.30050438,1.127
인천광역시,남구,2015,404893.0,-3412.0,151.7177281,44.0,22.0,3191.0,2309.0,2463.0,1182.0,-4575.0,62306.0,-4.381455165,1.456
인천광역시,연수구,2015,319052.0,8349.0,2.687132084,38.0,24.0,2646.0,1186.0,1638.0,558.0,6714.0,65273.0,-0.325260361,2.125
인천광역시,남동구,2015,531395.0,16739.0,3.252463782,82.0,37.0,4883.0,2223.0,3256.0,1293.0,13757.0,94520.0,-0.80389564,1.875
인천광역시,부평구,2015,555844.0,-1148.0,-0.20610709,69.0,42.0,4918.0,2556.0,3396.0,1280.0,-3850.0,94531.0,-4.75465995,1.915
인천광역시,계양구,2015,334332.0,-5206.0,-1.5332599,39.0,26.0,2763.0,1364.0,1934.0,860.0,-6761.0,61405.0,-6.188890247,2.045
인천광역시,서구,2015,504606.0,5920.0,144.9210787,86.0,43.0,5051.0,1902.0,2970.0,1260.0,2595.0,98390.0,-2.080990436,2.329
인천광역시,강화군,2015,67667.0,549.0,0.817962395,21.0,22.0,274.0,689.0,265.0,125.0,938.0,8521.0,-2.805976959,0.551
인천광역시,옹진군,2015,20962.0,259.0,1.251026421,10.0,6.0,121.0,170.0,130.0,64.0,301.0,2347.0,-1.552013423,0.921
광주광역시,동구,2015,98784.0,-2002.0,36.1204889,16.0,10.0,679.0,732.0,453.0,216.0,-2007.0,14035.0,-6.501898608,2.223
광주광역시,서구,2015,305028.0,-5289.0,-39.55125385,60.0,30.0,2233.0,1546.0,1629.0,588.0,-6093.0,64441.0,-5.080276919,3.105
광주광역시,남구,2015,221318.0,1503.0,-45.33913898,45.0,22.0,1600.0,1263.0,1064.0,367.0,1102.0,43407.0,-2.130681818,2.852
광주광역시,북구,2015,446316.0,-1369.0,0.721476624,106.0,46.0,3841.0,2322.0,2463.0,837.0,-3084.0,87660.0,-3.976339139,2.611
광주광역시,광산구,2015,400753.0,3472.0,0.873940611,88.0,45.0,4088.0,1580.0,2336.0,834.0,810.0,95360.0,-1.184419137,3.142
대전광역시,동구,2015,239579.0,-5914.0,142.5281422,39.0,23.0,1997.0,1439.0,1241.0,554.0,-6599.0,40204.0,-4.528507991,2.004
대전광역시,중구,2015,256186.0,-4979.0,123.7569109,43.0,27.0,1952.0,1503.0,1303.0,544.0,-5587.0,45186.0,-4.773345135,2.116
대전광역시,서구,2015,490859.0,-5273.0,60.92260383,80.0,38.0,4483.0,1976.0,2906.0,909.0,-7994.0,97827.0,-4.482610479,2.394
대전광역시,유성구,2015,335312.0,7851.0,2.397537417,73.0,37.0,3820.0,1085.0,2272.0,501.0,4937.0,69520.0,-1.892437307,4.996
대전광역시,대덕구,2015,196839.0,-4719.0,-2.341261572,33.0,21.0,1522.0,958.0,1083.0,491.0,-5373.0,37512.0,-5.892978099,2.002
울산광역시,중구,2015,244481.0,5656.0,-4.568946,36.0,21.0,2081.0,1092.0,1427.0,506.0,4561.0,43312.0,-2.252313248,3.368
울산광역시,남구,2015,343598.0,-4161.0,55.25081557,46.0,30.0,3176.0,1311.0,2075.0,711.0,-6160.0,65816.0,-5.372881112,2.464
울산광역시,동구,2015,174963.0,-1705.0,-26.97064434,25.0,16.0,2157.0,698.0,1451.0,374.0,-3206.0,29681.0,-3.49839061,1.441
울산광역시,북구,2015,191063.0,2330.0,-57.19109331,36.0,19.0,2258.0,613.0,1258.0,373.0,611.0,40389.0,-3.043906186,2.292
울산광역시,울주군,2015,219429.0,5037.0,2.34943468,51.0,33.0,2060.0,1201.0,1272.0,442.0,4114.0,41605.0,-0.95698336,2.67
세종특별자치시,세종특별자치시,2015,210884.0,54759.0,35.07381906,43.0,35.0,2708.0,979.0,1498.0,324.0,53044.0,39815.0,40.68407477,4.572
경기도,수원시,2015,1184624.0,10396.0,0.88534765,191.0,97.0,12036.0,4368.0,7997.0,2426.0,1862.0,226910.0,-3.111069361,1.431
경기도,성남시,2015,971424.0,-3184.0,-0.326695451,125.0,68.0,8864.0,4105.0,6424.0,2050.0,-9070.0,167884.0,-3.818412022,1.348
경기도,의정부시,2015,433937.0,2825.0,0.655282154,64.0,32.0,3178.0,2023.0,2164.0,1111.0,1378.0,78843.0,-3.328919297,1.162
경기도,안양시,2015,597789.0,-3020.0,-0.502655586,86.0,41.0,5160.0,2276.0,3774.0,1062.0,-6363.0,108209.0,-4.364234138,1.917
경기도,부천시,2015,848987.0,-6599.0,-0.771284243,123.0,62.0,6909.0,3531.0,4982.0,1908.0,-10546.0,146448.0,-4.908835905,1.899
경기도,광명시,2015,344978.0,-3582.0,-1.027656644,51.0,24.0,3364.0,1373.0,2111.0,606.0,-5798.0,62749.0,-3.220383423,2.107
경기도,평택시,2015,460532.0,10977.0,2.441747951,104.0,52.0,4462.0,2208.0,2855.0,1151.0,8393.0,87267.0,-0.781090115,2.92
경기도,동두천시,2015,97974.0,379.0,0.388339567,19.0,11.0,759.0,639.0,502.0,335.0,136.0,16913.0,-2.361159219,0.848
경기도,안산시,2015,697885.0,-9991.0,-1.411405387,99.0,54.0,5880.0,2586.0,4327.0,2104.0,-13780.0,139250.0,-5.515711194,1.68
경기도,고양시,2015,1027546.0,21392.0,2.126115883,167.0,82.0,8131.0,4383.0,5361.0,1949.0,16746.0,197428.0,-2.41795176,1.679
경기도,과천시,2015,68946.0,-1210.0,-1.72472775,8.0,4.0,492.0,289.0,385.0,89.0,-1526.0,13522.0,-6.324904745,1.932
경기도,구리시,2015,186721.0,-99.0,-0.052992185,31.0,15.0,1505.0,734.0,930.0,389.0,-956.0,35113.0,-3.482682793,2.741
경기도,남양주시,2015,653454.0,17198.0,2.70300005,108.0,59.0,5588.0,2720.0,3269.0,1520.0,13853.0,126942.0,0.25747141,3.134
경기도,오산시,2015,206828.0,-1737.0,-0.832833889,49.0,22.0,2537.0,696.0,1411.0,507.0,-3716.0,40782.0,-2.299841886,1.547
경기도,시흥시,2015,398256.0,3617.0,0.916533845,61.0,37.0,3346.0,1414.0,2387.0,1130.0,1410.0,81527.0,-2.769263796,1.321
경기도,군포시,2015,287519.0,-889.0,-0.308243877,49.0,26.0,3191.0,1007.0,1974.0,527.0,-3279.0,52800.0,-3.358652878,1.665
경기도,의왕시,2015,157740.0,-742.0,-0.468191971,24.0,13.0,1357.0,616.0,809.0,286.0,-1587.0,28372.0,-3.617895845,2.481
경기도,하남시,2015,166713.0,17817.0,11.96607028,27.0,16.0,1212.0,764.0,891.0,325.0,17145.0,27108.0,8.911209321,3.555
경기도,용인시,2015,975746.0,14720.0,1.531696333,169.0,100.0,9296.0,3525.0,5207.0,1628.0,8152.0,199800.0,-0.428585667,1.512
경기도,파주시,2015,423321.0,11973.0,2.910674174,99.0,57.0,4078.0,2090.0,2526.0,1001.0,9757.0,79082.0,0.74011796,0.863
경기도,이천시,2015,204935.0,-79.0,-0.038533954,52.0,31.0,2036.0,1050.0,1169.0,423.0,-1145.0,39067.0,-3.01142006,1.969
경기도,안성시,2015,180199.0,-1697.0,-0.932950697,52.0,34.0,1509.0,1116.0,988.0,453.0,-2202.0,32218.0,-2.925668143,2.254
경기도,김포시,2015,349990.0,9680.0,2.84446534,81.0,41.0,3757.0,1407.0,1935.0,800.0,7064.0,64679.0,1.371387374,1.352
경기도,화성시,2015,596525.0,55663.0,10.29153462,131.0,76.0,6726.0,1980.0,3960.0,1279.0,50669.0,121415.0,8.356908908,1.861
경기도,광주시,2015,312579.0,13721.0,4.59114362,39.0,25.0,3253.0,1282.0,2180.0,810.0,11584.0,52931.0,1.086665903,1.377
경기도,양주시,2015,205184.0,3112.0,1.540045132,47.0,32.0,1624.0,992.0,1070.0,569.0,2302.0,39161.0,-0.65450671,1.04
경기도,포천시,2015,155192.0,-606.0,-0.388965199,41.0,31.0,1085.0,1106.0,759.0,477.0,-686.0,26245.0,-4.740299808,0.894
경기도,여주시,2015,111033.0,647.0,0.586125052,35.0,23.0,822.0,851.0,546.0,261.0,530.0,18330.0,-2.701841924,1.77
경기도,연천군,2015,45725.0,362.0,0.798007186,14.0,13.0,376.0,444.0,245.0,111.0,416.0,6330.0,-3.682288497,0.725
경기도,가평군,2015,62008.0,795.0,1.298743731,16.0,13.0,360.0,544.0,315.0,170.0,922.0,8861.0,-2.30429989,0.836
경기도,양평군,2015,108316.0,2937.0,2.787082815,26.0,22.0,602.0,886.0,497.0,231.0,3103.0,15906.0,0.670886076,1.108
강원특별자치도,춘천시,2015,277997.0,2206.0,0.799881069,43.0,40.0,2057.0,1767.0,1412.0,560.0,1767.0,50544.0,-2.145125068,3.031
강원특별자치도,원주시,2015,332995.0,5703.0,1.742480721,71.0,48.0,2605.0,1836.0,1789.0,843.0,4774.0,63605.0,-1.680269585,3.265
강원특별자치도,강릉시,2015,214560.0,-1247.0,-0.577831118,44.0,35.0,1402.0,1553.0,977.0,481.0,-1185.0,37605.0,-4.42241708,2.787
강원특별자치도,동해시,2015,93895.0,-667.0,-0.705357332,22.0,14.0,667.0,681.0,475.0,201.0,-671.0,16903.0,-3.477615349,2.216
강원특별자치도,태백시,2015,47501.0,-757.0,-1.56865183,15.0,12.0,300.0,374.0,215.0,126.0,-693.0,7822.0,-2.590286426,1.502
강원특별자치도,속초시,2015,81992.0,-440.0,-0.533773292,9.0,12.0,645.0,587.0,382.0,216.0,-536.0,14397.0,-4.642999073,2.763
강원특별자치도,삼척시,2015,70839.0,-1475.0,-2.039715684,18.0,19.0,421.0,618.0,336.0,148.0,-1317.0,11764.0,-5.593451569,2.347
강원특별자치도,홍천군,2015,70336.0,-115.0,-0.163234021,25.0,25.0,474.0,641.0,337.0,168.0,17.0,10413.0,-3.663613655,2.314
강원특별자치도,횡성군,2015,45777.0,404.0,0.890397373,13.0,16.0,230.0,434.0,170.0,92.0,579.0,6588.0,-0.902527076,2.462
강원특별자치도,영월군,2015,40216.0,25.0,0.062202981,15.0,13.0,166.0,412.0,168.0,82.0,271.0,5740.0,-3.755868545,1.806
강원특별자치도,평창군,2015,43500.0,-160.0,-0.366468163,17.0,20.0,208.0,415.0,195.0,79.0,20.0,5988.0,-4.237965776,2.155
강원특별자치도,정선군,2015,39197.0,-228.0,-0.578313253,15.0,16.0,196.0,373.0,184.0,97.0,-62.0,5131.0,-1.459573651,2.249
강원특별자치도,철원군,2015,48799.0,1209.0,2.540449674,13.0,16.0,402.0,366.0,289.0,106.0,1159.0,7912.0,-2.453458267,2.18
